Vehicle Selection Mode,--,Network-wide,--
,,246_248, 0.52
,,248_250, 0.56
,,250_252, 0.57
,,252_254, 0.60
,,254_256, 0.58
,,256_258, 0.56
,,258_260, 0.57
,,260_262, 0.56
,,262_264, 0.61
,,264_266, 0.61
,,266_268, 0.59
,,268_270, 0.59
,,270_272, 0.59
,,272_274, 0.59
,,274_276, 0.56
,,276_278, 0.56
,,278_280, 0.57
,,280_282, 0.60
,,282_284, 0.62
,,284_286, 0.55
,,286_288, 0.56
,,288_290, 0.58
,,290_292, 0.61
,,292_294, 0.60
,,294_296, 0.56
,,296_298, 0.56
,,298_300, 0.61
,,300_302, 0.59
,,302_304, 0.58
,,304_306, 0.59
,,306_308, 0.59
,,308_310, 0.60
,,310_312, 0.56
,,312_314, 0.55
,,314_316, 0.57
,,316_318, 0.57
,,318_320, 0.58
,,320_322, 0.60
,,322_324, 0.59
,,324_326, 0.59
,,326_328, 0.56
,,328_330, 0.56
,,330_332, 0.58
,,332_334, 0.57
,,334_336, 0.58
,,336_338, 0.56
,,338_340, 0.58
,,340_342, 0.59
,,342_344, 0.56
,,344_346, 0.57
,,346_348, 0.56
,,348_350, 0.58
,,350_352, 0.58
,,352_354, 0.59
,,354_356, 0.59
,,356_358, 0.58
,,358_360, 0.60
,,360_362, 0.58
,,362_364, 0.59
,,364_366, 0.56
,,366_368, 0.58
,,368_370, 0.58
,,370_372, 0.60
,,372_374, 0.54
,,374_376, 0.60
,,376_378, 0.57
,,378_380, 0.58
,,380_382, 0.56
,,382_384, 0.60
,,384_386, 0.57
,,386_388, 0.55
,,388_390, 0.57
,,390_392, 0.60
,,392_394, 0.56
,,394_396, 0.55
,,396_398, 0.55
,,398_400, 0.58
,,400_402, 0.59
,,402_404, 0.58
,,404_406, 0.57
,,406_408, 0.58
,,408_410, 0.58
,,410_412, 0.58
,,412_414, 0.57
,,414_416, 0.58
,,416_418, 0.57
,,418_420, 0.59
,,420_422, 0.59
,,422_424, 0.61
,,424_426, 0.57
,,426_428, 0.57
,,428_430, 0.58
,,430_432, 0.59
,,432_434, 0.55
,,434_436, 0.56
,,436_438, 0.56
,,438_440, 0.57
,,440_442, 0.55
,,442_444, 0.60
,,444_446, 0.57
,,446_448, 0.59
,,448_450, 0.56
,,450_452, 0.54
,,452_454, 0.56
,,454_456, 0.57
,,456_458, 0.57
,,458_460, 0.55
,,460_462, 0.58
,,462_464, 0.56
,,464_466, 0.56
,,466_468, 0.58
,,468_470, 0.58
,,470_472, 0.57
,,472_474, 0.57
,,474_476, 0.56
,,476_478, 0.53
,,478_480, 0.58
,,480_482, 0.60
,,482_484, 0.54
,,484_486, 0.59
,,486_488, 0.56
,,488_490, 0.58
,,490_492, 0.51
,,492_494, 0.58
,,494_496, 0.59
,,496_498, 0.59
,,498_500, 0.60
,,500_502, 0.56
,,502_504, 0.57
,,504_506, 0.58
,,506_508, 0.52
,,508_510, 0.61
,,510_512, 0.53
,,512_514, 0.56
,,514_516, 0.63
,,516_518, 0.60
,,518_520, 0.53
,,520_522, 0.55
,,522_524, 0.62
,,524_526, 0.67
,,526_528, 0.50
,,528_530, 0.53
,,530_532, 0.65
,,532_534, 0.49
,,534_536, 0.66
,,536_538, 0.57
,,538_540, 0.29
,,540_542, 0.55
,,542_544, 0.18
,,544_546, 0.53
,,546_548, 0.47
,,548_550, 0.37
,,550_552, 0.51
,,554_556, 0.57
,,556_558, 0.60
,,560_562, 0.02
,,562_564, 0.16
Category,Travel Time Bin (2 min Interval),95th Percentile Travel Time (min),
,,0_2, 1.93
,,2_4, 3.89
,,4_6, 5.89
,,6_8, 7.90
,,8_10, 9.90
,,10_12,11.84
,,12_14,13.87
,,14_16,15.88
,,16_18,17.84
,,18_20,19.90
,,20_22,21.86
,,22_24,23.88
,,24_26,25.90
,,26_28,27.90
,,28_30,29.86
,,30_32,31.89
,,32_34,33.93
,,34_36,35.88
,,36_38,37.88
,,38_40,39.88
,,40_42,41.89
,,42_44,43.87
,,44_46,45.88
,,46_48,47.88
,,48_50,49.95
,,50_52,51.90
,,52_54,53.83
,,54_56,55.90
,,56_58,57.92
,,58_60,59.90
,,60_62,61.90
,,62_64,63.88
,,64_66,65.92
,,66_68,67.92
,,68_70,69.90
,,70_72,71.92
,,72_74,73.88
,,74_76,75.87
,,76_78,77.83
,,78_80,79.93
,,80_82,81.85
,,82_84,83.90
,,84_86,85.89
,,86_88,87.90
,,88_90,89.90
,,90_92,91.83
,,92_94,93.95
,,94_96,95.90
,,96_98,97.89
,,98_100,99.87
,,100_102,101.83
,,102_104,103.90
,,104_106,105.91
,,106_108,107.93
,,108_110,109.87
,,110_112,111.86
,,112_114,113.89
,,114_116,115.92
,,116_118,117.90
,,118_120,119.55
,,120_122,121.88
,,122_124,123.88
,,124_126,125.89
,,126_128,127.83
,,128_130,129.82
,,130_132,131.84
,,132_134,133.92
,,134_136,135.83
,,136_138,137.85
,,138_140,139.87
,,140_142,141.92
,,142_144,143.82
,,144_146,145.95
,,146_148,147.93
,,148_150,149.84
,,150_152,151.90
,,152_154,153.89
,,154_156,155.91
,,156_158,157.92
,,158_160,159.81
,,160_162,161.94
,,162_164,163.89
,,164_166,165.92
,,166_168,167.89
,,168_170,169.87
,,170_172,171.93
,,172_174,173.90
,,174_176,175.85
,,176_178,177.94
,,178_180,179.89
,,180_182,181.90
,,182_184,183.92
,,184_186,185.88
,,186_188,187.87
,,188_190,189.86
,,190_192,191.93
,,192_194,193.85
,,194_196,195.89
,,196_198,197.78
,,198_200,199.91
,,200_202,201.91
,,202_204,203.88
,,204_206,205.90
,,206_208,207.87
,,208_210,209.86
,,210_212,211.86
,,212_214,213.90
,,214_216,215.95
,,216_218,217.78
,,218_220,219.85
,,220_222,221.90
,,222_224,223.92
,,224_226,225.89
,,226_228,227.91
,,228_230,229.78
,,230_232,231.88
,,232_234,233.82
,,234_236,235.95
,,236_238,237.90
,,238_240,239.92
,,240_242,241.89
,,242_244,243.91
,,244_246,245.88
,,246_248,247.77
,,248_250,249.90
,,250_252,251.81
,,252_254,253.92
,,254_256,255.91
,,256_258,257.83
,,258_260,259.91
,,260_262,261.86
,,262_264,263.92
,,264_266,265.89
,,266_268,267.94
,,268_270,269.86
,,270_272,271.93
,,272_274,273.88
,,274_276,275.85
,,276_278,277.84
,,278_280,279.89
,,280_282,281.85
,,282_284,283.94
,,284_286,285.84
,,286_288,287.90
,,288_290,289.88
,,290_292,291.94
,,292_294,293.88
,,294_296,295.87
,,296_298,297.90
,,298_300,299.93
,,300_302,301.94
,,302_304,303.92
,,304_306,305.92
,,306_308,307.90
,,308_310,309.92
,,310_312,311.85
,,312_314,313.90
,,314_316,315.85
,,316_318,317.94
,,318_320,319.92
,,320_322,321.92
,,322_324,323.89
,,324_326,325.91
,,326_328,327.90
,,328_330,329.90
,,330_332,331.93
,,332_334,333.89
,,334_336,335.92
,,336_338,337.83
,,338_340,339.90
,,340_342,341.90
,,342_344,343.89
,,344_346,345.89
,,346_348,347.90
,,348_350,349.90
,,350_352,351.86
,,352_354,353.90
,,354_356,355.90
,,356_358,357.91
,,358_360,359.96
,,360_362,361.93
,,362_364,363.90
,,364_366,365.85
,,366_368,367.91
,,368_370,369.88
,,370_372,371.92
,,372_374,373.84
,,374_376,375.93
,,376_378,377.88
,,378_380,379.91
,,380_382,381.87
,,382_384,383.88
,,384_386,385.85
,,386_388,387.83
,,388_390,389.90
,,390_392,391.91
,,392_394,393.87
,,394_396,395.87
,,396_398,397.87
,,398_400,399.86
,,400_402,401.92
,,402_404,403.93
,,404_406,405.86
,,406_408,407.93
,,408_410,409.92
,,410_412,411.94
,,412_414,413.84
,,414_416,415.87
,,416_418,417.87
,,418_420,419.92
,,420_422,421.88
,,422_424,423.90
,,424_426,425.91
,,426_428,427.90
,,428_430,429.88
,,430_432,431.93
,,432_434,433.89
,,434_436,435.90
,,436_438,437.89
,,438_440,439.89
,,440_442,441.86
,,442_444,443.87
,,444_446,445.84
,,446_448,447.90
,,448_450,449.88
,,450_452,451.76
,,452_454,453.90
,,454_456,455.90
,,456_458,457.90
,,458_460,459.84
,,460_462,461.96
,,462_464,463.85
,,464_466,465.88
,,466_468,467.85
,,468_470,469.89
,,470_472,471.89
,,472_474,473.89
,,474_476,475.91
,,476_478,477.80
,,478_480,479.87
,,480_482,481.93
,,482_484,483.86
,,484_486,485.94
,,486_488,487.90
,,488_490,489.80
,,490_492,491.90
,,492_494,493.90
,,494_496,495.86
,,496_498,497.93
,,498_500,499.86
,,500_502,501.89
,,502_504,503.87
,,504_506,505.93
,,506_508,507.91
,,508_510,509.88
,,510_512,511.90
,,512_514,513.86
,,514_516,515.92
,,516_518,517.96
,,518_520,519.88
,,520_522,521.95
,,522_524,523.98
,,524_526,525.93
,,526_528,527.87
,,528_530,529.53
,,530_532,531.95
,,532_534,533.79
,,534_536,535.89
,,536_538,537.99
,,538_540,539.05
,,540_542,541.87
,,542_544,543.87
,,544_546,545.92
,,546_548,547.85
,,548_550,549.88
,,550_552,551.45
,,552_554,553.64
,,554_556,555.91
,,556_558,557.91
,,558_560,558.83
,,560_562,561.70
,,562_564,563.49
,,564_566,564.61
,,566_568,566.77
,,568_570,569.00
,,572_574,573.80
,,576_578,576.71
,,582_584,583.30
,,584_586,585.44
Category,Travel Time Bin (2 min Interval),90th Percentile Travel Time (min),
,,0_2, 1.85
,,2_4, 3.79
,,4_6, 5.76
,,6_8, 7.79
,,8_10, 9.81
,,10_12,11.71
,,12_14,13.76
,,14_16,15.79
,,16_18,17.72
,,18_20,19.82
,,20_22,21.78
,,22_24,23.76
,,24_26,25.78
,,26_28,27.79
,,28_30,29.76
,,30_32,31.80
,,32_34,33.87
,,34_36,35.77
,,36_38,37.77
,,38_40,39.77
,,40_42,41.75
,,42_44,43.77
,,44_46,45.80
,,46_48,47.78
,,48_50,49.80
,,50_52,51.81
,,52_54,53.67
,,54_56,55.76
,,56_58,57.77
,,58_60,59.80
,,60_62,61.86
,,62_64,63.80
,,64_66,65.81
,,66_68,67.82
,,68_70,69.80
,,70_72,71.88
,,72_74,73.82
,,74_76,75.74
,,76_78,77.76
,,78_80,79.80
,,80_82,81.77
,,82_84,83.76
,,84_86,85.76
,,86_88,87.80
,,88_90,89.85
,,90_92,91.77
,,92_94,93.87
,,94_96,95.83
,,96_98,97.75
,,98_100,99.76
,,100_102,101.69
,,102_104,103.82
,,104_106,105.83
,,106_108,107.81
,,108_110,109.71
,,110_112,111.69
,,112_114,113.80
,,114_116,115.69
,,116_118,117.73
,,118_120,119.44
,,120_122,121.67
,,122_124,123.77
,,124_126,125.75
,,126_128,127.74
,,128_130,129.71
,,130_132,131.79
,,132_134,133.89
,,134_136,135.70
,,136_138,137.72
,,138_140,139.71
,,140_142,141.85
,,142_144,143.73
,,144_146,145.89
,,146_148,147.87
,,148_150,149.77
,,150_152,151.84
,,152_154,153.78
,,154_156,155.80
,,156_158,157.85
,,158_160,159.80
,,160_162,161.89
,,162_164,163.78
,,164_166,165.85
,,166_168,167.80
,,168_170,169.74
,,170_172,171.87
,,172_174,173.80
,,174_176,175.78
,,176_178,177.79
,,178_180,179.84
,,180_182,181.86
,,182_184,183.80
,,184_186,185.75
,,186_188,187.71
,,188_190,189.72
,,190_192,191.86
,,192_194,193.76
,,194_196,195.77
,,196_198,197.67
,,198_200,199.74
,,200_202,201.78
,,202_204,203.80
,,204_206,205.87
,,206_208,207.74
,,208_210,209.77
,,210_212,211.76
,,212_214,213.84
,,214_216,215.77
,,216_218,217.65
,,218_220,219.75
,,220_222,221.85
,,222_224,223.83
,,224_226,225.74
,,226_228,227.78
,,228_230,229.66
,,230_232,231.70
,,232_234,233.72
,,234_236,235.83
,,236_238,237.77
,,238_240,239.81
,,240_242,241.75
,,242_244,243.80
,,244_246,245.82
,,246_248,247.70
,,248_250,249.79
,,250_252,251.75
,,252_254,253.87
,,254_256,255.78
,,256_258,257.75
,,258_260,259.82
,,260_262,261.78
,,262_264,263.83
,,264_266,265.83
,,266_268,267.81
,,268_270,269.80
,,270_272,271.78
,,272_274,273.80
,,274_276,275.74
,,276_278,277.79
,,278_280,279.75
,,280_282,281.76
,,282_284,283.87
,,284_286,285.77
,,286_288,287.83
,,288_290,289.77
,,290_292,291.86
,,292_294,293.80
,,294_296,295.79
,,296_298,297.70
,,298_300,299.89
,,300_302,301.84
,,302_304,303.83
,,304_306,305.82
,,306_308,307.77
,,308_310,309.84
,,310_312,311.79
,,312_314,313.81
,,314_316,315.75
,,316_318,317.86
,,318_320,319.86
,,320_322,321.81
,,322_324,323.81
,,324_326,325.82
,,326_328,327.78
,,328_330,329.79
,,330_332,331.73
,,332_334,333.79
,,334_336,335.84
,,336_338,337.73
,,338_340,339.78
,,340_342,341.79
,,342_344,343.79
,,344_346,345.73
,,346_348,347.78
,,348_350,349.79
,,350_352,351.77
,,352_354,353.80
,,354_356,355.83
,,356_358,357.81
,,358_360,359.89
,,360_362,361.84
,,362_364,363.79
,,364_366,365.73
,,366_368,367.83
,,368_370,369.81
,,370_372,371.85
,,372_374,373.76
,,374_376,375.86
,,376_378,377.76
,,378_380,379.80
,,380_382,381.80
,,382_384,383.80
,,384_386,385.72
,,386_388,387.72
,,388_390,389.77
,,390_392,391.84
,,392_394,393.75
,,394_396,395.76
,,396_398,397.75
,,398_400,399.78
,,400_402,401.87
,,402_404,403.76
,,404_406,405.71
,,406_408,407.79
,,408_410,409.81
,,410_412,411.87
,,412_414,413.71
,,414_416,415.78
,,416_418,417.78
,,418_420,419.86
,,420_422,421.80
,,422_424,423.77
,,424_426,425.75
,,426_428,427.78
,,428_430,429.75
,,430_432,431.84
,,432_434,433.76
,,434_436,435.79
,,436_438,437.81
,,438_440,439.79
,,440_442,441.73
,,442_444,443.74
,,444_446,445.76
,,446_448,447.81
,,448_450,449.79
,,450_452,451.68
,,452_454,453.83
,,454_456,455.78
,,456_458,457.82
,,458_460,459.76
,,460_462,461.85
,,462_464,463.79
,,464_466,465.82
,,466_468,467.79
,,468_470,469.78
,,470_472,471.69
,,472_474,473.74
,,474_476,475.79
,,476_478,477.74
,,478_480,479.78
,,480_482,481.88
,,482_484,483.73
,,484_486,485.85
,,486_488,487.75
,,488_490,489.78
,,490_492,491.65
,,492_494,493.74
,,494_496,495.76
,,496_498,497.79
,,498_500,499.80
,,500_502,501.69
,,502_504,503.79
,,504_506,505.82
,,506_508,507.81
,,508_510,509.85
,,510_512,511.84
,,512_514,513.75
,,514_516,515.89
,,516_518,517.93
,,518_520,519.82
,,520_522,521.77
,,522_524,523.95
,,524_526,525.87
,,526_528,527.65
,,528_530,529.51
,,530_532,531.94
,,532_534,533.75
,,534_536,535.83
,,536_538,537.79
,,538_540,539.05
,,540_542,541.87
,,542_544,543.87
,,544_546,545.92
,,546_548,547.85
,,548_550,549.88
,,550_552,551.45
,,552_554,553.64
,,554_556,555.91
,,556_558,557.91
,,558_560,558.83
,,560_562,561.70
,,562_564,563.49
,,564_566,564.61
,,566_568,566.77
,,568_570,569.00
,,572_574,573.80
,,576_578,576.71
,,582_584,583.30
,,584_586,585.44
Category,Travel Time Bin (2 min Interval),80th Percentile Travel Time (min),
,,0_2, 1.72
,,2_4, 3.54
,,4_6, 5.52
,,6_8, 7.58
,,8_10, 9.60
,,10_12,11.48
,,12_14,13.55
,,14_16,15.57
,,16_18,17.48
,,18_20,19.61
,,20_22,21.66
,,22_24,23.50
,,24_26,25.62
,,26_28,27.59
,,28_30,29.55
,,30_32,31.59
,,32_34,33.67
,,34_36,35.64
,,36_38,37.49
,,38_40,39.61
,,40_42,41.57
,,42_44,43.54
,,44_46,45.59
,,46_48,47.55
,,48_50,49.61
,,50_52,51.52
,,52_54,53.46
,,54_56,55.57
,,56_58,57.60
,,58_60,59.55
,,60_62,61.63
,,62_64,63.56
,,64_66,65.58
,,66_68,67.66
,,68_70,69.50
,,70_72,71.77
,,72_74,73.64
,,74_76,75.55
,,76_78,77.52
,,78_80,79.59
,,80_82,81.50
,,82_84,83.58
,,84_86,85.44
,,86_88,87.59
,,88_90,89.71
,,90_92,91.60
,,92_94,93.65
,,94_96,95.70
,,96_98,97.40
,,98_100,99.59
,,100_102,101.51
,,102_104,103.60
,,104_106,105.70
,,106_108,107.53
,,108_110,109.59
,,110_112,111.41
,,112_114,113.60
,,114_116,115.54
,,116_118,117.50
,,118_120,119.30
,,120_122,121.54
,,122_124,123.67
,,124_126,125.60
,,126_128,127.58
,,128_130,129.52
,,130_132,131.54
,,132_134,133.77
,,134_136,135.56
,,136_138,137.55
,,138_140,139.42
,,140_142,141.41
,,142_144,143.46
,,144_146,145.78
,,146_148,147.67
,,148_150,149.62
,,150_152,151.64
,,152_154,153.60
,,154_156,155.65
,,156_158,157.61
,,158_160,159.64
,,160_162,161.60
,,162_164,163.51
,,164_166,165.62
,,166_168,167.66
,,168_170,169.49
,,170_172,171.60
,,172_174,173.64
,,174_176,175.60
,,176_178,177.52
,,178_180,179.65
,,180_182,181.68
,,182_184,183.61
,,184_186,185.51
,,186_188,187.58
,,188_190,189.49
,,190_192,191.66
,,192_194,193.62
,,194_196,195.53
,,196_198,197.50
,,198_200,199.59
,,200_202,201.54
,,202_204,203.68
,,204_206,205.52
,,206_208,207.51
,,208_210,209.65
,,210_212,211.59
,,212_214,213.64
,,214_216,215.65
,,216_218,217.45
,,218_220,219.56
,,220_222,221.61
,,222_224,223.54
,,224_226,225.49
,,226_228,227.67
,,228_230,229.49
,,230_232,231.55
,,232_234,233.50
,,234_236,235.70
,,236_238,237.60
,,238_240,239.55
,,240_242,241.53
,,242_244,243.58
,,244_246,245.67
,,246_248,247.49
,,248_250,249.61
,,250_252,251.65
,,252_254,253.66
,,254_256,255.63
,,256_258,257.58
,,258_260,259.52
,,260_262,261.60
,,262_264,263.70
,,264_266,265.65
,,266_268,267.58
,,268_270,269.62
,,270_272,271.60
,,272_274,273.60
,,274_276,275.56
,,276_278,277.60
,,278_280,279.51
,,280_282,281.64
,,282_284,283.67
,,284_286,285.62
,,286_288,287.67
,,288_290,289.50
,,290_292,291.70
,,292_294,293.68
,,294_296,295.60
,,296_298,297.51
,,298_300,299.70
,,300_302,301.70
,,302_304,303.72
,,304_306,305.65
,,306_308,307.64
,,308_310,309.64
,,310_312,311.59
,,312_314,313.57
,,314_316,315.54
,,316_318,317.63
,,318_320,319.70
,,320_322,321.63
,,322_324,323.61
,,324_326,325.61
,,326_328,327.61
,,328_330,329.57
,,330_332,331.55
,,332_334,333.54
,,334_336,335.61
,,336_338,337.58
,,338_340,339.60
,,340_342,341.60
,,342_344,343.60
,,344_346,345.55
,,346_348,347.57
,,348_350,349.59
,,350_352,351.60
,,352_354,353.64
,,354_356,355.64
,,356_358,357.57
,,358_360,359.63
,,360_362,361.66
,,362_364,363.56
,,364_366,365.53
,,366_368,367.62
,,368_370,369.59
,,370_372,371.65
,,372_374,373.59
,,374_376,375.65
,,376_378,377.54
,,378_380,379.66
,,380_382,381.52
,,382_384,383.62
,,384_386,385.60
,,386_388,387.49
,,388_390,389.55
,,390_392,391.65
,,392_394,393.58
,,394_396,395.58
,,396_398,397.50
,,398_400,399.61
,,400_402,401.72
,,402_404,403.61
,,404_406,405.53
,,406_408,407.58
,,408_410,409.63
,,410_412,411.70
,,412_414,413.56
,,414_416,415.62
,,416_418,417.54
,,418_420,419.69
,,420_422,421.55
,,422_424,423.63
,,424_426,425.55
,,426_428,427.61
,,428_430,429.62
,,430_432,431.70
,,432_434,433.53
,,434_436,435.55
,,436_438,437.58
,,438_440,439.57
,,440_442,441.55
,,442_444,443.52
,,444_446,445.54
,,446_448,447.63
,,448_450,449.57
,,450_452,451.47
,,452_454,453.63
,,454_456,455.60
,,456_458,457.60
,,458_460,459.60
,,460_462,461.67
,,462_464,463.60
,,464_466,465.58
,,466_468,467.55
,,468_470,469.60
,,470_472,471.58
,,472_474,473.51
,,474_476,475.60
,,476_478,477.44
,,478_480,479.59
,,480_482,481.70
,,482_484,483.51
,,484_486,485.66
,,486_488,487.64
,,488_490,489.62
,,490_492,491.52
,,492_494,493.55
,,494_496,495.47
,,496_498,497.61
,,498_500,499.58
,,500_502,501.51
,,502_504,503.58
,,504_506,505.76
,,506_508,507.55
,,508_510,509.56
,,510_512,511.66
,,512_514,513.49
,,514_516,515.75
,,516_518,517.83
,,518_520,519.60
,,520_522,521.57
,,522_524,523.73
,,524_526,525.75
,,526_528,527.23
,,528_530,529.30
,,530_532,531.64
,,532_534,533.57
,,534_536,535.81
,,536_538,537.68
,,538_540,539.05
,,540_542,541.49
,,542_544,543.87
,,544_546,545.30
,,546_548,547.85
,,548_550,549.88
,,550_552,551.23
,,552_554,553.64
,,554_556,555.68
,,556_558,557.91
,,558_560,558.83
,,560_562,561.70
,,562_564,563.49
,,564_566,564.61
,,566_568,566.77
,,568_570,569.00
,,572_574,573.80
,,576_578,576.71
,,582_584,583.30
,,584_586,585.44
Category,Travel Time Bin (2 min Interval),Planning Time Index: 95th percentile/FFTT,
,,0_2, 1.47
,,2_4, 1.59
,,4_6, 1.58
,,6_8, 1.71
,,8_10, 1.81
,,10_12, 1.66
,,12_14, 2.09
,,14_16, 2.55
,,16_18, 2.97
,,18_20, 3.59
,,20_22, 5.25
,,22_24, 4.96
,,24_26, 5.22
,,26_28, 5.55
,,28_30, 6.30
,,30_32, 6.51
,,32_34, 6.76
,,34_36, 6.69
,,36_38, 7.01
,,38_40, 7.03
,,40_42, 7.53
,,42_44, 8.44
,,44_46, 8.28
,,46_48, 9.01
,,48_50, 9.84
,,50_52, 9.87
,,52_54,10.77
,,54_56,10.91
,,56_58,11.74
,,58_60,11.69
,,60_62,13.17
,,62_64,12.96
,,64_66,12.77
,,66_68,14.73
,,68_70,13.25
,,70_72,15.51
,,72_74,15.29
,,74_76,16.85
,,76_78,18.28
,,78_80,17.80
,,80_82,18.10
,,82_84,21.13
,,84_86,19.93
,,86_88,21.27
,,88_90,18.94
,,90_92,20.15
,,92_94,21.41
,,94_96,26.45
,,96_98,27.46
,,98_100,24.19
,,100_102,30.33
,,102_104,29.04
,,104_106,23.93
,,106_108,28.16
,,108_110,28.69
,,110_112,29.14
,,112_114,30.47
,,114_116,31.00
,,116_118,30.94
,,118_120,24.72
,,120_122,32.27
,,122_124,28.99
,,124_126,33.58
,,126_128,31.85
,,128_130,39.14
,,130_132,40.58
,,132_134,37.50
,,134_136,40.62
,,136_138,38.75
,,138_140,43.33
,,140_142,39.28
,,142_144,40.72
,,144_146,42.04
,,146_148,38.61
,,148_150,44.29
,,150_152,36.35
,,152_154,39.17
,,154_156,40.32
,,156_158,39.79
,,158_160,39.22
,,160_162,45.53
,,162_164,41.92
,,164_166,48.15
,,166_168,48.28
,,168_170,47.65
,,170_172,54.61
,,172_174,50.91
,,174_176,49.09
,,176_178,50.94
,,178_180,51.96
,,180_182,57.93
,,182_184,58.71
,,184_186,54.71
,,186_188,47.67
,,188_190,51.96
,,190_192,46.52
,,192_194,48.06
,,194_196,54.44
,,196_198,47.77
,,198_200,46.76
,,200_202,45.26
,,202_204,54.13
,,204_206,47.99
,,206_208,56.19
,,208_210,52.48
,,210_212,53.44
,,212_214,56.42
,,214_216,48.16
,,216_218,52.06
,,218_220,50.87
,,220_222,50.04
,,222_224,55.66
,,224_226,49.26
,,226_228,45.69
,,228_230,51.45
,,230_232,49.02
,,232_234,55.26
,,234_236,55.02
,,236_238,53.06
,,238_240,45.69
,,240_242,49.67
,,242_244,55.09
,,244_246,58.95
,,246_248,54.87
,,248_250,56.05
,,250_252,54.39
,,252_254,53.32
,,254_256,57.24
,,256_258,56.45
,,258_260,54.99
,,260_262,61.35
,,262_264,56.68
,,264_266,63.79
,,266_268,56.43
,,268_270,61.85
,,270_272,56.92
,,272_274,66.04
,,274_276,65.74
,,276_278,61.48
,,278_280,57.73
,,280_282,62.13
,,282_284,64.41
,,284_286,56.11
,,286_288,54.52
,,288_290,58.08
,,290_292,65.99
,,292_294,63.23
,,294_296,71.79
,,296_298,68.46
,,298_300,65.35
,,300_302,66.26
,,302_304,63.07
,,304_306,70.00
,,306_308,64.34
,,308_310,68.04
,,310_312,71.72
,,312_314,75.90
,,314_316,73.46
,,316_318,75.84
,,318_320,76.94
,,320_322,70.48
,,322_324,66.36
,,324_326,71.22
,,326_328,75.51
,,328_330,74.59
,,330_332,71.66
,,332_334,75.31
,,334_336,72.91
,,336_338,67.52
,,338_340,72.30
,,340_342,73.28
,,342_344,77.22
,,344_346,73.03
,,346_348,68.74
,,348_350,74.64
,,350_352,73.86
,,352_354,71.44
,,354_356,69.08
,,356_358,69.19
,,358_360,76.30
,,360_362,68.39
,,362_364,71.49
,,364_366,67.86
,,366_368,65.20
,,368_370,67.16
,,370_372,66.53
,,372_374,66.98
,,374_376,71.81
,,376_378,71.00
,,378_380,76.28
,,380_382,71.62
,,382_384,71.89
,,384_386,79.20
,,386_388,73.83
,,388_390,77.01
,,390_392,80.03
,,392_394,78.73
,,394_396,73.98
,,396_398,73.71
,,398_400,73.09
,,400_402,82.79
,,402_404,76.49
,,404_406,73.74
,,406_408,76.17
,,408_410,76.27
,,410_412,75.10
,,412_414,73.06
,,414_416,72.91
,,416_418,75.57
,,418_420,73.02
,,420_422,72.29
,,422_424,77.66
,,424_426,76.93
,,426_428,78.96
,,428_430,75.26
,,430_432,78.07
,,432_434,80.80
,,434_436,75.72
,,436_438,70.11
,,438_440,71.07
,,440_442,74.47
,,442_444,72.01
,,444_446,72.26
,,446_448,75.35
,,448_450,76.37
,,450_452,68.95
,,452_454,71.36
,,454_456,72.22
,,456_458,72.40
,,458_460,68.64
,,460_462,69.10
,,462_464,67.59
,,464_466,64.11
,,466_468,68.03
,,468_470,68.00
,,470_472,66.86
,,472_474,70.09
,,474_476,67.76
,,476_478,70.56
,,478_480,70.24
,,480_482,68.44
,,482_484,71.13
,,484_486,67.58
,,486_488,67.54
,,488_490,69.94
,,490_492,66.91
,,492_494,68.69
,,494_496,82.91
,,496_498,73.61
,,498_500,77.50
,,500_502,78.53
,,502_504,76.46
,,504_506,73.93
,,506_508,79.57
,,508_510,67.04
,,510_512,70.35
,,512_514,70.75
,,514_516,73.63
,,516_518,73.11
,,518_520,74.16
,,520_522,72.12
,,522_524,67.96
,,524_526,77.66
,,526_528,74.74
,,528_530,63.40
,,530_532,73.18
,,532_534,65.83
,,534_536,73.90
,,536_538,65.89
,,538_540,82.41
,,540_542,76.66
,,542_544,90.51
,,544_546,86.92
,,546_548,80.49
,,548_550,82.98
,,550_552,72.29
,,552_554,115.67
,,554_556,89.41
,,556_558,97.32
,,558_560,132.14
,,560_562,124.78
,,562_564,108.43
,,564_566,133.51
,,566_568,118.41
,,568_570,89.57
,,572_574,84.00
,,576_578,85.06
,,582_584,85.39
,,584_586,65.45
Category,Travel Time Bin (2 min Interval),Buffer Index: (95th percentile - mean)/mean,
,,0_2, 0.30
,,2_4, 0.32
,,4_6, 0.20
,,6_8, 0.14
,,8_10, 0.10
,,10_12, 0.08
,,12_14, 0.07
,,14_16, 0.06
,,16_18, 0.06
,,18_20, 0.05
,,20_22, 0.03
,,22_24, 0.04
,,24_26, 0.04
,,26_28, 0.03
,,28_30, 0.03
,,30_32, 0.03
,,32_34, 0.03
,,34_36, 0.02
,,36_38, 0.03
,,38_40, 0.02
,,40_42, 0.02
,,42_44, 0.02
,,44_46, 0.02
,,46_48, 0.02
,,48_50, 0.02
,,50_52, 0.02
,,52_54, 0.02
,,54_56, 0.02
,,56_58, 0.02
,,58_60, 0.01
,,60_62, 0.02
,,62_64, 0.01
,,64_66, 0.01
,,66_68, 0.01
,,68_70, 0.01
,,70_72, 0.01
,,72_74, 0.01
,,74_76, 0.01
,,76_78, 0.01
,,78_80, 0.01
,,80_82, 0.01
,,82_84, 0.01
