link_key,start_time_in_min,end_time_in_min,link_hourly_volume,density,speed_per_hour,queue_length_percentage,inflow_count,out_flow_count
11147->5820,949,950,360,13.27,32,0,,
11147->5820,950,951,180,3.32,28,0,,
11147->5820,951,952,300,9.95,32,0.01,,
11147->5820,952,953,420,16.58,29.65,0,,
11147->5820,953,954,360,13.27,26.55,0,,
11147->5820,954,955,480,23.22,32,0,,
11147->5820,955,956,360,13.27,30.78,0,,
11147->5820,956,957,360,13.27,32,0,,
11147->5820,957,958,600,19.9,30.78,0,,
11147->5820,958,959,540,23.22,32,0,,
11147->5820,959,960,540,19.9,30.95,0,,
11148->1316,937,938,8.57,0.55,21,0,,
11148->1316,939,940,8.57,0.55,21,0,,
11148->1316,943,944,17.14,1.1,21,0,,
11148->1316,944,945,8.57,0.55,21,0,,
11148->1316,945,946,8.57,0.55,21,0,,
11148->1316,947,948,8.57,0.55,21,0,,
11148->1316,950,951,8.57,0.55,21,0,,
11148->1316,952,953,8.57,0.55,21,0,,
11148->1316,953,954,8.57,0.55,21,0,,
11148->1316,954,955,8.57,0.55,21,0,,
11148->1316,958,959,25.71,0.55,21,0,,
11148->1316,959,960,8.57,0.55,21,0,,
11148->1320,934,935,8.57,0.57,21,0,,
11148->1320,943,944,8.57,0.57,21,0,,
11148->1320,944,945,8.57,0.57,21,0,,
11148->1320,945,946,17.14,1.13,21,0,,
11148->1320,947,948,8.57,0.57,21,0,,
11148->1320,953,954,8.57,0.57,21,0,,
11148->1320,954,955,8.57,0.57,21,0,,
11148->1320,956,957,17.14,0.57,21,0,,
11148->1320,957,958,17.14,0.57,21,0,,
11148->5113,932,933,40,0.96,43,0,,
11148->5113,934,935,80,2.89,43,0,,
11148->5113,936,937,140,1.92,43,0,,
11148->5113,938,939,160,2.89,40.15,0,,
11148->5113,939,940,240,4.81,38.18,0,,
11148->5113,940,941,220,5.77,37.98,0,,
11148->5113,941,942,240,5.77,34.91,0,,
11148->5113,942,943,260,8.66,33.34,0.01,,
11148->5113,943,944,220,6.73,28.65,0.01,,
11148->5113,944,945,260,7.69,38.38,0.06,,
11148->5113,945,946,260,6.73,39.18,0.01,,
11148->5113,946,947,280,8.66,34.69,0.01,,
11148->5113,947,948,300,9.62,31.7,0.01,,
11148->5113,948,949,240,9.62,24.55,0.04,,
11148->5113,949,950,280,10.58,23.86,0.07,,
11148->5113,950,951,240,7.69,41.96,0.07,,
11148->5113,951,952,180,4.81,32.48,0,,
11148->5113,952,953,260,7.69,35.79,0.01,,
11148->5113,953,954,180,3.85,32.99,0,,
11148->5113,954,955,260,6.73,31.14,0.03,,
11148->5113,955,956,260,8.66,29.53,0.01,,
11148->5113,956,957,320,8.66,29.14,0.03,,
11148->5113,957,958,300,12.5,26.36,0.06,,
11148->5113,958,959,260,6.73,38.42,0.01,,
11148->5113,959,960,280,7.69,33.32,0,,
11148->5736,935,936,100,1.46,43,0,,
11148->5736,937,938,180,4.39,41.26,0,,
11148->5736,938,939,200,5.85,43,0,,
11148->5736,939,940,180,4.39,28.08,0,,
11148->5736,940,941,220,10.23,20.61,0.01,,
11148->5736,941,942,280,14.62,29.48,0.04,,
11148->5736,942,943,180,8.77,27.58,0.01,,
11148->5736,943,944,240,10.23,29.2,0,,
11148->5736,944,945,260,10.23,36.12,0.01,,
11148->5736,945,946,220,5.85,24.35,0,,
11148->5736,946,947,300,10.23,34.73,0.04,,
11148->5736,947,948,220,5.85,27.97,0,,
11148->5736,948,949,260,13.16,23.03,0.03,,
11148->5736,949,950,260,13.16,21.95,0.03,,
11148->5736,950,951,280,10.23,35.76,0.04,,
11148->5736,951,952,260,5.85,32.9,0,,
11148->5736,952,953,240,5.85,36.57,0,,
11148->5736,953,954,260,8.77,27.59,0,,
11148->5736,954,955,300,8.77,37.35,0.01,,
11148->5736,955,956,140,4.39,34.55,0.01,,
11148->5736,956,957,220,8.77,26.59,0,,
11148->5736,957,958,300,13.16,31.47,0.03,,
11148->5736,958,959,220,7.31,40.61,0.01,,
11148->5736,959,960,240,8.77,30.46,0,,
11150->5027,932,933,60,4.21,18.61,0,,
11150->5027,933,934,120,8.41,13.33,0,,
11150->5027,934,935,60,4.21,17.92,0,,
11150->5027,935,936,120,8.41,29,0,,
11150->5027,939,940,240,12.62,29,0,,
11150->5027,940,941,120,4.21,14.32,0,,
11150->5027,942,943,240,8.41,20.1,0,,
11150->5027,943,944,300,4.21,19.16,0,,
11150->5027,944,945,180,8.41,19.18,0,,
11150->5027,945,946,180,4.21,18.71,0,,
11150->5027,946,947,360,16.82,18.8,0,,
11150->5027,947,948,300,12.62,25.52,0,,
11150->5027,948,949,360,12.62,23.99,0.01,,
11150->5027,950,951,240,12.62,18.31,0,,
11150->5027,951,952,360,21.03,19.79,0.01,,
11150->5027,952,953,360,25.23,29,0.01,,
11150->5027,954,955,300,16.82,18.12,0,,
11150->5027,955,956,420,25.23,16.88,0.01,,
11150->5027,956,957,300,21.03,22.09,0,,
11150->5027,957,958,360,16.82,18.88,0.01,,
11150->5027,958,959,360,12.62,19.31,0.01,,
11150->5027,959,960,180,8.41,22.49,0,,
11150->5109,940,941,420,34.29,26.14,0,,
11150->5109,942,943,420,22.86,29,0,,
11150->5109,943,944,360,22.86,29,0,,
11150->5109,944,945,300,11.43,29,0,,
11150->5109,945,946,600,22.86,29,0,,
11150->5109,946,947,600,22.86,27.37,0,,
11150->5109,947,948,660,34.29,27.21,0,,
11150->5109,948,949,360,11.43,26.14,0,,
11150->5109,949,950,300,11.43,21.83,0,,
11150->5109,950,951,420,34.29,22.63,0.01,,
11150->5109,951,952,480,34.29,26.51,0.01,,
11150->5109,952,953,300,11.43,20.17,0,,
11150->5109,953,954,660,34.29,15.2,0.01,,
11150->5109,955,956,540,34.29,23.79,0,,
11150->5109,956,957,540,22.86,27.03,0,,
11150->5109,957,958,600,22.86,22.33,0,,
11150->5109,958,959,720,34.29,25.9,0.01,,
11150->5109,959,960,540,22.86,29,0,,
11151->5109,932,933,180,10.27,26,0,,
11151->5109,936,937,120,10.27,26,0,,
11151->5109,937,938,120,5.13,26,0,,
11151->5109,938,939,240,10.27,22.72,0,,
11151->5109,939,940,120,5.13,26,0,,
11151->5109,941,942,420,10.27,21.18,0,,
11151->5109,942,943,240,10.27,24.16,0.01,,
11151->5109,943,944,120,5.13,26,0,,
11151->5109,946,947,240,15.4,21.67,0,,
11151->5109,947,948,180,10.27,26,0,,
11151->5109,950,951,180,15.4,22.27,0,,
11151->5109,951,952,240,15.4,20.79,0,,
11151->5109,952,953,120,10.27,21.4,0,,
11151->5109,953,954,120,10.27,26,0,,
11151->5109,954,955,240,15.4,17.29,0,,
11151->5109,955,956,180,10.27,26,0,,
11151->5109,957,958,240,5.13,22.93,0,,
11151->5109,959,960,300,15.4,23,0,,
11159->5112,931,932,180,3.9,18.42,0,,
11159->5112,932,933,180,7.8,21.07,0,,
11159->5112,933,934,240,11.71,19.76,0,,
11159->5112,934,935,390,23.41,19.51,0.06,,
11159->5112,935,936,390,15.61,18.74,0.05,,
11159->5112,936,937,270,15.61,18.51,0,,
11159->5112,937,938,330,7.8,17.53,0.03,,
11159->5112,938,939,300,21.46,14.79,0.03,,
11159->5112,939,940,420,35.12,15.92,0.11,,
11159->5112,940,941,420,23.41,24.23,0.08,,
11159->5112,941,942,360,13.66,25.44,0.02,,
11159->5112,942,943,420,25.36,18.28,0.02,,
11159->5112,943,944,390,19.51,20.99,0.06,,
11159->5112,944,945,240,1.95,18.19,0.01,,
11159->5112,945,946,240,13.66,15.95,0.02,,
11159->5112,946,947,420,31.21,17.24,0.09,,
11159->5112,947,948,390,15.61,18.84,0.05,,
11159->5112,948,949,420,23.41,20.54,0.04,,
11159->5112,949,950,270,9.75,24.56,0,,
11159->5112,950,951,330,21.46,17.7,0.03,,
11159->5112,951,952,360,15.61,18.48,0.04,,
11159->5112,952,953,390,15.61,20.28,0.06,,
11159->5112,953,954,330,17.56,20.8,0.03,,
11159->5112,954,955,390,27.31,15.57,0.05,,
11159->5112,955,956,330,19.51,14.62,0.02,,
11159->5112,956,957,270,17.56,19.4,0.01,,
11159->5112,957,958,450,23.41,19.57,0.06,,
11159->5112,958,959,360,13.66,21.37,0.03,,
11159->5112,959,960,330,15.61,33.36,0.05,,
11160->1318,936,937,8.57,0.6,21,0,,
11160->1318,938,939,8.57,0.6,21,0,,
11160->1318,939,940,8.57,0.6,21,0,,
11160->1318,940,941,8.57,0.6,21,0,,
11160->1318,941,942,8.57,0.6,21,0,,
11160->1318,943,944,8.57,0.6,21,0,,
11160->1318,944,945,8.57,0.6,21,0,,
11160->1318,945,946,8.57,0.6,21,0,,
11160->1318,947,948,8.57,0.6,21,0,,
11160->1318,949,950,25.71,1.8,21,0,,
11160->1318,952,953,17.14,1.2,21,0,,
11160->1318,953,954,8.57,0.6,21,0,,
11160->1318,955,956,17.14,1.2,21,0,,
11160->1318,958,959,8.57,0.6,21,0,,
11160->5112,933,934,40,1.57,16.73,0,,
11160->5112,934,935,100,3.13,17.53,0,,
11160->5112,935,936,40,1.57,17.24,0,,
11160->5112,936,937,80,3.13,18.26,0,,
11160->5112,937,938,160,1.57,16.66,0,,
11160->5112,938,939,160,3.13,16.58,0,,
11160->5112,939,940,160,1.57,18.54,0,,
11160->5112,940,941,240,7.83,19.2,0,,
11160->5112,941,942,200,3.13,17.05,0,,
11160->5112,942,943,220,4.7,15.3,0,,
11160->5112,943,944,260,10.96,17.89,0.04,,
11160->5112,944,945,280,9.4,18.16,0.03,,
11160->5112,945,946,220,4.7,19.53,0,,
11160->5112,946,947,280,10.96,17.84,0.04,,
11160->5112,947,948,240,6.27,19.09,0.01,,
11160->5112,948,949,240,6.27,23.65,0.01,,
11160->5112,949,950,260,6.27,19.91,0.03,,
11160->5112,950,951,220,6.27,16.8,0,,
11160->5112,951,952,260,10.96,16.99,0.03,,
11160->5112,952,953,240,7.83,19.81,0.04,,
11160->5112,953,954,220,4.7,18.8,0,,
11160->5112,954,955,180,3.13,18.78,0,,
11160->5112,955,956,220,4.7,18.1,0,,
11160->5112,956,957,240,4.7,17.08,0.01,,
11160->5112,957,958,240,9.4,16.36,0.01,,
11160->5112,958,959,260,12.53,14.43,0.04,,
11160->5112,959,960,280,15.66,12.58,0.09,,
11160->5113,935,936,120,1.52,43,0,,
11160->5113,936,937,240,9.14,35.32,0,,
11160->5113,937,938,200,4.57,37.66,0,,
11160->5113,938,939,180,3.05,32.1,0,,
11160->5113,939,940,200,6.1,43,0,,
11160->5113,940,941,200,6.1,30.1,0,,
11160->5113,941,942,200,9.14,31.09,0.03,,
11160->5113,942,943,240,9.14,38.13,0.01,,
11160->5113,943,944,220,4.57,37.48,0,,
11160->5113,944,945,300,10.67,33.87,0,,
11160->5113,945,946,240,7.62,30.87,0,,
11160->5113,946,947,280,13.72,29.19,0.03,,
11160->5113,947,948,260,12.19,22.12,0.01,,
11160->5113,948,949,240,10.67,27.23,0.04,,
11160->5113,949,950,240,9.14,30.84,0.03,,
11160->5113,950,951,260,9.14,24.28,0.01,,
11160->5113,951,952,260,10.67,24.08,0.03,,
11160->5113,952,953,240,10.67,37.07,0.03,,
11160->5113,953,954,260,6.1,28.3,0.01,,
11160->5113,954,955,120,3.05,40.15,0.03,,
11160->5113,955,956,260,9.14,40.99,0,,
11160->5113,956,957,260,9.14,30.11,0,,
11160->5113,957,958,240,9.14,25.81,0.03,,
11160->5113,958,959,300,10.67,30.93,0.01,,
11160->5113,959,960,240,10.67,20.8,0.01,,
11161->1322,937,938,8.57,0.54,21,0,,
11161->1322,938,939,8.57,0.54,21,0,,
11161->1322,944,945,8.57,0.54,21,0,,
11161->1322,954,955,8.57,0.54,21,0,,
11161->5103,936,937,300,11.03,32,0,,
11161->5103,937,938,180,7.35,27.95,0,,
11161->5103,938,939,360,18.38,32,0,,
11161->5103,939,940,420,18.38,32,0,,
11161->5103,941,942,480,14.7,30.55,0,,
11161->5103,942,943,420,11.03,28.63,0.01,,
11161->5103,943,944,480,18.38,32,0,,
11161->5103,944,945,480,22.05,28.08,0,,
11161->5103,945,946,540,22.05,27.7,0,,
11161->5103,946,947,420,22.05,28.21,0.01,,
11161->5103,947,948,480,25.73,30.13,0.01,,
11161->5103,948,949,540,22.05,26.96,0,,
11161->5103,949,950,600,25.73,22.08,0.01,,
11161->5103,950,951,600,29.4,28,0.01,,
11161->5103,951,952,480,25.73,29.78,0,,
11161->5103,952,953,240,11.03,32,0,,
11161->5103,953,954,480,11.03,32,0,,
11161->5103,954,955,600,25.73,17.52,0,,
11161->5103,955,956,600,44.1,18.91,0.02,,
11161->5103,956,957,660,29.4,22.01,0.01,,
11161->5103,957,958,660,25.73,28.89,0.01,,
11161->5103,958,959,540,22.05,30.86,0.01,,
11161->5103,959,960,420,22.05,27.1,0.01,,
11161->5114,933,934,60,4.46,32,0,,
11161->5114,937,938,240,13.37,27.56,0,,
11161->5114,938,939,120,8.91,15.87,0,,
11161->5114,939,940,240,13.37,19.53,0,,
11161->5114,940,941,360,22.28,17.3,0.01,,
11161->5114,941,942,540,35.65,16.67,0.02,,
11161->5114,942,943,600,35.65,18.14,0.02,,
11161->5114,943,944,480,22.28,20.44,0.02,,
11161->5114,944,945,420,17.83,20.17,0.01,,
11161->5114,945,946,420,17.83,21.29,0.01,,
11161->5114,946,947,300,13.37,23.23,0,,
11161->5114,947,948,300,8.91,20.04,0,,
11161->5114,948,949,480,22.28,19.77,0.01,,
11161->5114,949,950,360,17.83,19.17,0.01,,
11161->5114,950,951,420,26.74,19.16,0.01,,
11161->5114,951,952,540,31.19,28.55,0.01,,
11161->5114,952,953,300,8.91,16.04,0,,
11161->5114,953,954,240,17.83,21.31,0,,
11161->5114,954,955,420,22.28,18.44,0.01,,
11161->5114,955,956,300,13.37,17.03,0.01,,
11161->5114,956,957,360,26.74,16.42,0.01,,
11161->5114,957,958,660,44.56,19.38,0.03,,
11161->5114,958,959,360,17.83,24.15,0,,
11161->5114,959,960,420,17.83,20.14,0.01,,
11172->1346,935,936,8.57,0.57,21,0,,
11172->1346,938,939,8.57,0.57,21,0,,
11172->1346,943,944,8.57,0.57,21,0,,
11172->1346,945,946,34.29,2.27,21,0,,
11172->1346,946,947,8.57,0.57,21,0,,
11172->1346,947,948,25.71,1.7,21,0,,
11172->1346,952,953,8.57,0.57,21,0,,
11172->1346,953,954,8.57,0.57,21,0,,
11172->1346,957,958,25.71,1.13,21,0,,
11172->1353,943,944,17.14,0.6,21,0,,
11172->1353,944,945,8.57,0.6,21,0,,
11172->1353,949,950,17.14,1.19,21,0,,
11172->1353,950,951,8.57,0.6,21,0,,
11172->1353,951,952,8.57,0.6,21,0,,
11172->1353,954,955,8.57,0.6,21,0,,
11172->1353,958,959,8.57,0.6,21,0,,
11172->1353,959,960,8.57,0.6,21,0,,
11172->5112,935,936,210,2.02,20.35,0,,
11172->5112,937,938,240,4.04,23.31,0,,
11172->5112,938,939,240,4.04,21.36,0.01,,
11172->5112,939,940,210,4.04,20.5,0,,
11172->5112,940,941,180,2.02,20.3,0,,
11172->5112,941,942,300,10.09,28.41,0.01,,
11172->5112,942,943,210,2.02,20.07,0,,
11172->5112,943,944,270,8.07,20.67,0.01,,
11172->5112,944,945,390,16.15,22.67,0.03,,
11172->5112,945,946,30,2.02,20.07,0.01,,
11172->5112,946,947,210,4.04,21.67,0,,
11172->5112,947,948,300,12.11,20.35,0.01,,
11172->5112,948,949,360,14.13,27.58,0.05,,
11172->5112,949,950,300,6.06,23.79,0,,
11172->5112,950,951,240,8.07,21.96,0.02,,
11172->5112,951,952,270,6.06,26.01,0,,
11172->5112,952,953,210,6.06,20.61,0.01,,
11172->5112,954,955,270,6.06,22.24,0.01,,
11172->5112,955,956,270,12.11,21.34,0,,
11172->5112,956,957,420,14.13,25.73,0.05,,
11172->5112,958,959,270,8.07,19.83,0.01,,
11172->5112,959,960,240,10.09,22.81,0,,
11172->5210,932,933,90,3.02,39,0,,
11172->5210,934,935,30,1.01,39,0,,
11172->5210,935,936,150,5.03,39,0,,
11172->5210,936,937,90,3.02,39,0,,
11172->5210,937,938,60,2.01,36.84,0,,
11172->5210,938,939,210,6.03,39,0,,
11172->5210,939,940,90,3.02,37.89,0,,
11172->5210,940,941,180,6.03,34.32,0,,
11172->5210,941,942,240,8.04,39,0,,
11172->5210,942,943,300,10.05,34.78,0,,
11172->5210,943,944,330,10.05,34.17,0,,
11172->5210,944,945,360,11.06,33.79,0,,
11172->5210,945,946,240,8.04,35.98,0,,
11172->5210,946,947,390,12.06,36.74,0,,
11172->5210,947,948,330,10.05,39,0,,
11172->5210,948,949,240,8.04,33.3,0,,
11172->5210,949,950,390,12.06,36.84,0,,
11172->5210,950,951,270,9.05,32.95,0,,
11172->5210,951,952,240,8.04,37.43,0,,
11172->5210,952,953,270,9.05,36.08,0,,
11172->5210,953,954,300,9.05,33.35,0,,
11172->5210,954,955,300,10.05,31.26,0,,
11172->5210,955,956,300,12.06,27.09,0,,
11172->5210,956,957,390,13.07,39,0.05,,
11172->5210,957,958,330,9.05,34.27,0,,
11172->5210,958,959,390,12.06,35.42,0,,
11172->5210,959,960,300,10.05,36.03,0,,
11173->1353,948,949,8.57,0.54,21,0,,
11173->1353,959,960,8.57,0.54,21,0,,
11173->1354,933,934,8.57,0.47,16,0,,
11173->1354,953,954,8.57,0.47,16,0,,
11173->5114,936,937,120,4.23,19.11,0,,
11173->5114,937,938,240,4.23,18.18,0,,
11173->5114,938,939,60,4.23,15.84,0,,
11173->5114,939,940,300,12.7,19.47,0,,
11173->5114,940,941,180,8.47,16.55,0.01,,
11173->5114,942,943,180,12.7,12.68,0.01,,
11173->5114,943,944,180,12.7,17.35,0,,
11173->5114,944,945,240,12.7,23.48,0.01,,
11173->5114,945,946,120,4.23,26.33,0,,
11173->5114,946,947,480,16.93,20.85,0,,
11173->5114,947,948,420,21.17,20.1,0,,
11173->5114,948,949,420,25.4,21.45,0.01,,
11173->5114,949,950,180,8.47,17.6,0,,
11173->5114,951,952,300,12.7,15.47,0,,
11173->5114,952,953,300,21.17,20.48,0.01,,
11173->5114,953,954,420,25.4,23.85,0.01,,
11173->5114,954,955,240,8.47,20.98,0,,
11173->5114,956,957,420,12.7,22.52,0,,
11173->5114,957,958,360,12.7,16.34,0,,
11173->5114,959,960,420,16.93,20.79,0,,
11173->5219,935,936,60,1.9,29,0,,
11173->5219,936,937,60,1.9,29,0,,
11173->5219,937,938,60,1.9,29,0,,
11173->5219,938,939,120,3.8,29,0,,
11173->5219,939,940,120,3.8,29,0,,
11173->5219,940,941,60,1.9,29,0,,
11173->5219,942,943,240,7.6,29,0,,
11173->5219,943,944,240,7.6,29,0,,
11173->5219,944,945,300,9.5,27.06,0,,
11173->5219,945,946,300,11.4,29,0,,
11173->5219,946,947,360,13.3,28.58,0.01,,
11173->5219,947,948,420,13.3,29,0,,
11173->5219,948,949,300,9.5,29,0,,
11173->5219,949,950,360,13.3,28.4,0,,
11173->5219,950,951,300,9.5,27.59,0,,
11173->5219,951,952,300,11.4,27.17,0,,
11173->5219,952,953,360,19,27.24,0.01,,
11173->5219,953,954,480,15.2,29,0.01,,
11173->5219,954,955,120,3.8,29,0,,
11173->5219,955,956,300,9.5,27.74,0,,
11173->5219,956,957,180,5.7,29,0,,
11173->5219,957,958,180,5.7,29,0,,
11173->5219,958,959,360,11.4,29,0,,
11173->5219,959,960,60,3.8,29,0,,
11180->5211,931,932,60,3.3,29,0,,
11180->5211,932,933,60,3.3,29,0,,
11180->5211,933,934,180,3.3,29,0,,
11180->5211,942,943,60,3.3,29,0,,
11180->5211,946,947,60,3.3,15.29,0,,
11180->5211,947,948,60,3.3,29,0,,
11180->5211,954,955,60,3.3,29,0,,
11180->5211,956,957,120,6.6,15.12,0,,
11180->5211,957,958,60,3.3,29,0,,
11181->1349,935,936,8.57,0.46,21,0,,
11181->1349,943,944,8.57,0.46,21,0,,
11181->1349,958,959,8.57,0.46,21,0,,
11181->1352,941,942,8.57,0.36,21,0,,
11181->1352,944,945,8.57,0.36,21,0,,
11181->1352,945,946,8.57,0.36,21,0,,
11181->1352,947,948,0,0.36,21,0,,
11181->1352,948,949,25.71,1.08,21,0,,
11181->1352,950,951,8.57,0.36,21,0,,
11181->1352,952,953,8.57,0.36,21,0,,
11181->1352,955,956,8.57,0.36,21,0,,
11181->1352,956,957,8.57,0.36,21,0,,
11181->1352,957,958,0,0.36,21,0,,
11181->1352,958,959,8.57,0.36,21,0,,
11181->5211,935,936,60,2.48,29,0,,
11181->5211,936,937,60,2.48,29,0,,
11181->5211,937,938,60,2.48,29,0,,
11181->5211,939,940,180,4.97,29,0,,
11181->5211,941,942,60,2.48,29,0,,
11181->5211,942,943,60,2.48,22,0,,
11181->5211,943,944,120,4.97,29,0,,
11181->5211,946,947,60,2.48,29,0,,
11181->5211,947,948,60,2.48,29,0,,
11181->5211,950,951,120,4.97,29,0,,
11181->5211,953,954,60,2.48,29,0,,
11181->5211,957,958,120,4.97,21.52,0,,
11181->5211,958,959,120,4.97,15.41,0,,
11181->5211,959,960,60,2.48,29,0,,
11181->11182,934,935,60,16.23,29,0,,
11181->11182,937,938,240,16.23,29,0,,
11181->11182,938,939,120,16.23,29,0,,
11181->11182,939,940,120,16.23,29,0,,
11181->11182,940,941,240,16.23,29,0,,
11181->11182,941,942,240,16.23,17.29,0,,
11181->11182,942,943,240,48.7,19.98,0.01,,
11181->11182,943,944,120,16.23,29,0,,
11181->11182,944,945,480,16.23,22.78,0,,
11181->11182,945,946,240,16.23,29,0,,
11181->11182,946,947,240,16.23,29,0,,
11181->11182,947,948,480,16.23,21.67,0,,
11181->11182,948,949,360,16.23,29,0,,
11181->11182,949,950,360,16.23,24.85,0,,
11181->11182,950,951,420,16.23,23.44,0,,
11181->11182,951,952,360,32.47,22.82,0,,
11181->11182,952,953,360,16.23,23.04,0,,
11181->11182,953,954,240,32.47,29,0,,
11181->11182,954,955,300,16.23,19.73,0,,
11181->11182,955,956,420,64.94,17.29,0,,
11181->11182,956,957,300,16.23,23.18,0,,
11181->11182,957,958,180,16.23,29,0,,
11181->11182,958,959,360,16.23,29,0,,
11181->11182,959,960,300,16.23,29,0,,
11182->5232,933,934,60,19.8,29,0,,
11182->5232,934,935,120,19.8,29,0,,
11182->5232,936,937,120,19.8,29,0,,
11182->5232,937,938,240,19.8,29,0,,
11182->5232,938,939,120,19.8,29,0,,
11182->5232,939,940,120,19.8,29,0,,
11182->5232,940,941,240,19.8,29,0,,
11182->5232,941,942,240,19.8,29,0,,
11182->5232,942,943,240,19.8,29,0,,
11182->5232,943,944,120,19.8,29,0,,
11182->5232,944,945,480,19.8,29,0,,
11182->5232,945,946,240,19.8,29,0,,
11182->5232,946,947,240,19.8,29,0,,
11182->5232,947,948,480,19.8,21.96,0,,
11182->5232,948,949,360,19.8,29,0,,
11182->5232,949,950,360,19.8,29,0,,
11182->5232,950,951,420,19.8,29,0,,
11182->5232,951,952,360,19.8,29,0,,
11182->5232,952,953,360,19.8,29,0,,
11182->5232,953,954,240,19.8,29,0,,
11182->5232,954,955,240,19.8,23.05,0,,
11182->5232,955,956,480,39.6,16.22,0,,
11182->5232,956,957,240,19.8,29,0,,
11182->5232,957,958,240,39.6,29,0,,
11182->5232,958,959,360,19.8,29,0,,
11182->5232,959,960,300,19.8,29,0,,
11182->11181,939,940,60,16.23,29,0,,
11183->1356,954,955,8.57,0.39,21,0,,
11183->1356,959,960,17.14,0.78,21,0,,
11183->5215,934,935,60,5.1,29,0,,
11183->5215,935,936,60,5.1,29,0,,
11183->5215,936,937,120,5.1,29,0,,
11183->5215,937,938,180,5.1,25.05,0,,
11183->5215,938,939,300,20.4,25.6,0,,
11183->5215,939,940,240,15.3,29,0,,
11183->5215,940,941,240,15.3,29,0,,
11183->5215,941,942,240,5.1,29,0,,
11183->5215,942,943,240,15.3,29,0,,
11183->5215,943,944,180,10.2,26.57,0,,
11183->5215,944,945,300,15.3,29,0,,
11183->5215,945,946,360,10.2,29,0,,
11183->5215,946,947,120,10.2,29,0,,
11183->5215,947,948,180,5.1,24.9,0,,
11183->5215,948,949,480,20.4,21.71,0,,
11183->5215,949,950,480,15.3,25.36,0,,
11183->5215,950,951,600,25.5,22.4,0,,
11183->5215,951,952,480,30.6,24.62,0.01,,
11183->5215,953,954,360,15.3,27.43,0,,
11183->5215,954,955,420,20.4,29,0,,
11183->5215,955,956,420,5.1,27.15,0,,
11183->5215,956,957,600,25.5,21.99,0,,
11183->5215,957,958,480,15.3,24.45,0,,
11183->5215,958,959,360,20.4,26.82,0,,
11183->5215,959,960,420,15.3,29,0,,
11183->5232,936,937,60,3.28,29,0,,
11183->5232,939,940,60,3.28,29,0,,
11183->5232,941,942,60,3.28,29,0,,
11183->5232,942,943,60,3.28,29,0,,
11183->5232,949,950,60,3.28,29,0,,
11184->5588,936,937,60,5.8,24,0,,
11184->5588,941,942,60,5.8,24,0,,
11184->5588,945,946,60,5.8,24,0,,
11184->5588,947,948,60,5.8,24,0,,
11184->5588,958,959,60,5.8,24,0,,
11184->5588,959,960,60,5.8,24,0,,
11184->11257,934,935,120,5.97,24,0,,
11184->11257,935,936,120,5.97,24,0,,
11184->11257,936,937,60,2.99,24,0,,
11184->11257,937,938,60,2.99,24,0,,
11184->11257,938,939,120,2.99,24,0,,
11184->11257,939,940,300,8.96,24,0,,
11184->11257,940,941,240,8.96,24,0,,
11184->11257,941,942,180,5.97,24,0,,
11184->11257,942,943,120,5.97,23.43,0,,
11184->11257,943,944,360,14.93,24,0,,
11184->11257,944,945,180,8.96,24,0,,
11184->11257,945,946,240,8.96,23.25,0,,
11184->11257,946,947,180,8.96,24,0,,
11184->11257,947,948,300,14.93,24,0,,
11184->11257,949,950,240,11.94,23.4,0,,
11184->11257,950,951,420,17.91,23.47,0,,
11184->11257,951,952,420,17.91,22.04,0,,
11184->11257,952,953,600,26.87,24,0.01,,
11184->11257,953,954,420,17.91,24,0,,
11184->11257,954,955,420,17.91,24,0,,
11184->11257,955,956,300,11.94,22.85,0,,
11184->11257,956,957,360,14.93,24,0,,
11184->11257,957,958,480,20.9,21.89,0,,
11184->11257,958,959,600,23.88,23.53,0,,
11184->11257,959,960,480,17.91,24,0,,
11255->5118,936,937,150,7.85,19.97,0,,
11255->5118,937,938,120,5.23,14.05,0,,
11255->5118,938,939,210,5.23,15.83,0,,
11255->5118,939,940,180,5.23,14.95,0,,
11255->5118,940,941,210,5.23,16.37,0,,
11255->5118,941,942,150,2.62,15.28,0,,
11255->5118,942,943,150,5.23,16.33,0,,
11255->5118,944,945,120,2.62,14.54,0,,
11255->5118,945,946,210,7.85,16.41,0,,
11255->5118,946,947,150,7.85,12.83,0,,
11255->5118,947,948,180,5.23,17.88,0,,
11255->5118,949,950,180,2.62,14.12,0,,
11255->5118,950,951,210,10.46,15.99,0,,
11255->5118,951,952,210,7.85,14.24,0.01,,
11255->5118,952,953,210,10.46,15.28,0,,
11255->5118,953,954,180,7.85,15.36,0.01,,
11255->5118,954,955,180,5.23,17.23,0,,
11255->5118,955,956,180,5.23,17.68,0,,
11255->5118,956,957,180,5.23,15.46,0,,
11255->5118,957,958,150,7.85,14.49,0,,
11255->5118,958,959,180,5.23,19.7,0,,
11255->5118,959,960,240,5.23,16.59,0,,
11257->1404,934,935,17.14,1.03,16,0,,
11257->1404,935,936,8.57,1.03,16,0,,
11257->1404,938,939,17.14,1.03,16,0,,
11257->1404,941,942,8.57,1.03,16,0,,
11257->1404,948,949,8.57,1.03,16,0,,
11257->1404,949,950,17.14,1.03,16,0,,
11257->1404,951,952,25.71,1.03,16,0,,
11257->1404,952,953,8.57,1.03,16,0,,
11257->1404,954,955,17.14,1.03,16,0,,
11257->1404,956,957,17.14,1.03,16,0,,
