speed_sensor_id,day_no,Min_0,Min_15,Min_30,Min_45,Min_60,Min_75,Min_90,Min_105,Min_120,Min_135,Min_150,Min_165,Min_180,Min_195,Min_210,Min_225,Min_240,Min_255,Min_270,Min_285,Min_300,Min_315,Min_330,Min_345,Min_360,Min_375,Min_390,Min_405,Min_420,Min_435,Min_450,Min_465,Min_480,Min_495,Min_510,Min_525,Min_540,Min_555,Min_570,Min_585,Min_600,Min_615,Min_630,Min_645,Min_660,Min_675,Min_690,Min_705,Min_720,Min_735,Min_750,Min_765,Min_780,Min_795,Min_810,Min_825,Min_840,Min_855,Min_870,Min_885,Min_900,Min_915,Min_930,Min_945,Min_960,Min_975,Min_990,Min_1005,Min_1020,Min_1035,Min_1050,Min_1065,Min_1080,Min_1095,Min_1110,Min_1125,Min_1140,Min_1155,Min_1170,Min_1185,Min_1200,Min_1215,Min_1230,Min_1245,Min_1260,Min_1275,Min_1290,Min_1305,Min_1320,Min_1335,Min_1350,Min_1365,Min_1380,Min_1395,Min_1410,Min_1425
114+04444,1,56.33333333,56.33333333,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,57,56.66666667,56.66666667,56.66666667,57,57,57,57.33333333,57,57,57,56.33333333,57,57,57.66666667,58,57.33333333,56.66666667,55.66666667,50,40.66666667,33.66666667,30,27.33333333,27.66666667,30,32.33333333,35.66666667,39,43.66666667,48.33333333,52.66666667,55,56.66666667,57,57,57,57,57,57.33333333,57,57,57,57,57,56,55,54.33333333,56,57.33333333,57.33333333,57,57,57.33333333,56.33333333,53.66666667,53,50.66666667,48.33333333,45.33333333,42,39.66666667,38.66666667,39.66666667,41,45.66666667,50,53.66666667,56,56.66666667,57,57,57,56.33333333,56,56.33333333,56,56.33333333,56.33333333,56.33333333,56.66666667,56.33333333,56.33333333,56,56,56.33333333,57,57,56.66666667
114+04445,1,53.33333333,53,52.66666667,53,53,53.33333333,53.66666667,54,53.33333333,53.66666667,54,54,54,54,54,54,54.33333333,54.33333333,54,54.33333333,54.33333333,55,55,54,53.33333333,52,46.66666667,37.33333333,30.66666667,27.33333333,24.33333333,24.33333333,26.33333333,28,31.66666667,35,38.66666667,44,48,50.66666667,53.66666667,54.33333333,54,54,54,54,54,54,54.33333333,54.66666667,55,55,52.66666667,51.66666667,51.66666667,51.66666667,54,54,54,54,53.66666667,52.33333333,49.33333333,48,45,42.66666667,40,36.33333333,35,34,34.66666667,37,40.66666667,43.66666667,48.33333333,51.33333333,53.66666667,54,53.33333333,53.33333333,53,53.33333333,52.66666667,53,53.33333333,53.33333333,53.33333333,53.33333333,53.33333333,53,53,53,53,53,53,53.33333333
114+04446,1,49.33333333,49.66666667,51.66666667,52,52,53,49.33333333,51.33333333,52.33333333,49.66666667,51.33333333,52.33333333,52.33333333,53,53,51.66666667,51.33333333,50.66666667,48,48.66666667,49.66666667,49.66666667,52,52.33333333,50.33333333,48.66666667,42.66666667,35,30,25.66666667,20.66666667,19,19.66666667,22,24,31,33.33333333,38.33333333,43.33333333,42.66666667,48,50.66666667,50.33333333,50.33333333,49,49.33333333,49.66666667,49.33333333,50.33333333,49.66666667,49,50.66666667,51,52,52,52,51.66666667,51.66666667,49.66666667,46.66666667,46.66666667,43.33333333,39.33333333,32.33333333,29.66666667,26.66666667,25.66666667,33,24.33333333,27.66666667,26.66666667,29.66666667,32,30,36,39,47.66666667,53,52.33333333,51.66666667,51.66666667,50.66666667,48.66666667,50.33333333,50.33333333,53,53,53,53,53,53,51,51.66666667,47,47.33333333,47
114+04447,1,52,52,52,52,52.33333333,52.33333333,52.33333333,52,52,52,52,52,52.33333333,52.33333333,52.66666667,52.66666667,52.66666667,52.66666667,52.66666667,53,53.33333333,53.66666667,54,53,51.66666667,50.66666667,46.66666667,42.66666667,39.66666667,38,36.66666667,36.33333333,37,37.33333333,38.33333333,40,41,43.33333333,46.33333333,48,50,51.33333333,51,51.66666667,51,51,51.66666667,51.33333333,51.33333333,51.33333333,51.33333333,51,50.66666667,50.66666667,50.33333333,50,49.33333333,49.33333333,48.33333333,47,45.33333333,42.66666667,40.33333333,37.33333333,35,33.33333333,31.66666667,29.66666667,29,29.66666667,31.33333333,34.66666667,38.66666667,41.33333333,44.33333333,48.33333333,51,52,52,52.33333333,52,52,52,52,52,52,52,51.66666667,51.66666667,51.66666667,51.33333333,51.66666667,52,52,52.33333333,52
114+04448,1,54.33333333,54.33333333,54,54.33333333,54,54,54.33333333,54.33333333,54,54.33333333,54.33333333,54.66666667,54.66666667,54.66666667,54.33333333,54.33333333,54.66666667,54.33333333,54.66666667,55.33333333,55.33333333,55.66666667,55.66666667,55.33333333,54.33333333,53.33333333,52,50.66666667,50,49.33333333,49,49,49,49.66666667,50.33333333,51,51.33333333,52,51.66666667,52.66666667,53,53,53,53,53,52.66666667,52.66666667,53,52.66666667,52.66666667,52.33333333,52,51.66666667,51.33333333,50.33333333,49.66666667,48.33333333,47.66666667,45,42,39.66666667,36.66666667,34,32,30,28.66666667,27,25.66666667,25.66666667,26.33333333,29.33333333,33,37.66666667,42.33333333,47,51,52.66666667,53.33333333,53,53.33333333,52.66666667,53,52.66666667,52.66666667,53.33333333,53,53,53.33333333,53.33333333,53.66666667,53.66666667,53.66666667,54,54,54,54
114+04449,1,54,54.33333333,54,54,54,54,54.33333333,54.33333333,54,54.33333333,54.33333333,54.33333333,54.66666667,55,55,55.33333333,55.33333333,55,55,55,55,55,55,54.33333333,53.33333333,52.66666667,51.66666667,51.33333333,50.33333333,50.33333333,49.66666667,49.66666667,50,50,50.33333333,51,51.33333333,52,52.33333333,52.33333333,52.66666667,53,52.66666667,52.66666667,52.33333333,53,52.66666667,53,52.66666667,52.33333333,51.66666667,51.33333333,51.33333333,51.33333333,50.33333333,49.66666667,48.33333333,46.66666667,42,36.66666667,33,30.33333333,27,26,24,23.33333333,23,22.66666667,23,24.33333333,27.66666667,31.66666667,37.33333333,43,46.66666667,50.66666667,52.66666667,53.66666667,54,53.66666667,53.33333333,53.33333333,53.33333333,53.33333333,53.33333333,53,53.66666667,53.66666667,53.33333333,53.66666667,53.33333333,54,53.66666667,53.66666667,53.66666667,53.66666667
114+04450,1,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50.66666667,50,50,50,50,50,50.33333333,51.33333333,51.33333333,51,51.66666667,51,51,51.33333333,51.66666667,51.33333333,51.66666667,52,51.33333333,51,50.33333333,49.66666667,49.66666667,48.66666667,48,48,48,49,49.33333333,49.33333333,48.66666667,48,47.33333333,49,49,49.33333333,49.33333333,49.33333333,49.33333333,49.33333333,49.33333333,49.33333333,49.66666667,49,48.66666667,47.33333333,46.33333333,45,45.66666667,45,42.66666667,38,34.33333333,29,24.33333333,21.66666667,18.33333333,17,15.33333333,15,14.33333333,14,14.66666667,15,16.66666667,19,22.66666667,28,33,37.33333333,43,46.33333333,48,49.33333333,49.66666667,49.66666667,49.66666667,49.33333333,49,49,49.33333333,49,49.33333333,50,49.33333333,49,49.66666667,49.66666667,50.33333333,50.66666667,50
114+04451,1,41.66666667,42,41,43,43.66666667,42.33333333,43,42.33333333,41.33333333,42.33333333,45.66666667,44.33333333,43.33333333,43.33333333,44.33333333,44.66666667,46,46.33333333,47,47,46.33333333,46.33333333,45.66666667,44.66666667,46.33333333,45.33333333,45.33333333,45.33333333,43.66666667,44,44,44.66666667,44.33333333,44,44.33333333,44.33333333,44.66666667,44.33333333,43.66666667,43.33333333,43,44,44,45,43.66666667,43.33333333,43.66666667,43.66666667,44,43.66666667,41,40.33333333,41,41.66666667,41.66666667,40.66666667,37,32.33333333,27,24,21.66666667,21.33333333,21.33333333,22,22,21.66666667,20.66666667,20,19.66666667,20.66666667,23.66666667,28.66666667,30.66666667,34.66666667,36.66666667,37.33333333,41.66666667,42.33333333,43,44.33333333,45,45.33333333,45.33333333,44.33333333,43,43.33333333,44,44.33333333,44.66666667,44.66666667,44,43,42.66666667,43.66666667,43.33333333,42.33333333
114+04452,1,45.33333333,46,46,45.33333333,46.33333333,46,46.33333333,46.33333333,45.66666667,46,45.66666667,45.66666667,46.66666667,46,46.66666667,46.66666667,46.66666667,47,47,48,48,48,48,47.66666667,48,48,47.66666667,46.66666667,46.33333333,46,46.33333333,46.33333333,46,46.66666667,46.66666667,46.33333333,46.66666667,46.33333333,46.33333333,46.66666667,45.66666667,46,45.66666667,45.66666667,45.33333333,44.66666667,45,45,45,45.33333333,45.33333333,45,44.33333333,43.66666667,42.66666667,40.66666667,37.33333333,34,30.66666667,27.66666667,26.33333333,24.33333333,23.66666667,23.66666667,23.33333333,23.33333333,22.66666667,22.66666667,22.33333333,23.66666667,25.66666667,28.33333333,31.33333333,33.33333333,34.33333333,36,38,41.33333333,43.66666667,46.33333333,47,46.66666667,46,45.66666667,45,45.66666667,45.66666667,46.33333333,46.66666667,47,47.33333333,46.66666667,46.33333333,46.33333333,46,46.33333333
114+04453,1,52.33333333,52.66666667,52.66666667,52.66666667,52.66666667,52.66666667,52.33333333,52.33333333,52,52.33333333,52.33333333,52.33333333,52.66666667,52.33333333,52,53,53,54,53.33333333,53.66666667,54.33333333,54.33333333,54.66666667,54,53.66666667,53,52,49,45,44,42.33333333,45,46.66666667,49.33333333,51,51.33333333,53,53.33333333,53.33333333,53.66666667,54,54,54,53.33333333,53,53,52.66666667,53,52.66666667,52,51.66666667,51.33333333,50.66666667,50,47.66666667,45.33333333,42.66666667,42,43.33333333,44.33333333,46,44.66666667,42,38.33333333,35.66666667,32,29.66666667,29.66666667,28.33333333,29,30.33333333,30.33333333,31.66666667,33.66666667,34.66666667,37.66666667,39.66666667,46.66666667,48.33333333,49.66666667,49,48.66666667,48.33333333,48.66666667,51.66666667,52,52,52.33333333,52,52,52,51.66666667,52.33333333,52.33333333,52,52.33333333
114+04454,1,53,53,53,53,53.33333333,52.33333333,52.66666667,53,53,53,53.33333333,52.66666667,52.33333333,52,52,52.33333333,53.33333333,53.66666667,53.66666667,54,53.66666667,53.33333333,53,52.33333333,49,45.33333333,40.66666667,36.66666667,32.66666667,29.66666667,27.33333333,27.33333333,29.66666667,32,35.33333333,39,43.66666667,46,47.33333333,47.33333333,47.33333333,47.33333333,46.66666667,45.33333333,42.66666667,41.66666667,41,40.66666667,39.33333333,38.66666667,37.33333333,35,34.66666667,33.66666667,33,33,31.66666667,32.66666667,34.33333333,36,38,36.66666667,34.66666667,31.33333333,28.66666667,26.66666667,26,26.33333333,27.33333333,28.66666667,30.33333333,30.66666667,33,36,38,41.33333333,44.33333333,48,48.66666667,50.33333333,50,50,48.66666667,49,50.66666667,50.66666667,50.66666667,50.66666667,51,51,51.33333333,52,51.66666667,52,52.33333333,53
114+04455,1,49,49,48.33333333,49.33333333,49.66666667,49.66666667,50,49.33333333,49,48.66666667,48.33333333,48.66666667,48.66666667,49.33333333,49.66666667,50,50.33333333,50,49.66666667,49,48.33333333,48.33333333,47.33333333,46,43,41,39.66666667,38.66666667,38.66666667,38,36.33333333,36.66666667,36.33333333,36.33333333,37.33333333,38.33333333,39.66666667,40.66666667,41.66666667,41.33333333,40.66666667,40.66666667,40,40.33333333,39.33333333,38.66666667,39,39,38.66666667,38,36.66666667,35.66666667,35.33333333,34.33333333,34.33333333,34.66666667,35.33333333,35.33333333,35.66666667,36.33333333,36,34.66666667,33,31,29,27.66666667,26.66666667,26.33333333,27,29.33333333,31.66666667,33.66666667,37,39.33333333,40.33333333,42,43.33333333,44.33333333,46.33333333,47.33333333,48.66666667,48.33333333,48,47.66666667,47.33333333,47.66666667,48,48.66666667,49,49.33333333,49.33333333,49,49.33333333,49,49,49
114+04456,1,53.66666667,53.33333333,53.66666667,54,54.33333333,53.66666667,54,53.33333333,53,53.33333333,53.66666667,54,54,54,54,54,53.66666667,53,52,52,52.33333333,52.33333333,52.33333333,52,51,49.33333333,47.33333333,47.33333333,47.33333333,48,48,47.33333333,47,46.66666667,46,47,48,48.66666667,49,48.33333333,47.33333333,45.33333333,44.33333333,44.33333333,45,44.66666667,45,44.66666667,43,40.33333333,39.33333333,37.66666667,37,35.66666667,34.66666667,34.66666667,35.33333333,36.33333333,36,36.66666667,37,36,34.33333333,32,28.66666667,27.33333333,27.33333333,27.66666667,28,30,32,35.33333333,42.66666667,47,50.33333333,51.33333333,52.66666667,52,51.66666667,52.33333333,52,52,52.66666667,52.66666667,53.33333333,53,53,53,53,53,52.66666667,52.66666667,52.66666667,54.33333333,54,53.66666667
114+04457,1,52.33333333,52,52,52,52.66666667,52.66666667,52.66666667,52.66666667,52.66666667,52,52,51.66666667,52.33333333,53,53.33333333,53.33333333,52.33333333,52,52,51.33333333,51.33333333,51.33333333,50.66666667,50.33333333,49.66666667,48.33333333,47.66666667,47.66666667,48,48,47.33333333,47,47,47,47.33333333,47.33333333,47.33333333,47.66666667,48.33333333,48,48,47.33333333,47.33333333,46.33333333,46.66666667,47.33333333,46.66666667,47,46.33333333,45.33333333,45,45,45,44.33333333,44.66666667,44.33333333,44,43.66666667,42,40.66666667,37.33333333,35.33333333,34,30.33333333,29.33333333,28,27.33333333,28.66666667,30,31.66666667,34.33333333,39.33333333,43.66666667,47.33333333,48.33333333,49.66666667,49.66666667,50.33333333,50.66666667,50.33333333,50.33333333,50,50,50.33333333,50.33333333,50.33333333,51.33333333,51.66666667,52,51.66666667,51.66666667,51.33333333,51.66666667,52,52,52.33333333
114+04458,1,54,54,54,54,54,54,54,54,54,54.66666667,54.66666667,54.33333333,55,54.66666667,55,55,55,55,55,55,55,55,55,55,55,55,55,55,54.66666667,55,54.33333333,54,54.33333333,54,54,54,54,54,54,54,54,54,54,54,54,54,53.66666667,53.66666667,53.66666667,53.66666667,53.66666667,53,52.66666667,51.33333333,49,45.66666667,42.66666667,37.66666667,29.66666667,24.33333333,19.66666667,16.33333333,14.66666667,13,12,11.66666667,11,11,11.66666667,14,18,24,30.33333333,34.33333333,38,42.66666667,45.33333333,47.66666667,50,51.66666667,52.66666667,53.66666667,54,54.33333333,54,54,54,53.66666667,53.66666667,51.33333333,50,50.66666667,53,54,54,54
114+04459,1,56,55.66666667,55.66666667,55.66666667,56,56,56,56,56,56,56,56,56,56,56,56,56,56,56,54.66666667,54.33333333,54,56,55.66666667,55.66666667,55.66666667,55.66666667,56,56,53.66666667,53.66666667,55,55.66666667,55.33333333,56,56,55.66666667,56,56,56,55.66666667,55,55.66666667,56,47.33333333,48.66666667,49,54.66666667,55.66666667,54,53.66666667,54.66666667,53.66666667,55,54.33333333,52.33333333,44.66666667,40.66666667,32.66666667,22,20.66666667,16.33333333,14.33333333,12.33333333,9.333333333,9.333333333,9.333333333,10.33333333,10.66666667,13.33333333,15.66666667,25,39.33333333,38,40.33333333,49.33333333,55.66666667,55.33333333,55,56,53.66666667,54.66666667,55,55,55.33333333,56,56,56,56,56,56,56,56,56,56,56
114+04460,1,55,55.33333333,55.66666667,55.66666667,55.66666667,55.66666667,55.66666667,55.66666667,55.33333333,55.66666667,56.33333333,56.33333333,56.33333333,56.33333333,56,56,56,56,56,56,56.66666667,57,56.66666667,56.33333333,56,56,56,55.66666667,55.66666667,55.33333333,55.33333333,55.33333333,55,55,55.33333333,55,54.33333333,54.33333333,54.66666667,54.66666667,54.66666667,54.66666667,54.66666667,54.66666667,54.66666667,54.33333333,54.66666667,54.66666667,54.66666667,54.66666667,54.33333333,54,52,51,49.66666667,46,43.66666667,37.66666667,31.33333333,26.33333333,22,19,17.33333333,16,15,14.33333333,13.66666667,12.66666667,13.66666667,15.66666667,19.66666667,24.33333333,30,34,38.66666667,42,45.33333333,46.33333333,48,51.33333333,50.66666667,52,52.33333333,53,55,55,54.33333333,52.33333333,50.66666667,48.33333333,46.33333333,47.33333333,50.33333333,51,55.33333333,55
114+04461,1,54.66666667,54.66666667,54.66666667,54.66666667,56,56.33333333,56,56.33333333,56,55.66666667,55.33333333,55.33333333,56,56,56.33333333,56.33333333,56.33333333,57.33333333,56.66666667,55.66666667,56,55.66666667,56,56,56,55.33333333,55.33333333,56,55.66666667,56,55.66666667,55,54.66666667,54.66666667,54.66666667,54.66666667,54.66666667,54,53.66666667,54.33333333,54.33333333,54,54.33333333,55,55,54.66666667,54.66666667,54.33333333,53.66666667,53,53,52.33333333,50,50.33333333,46.33333333,44,40.66666667,33.66666667,27.33333333,22.33333333,19,18.66666667,17.66666667,17,16,15,13.66666667,13.33333333,13.66666667,15.33333333,17,20.66666667,22.66666667,26,29.33333333,34,38.33333333,42,47,51.33333333,51.66666667,53.66666667,54,55,55.33333333,55,54.33333333,54,54.33333333,54.33333333,55,55.66666667,54.66666667,55.66666667,55.66666667,55
114+04462,1,55.66666667,55.33333333,55.33333333,55.33333333,55.33333333,55,55.33333333,55.33333333,55.33333333,55.33333333,55.33333333,55.33333333,56,56.33333333,56.33333333,56,56.33333333,56,56,56,56,56,55.66666667,55.66666667,55.66666667,55.66666667,55.66666667,55.33333333,55.33333333,55.33333333,55.33333333,55.33333333,55,55,55,55,55,55,55,55,55,55,55.33333333,55,55.33333333,55,55.33333333,55.33333333,55,54.33333333,53.33333333,51,48,45.66666667,44.33333333,41.66666667,38,32,26.66666667,22.66666667,19.66666667,18,16.66666667,15.33333333,15.33333333,15,14.66666667,14,14,14.66666667,16,18.33333333,21.33333333,25.66666667,29.66666667,34.66666667,39.66666667,43.33333333,48,53,54,55.33333333,55.66666667,55.66666667,55.66666667,55.33333333,55,55,55,54.66666667,54.66666667,54.33333333,53.66666667,54,54.33333333,55.33333333
114+04463,1,56,56.33333333,56,55.66666667,56,56.33333333,56,56.66666667,57,56.33333333,56.66666667,56.33333333,56.33333333,56.66666667,57,57.33333333,57.66666667,57.33333333,56.66666667,56.66666667,57,57,57.33333333,57.33333333,57,56.66666667,57,56.33333333,56.33333333,56.66666667,56,56.66666667,56.66666667,56.33333333,56.66666667,56.33333333,56,55.33333333,55.33333333,55.66666667,55.33333333,55,54.66666667,54.66666667,53,53.33333333,53.33333333,52.33333333,52.33333333,51.66666667,48,45,44.66666667,43.33333333,41.66666667,39.66666667,34.66666667,27.33333333,23.33333333,20,16.33333333,15.66666667,14.66666667,13.66666667,13.66666667,13.66666667,13.33333333,13.33333333,14,14,14.66666667,15.66666667,17.66666667,22.66666667,27.33333333,31.33333333,36.33333333,41,45.33333333,52.66666667,53.66666667,54.66666667,55.33333333,55.33333333,56.33333333,56,54.33333333,53.66666667,53.33333333,52.66666667,53.33333333,54,55.66666667,56,56,56.33333333
114+04464,1,56.33333333,56.66666667,57,57,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,56.66666667,57,57,57,57.66666667,57.66666667,57.66666667,57.33333333,57,57,57,57.33333333,57.33333333,57,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.33333333,57.66666667,57.33333333,57.33333333,56.66666667,56,54.66666667,54,55.66666667,52,52,51.66666667,51.33333333,52.66666667,51.66666667,52,53,52.66666667,52.66666667,48.66666667,44,41,39.66666667,36,34.66666667,31.33333333,25.33333333,20,15.33333333,13.66666667,13.66666667,13.66666667,13,13,13.66666667,13.66666667,13.66666667,13,13,12.66666667,13,13.33333333,14.33333333,19,23.33333333,26.66666667,32.33333333,37.33333333,44.33333333,51,55.33333333,56.33333333,57,57,57,56,56.33333333,56.33333333,56.33333333,57,56.66666667,56,56,56,53.66666667,53.66666667
114+04465,1,53.66666667,53,52.33333333,52.33333333,52.66666667,52.33333333,52.33333333,51,50.66666667,50,48.33333333,49.66666667,49.66666667,50.33333333,51.33333333,50.33333333,49.33333333,48.66666667,48.33333333,48,49.66666667,49.33333333,49.33333333,50,49.66666667,49.66666667,49.33333333,48.66666667,47.66666667,47.66666667,47.66666667,47.33333333,47.33333333,47.66666667,48,48.66666667,48.66666667,48.33333333,48,47.66666667,48.66666667,47.66666667,48.33333333,47.33333333,44.66666667,44.33333333,44.33333333,43.66666667,44,40.33333333,39.66666667,37,35,33.33333333,31,28.66666667,25,21.33333333,18.66666667,17.66666667,18,18.33333333,18,18,18,18,18,18,18,18.33333333,18.66666667,19,19.66666667,22.33333333,25.33333333,28.33333333,33.33333333,36.33333333,40.33333333,44.66666667,45.66666667,48,48.66666667,48.33333333,49,49.66666667,50,50.66666667,51.33333333,52.33333333,52.33333333,52,52.33333333,49.33333333,48.33333333,50.33333333
114+04466,1,49,49.33333333,48.66666667,48.66666667,47.66666667,47.66666667,47.33333333,47.33333333,48.66666667,48.66666667,49,49.33333333,49.33333333,49.33333333,49.33333333,49.66666667,49.33333333,49.33333333,49.66666667,49.33333333,50,50,49.33333333,49.33333333,49.33333333,48.66666667,48,47.66666667,47.33333333,48,48,48,48,48,48,47.33333333,46.66666667,46,45.66666667,44.66666667,44.66666667,44.33333333,44.66666667,45,44.33333333,43.33333333,43.33333333,42.66666667,42,41.33333333,39.66666667,38.66666667,37.66666667,36,34.66666667,33.33333333,31.66666667,30,29,28.33333333,28.66666667,28.33333333,28.66666667,28.66666667,28.66666667,28.66666667,28.33333333,28,27.33333333,28,28,28.33333333,29.33333333,30.33333333,32.33333333,34.66666667,37.33333333,39,41.33333333,43.33333333,43.66666667,45.33333333,45.66666667,46.33333333,47,47.33333333,46.66666667,47.33333333,47,46.66666667,47.33333333,47,47.33333333,48,48,48.66666667
114+04467,1,50,49.66666667,49.66666667,50.66666667,50.33333333,50.33333333,51,51,50,50,50.66666667,51,50.66666667,50.33333333,48.33333333,50.33333333,47,49.66666667,49.33333333,48.33333333,49,50.66666667,49.33333333,49.66666667,49,48.33333333,47.66666667,46.66666667,45.33333333,45.66666667,45,45,46.66666667,46.66666667,46,46.33333333,45.66666667,45.33333333,45.33333333,45.33333333,45,46.33333333,47.33333333,47,47,46.33333333,45,43.66666667,43.33333333,44,45,46.66666667,45.66666667,44.33333333,44,41,41,41,40.33333333,41,41,40.66666667,41.66666667,42.66666667,41.66666667,40,40.66666667,41.33333333,40,40.66666667,40.33333333,40.33333333,41,40.66666667,41.66666667,42.33333333,43.33333333,44.33333333,44.66666667,45.66666667,45.66666667,45.33333333,46.66666667,46.66666667,47.33333333,48.33333333,48,48.66666667,47,47.66666667,48,48.66666667,48.33333333,49,47.66666667,48.66666667
114+04468,1,55,55,55.33333333,54,54,54,54.33333333,55,55.33333333,55.66666667,55.33333333,55.33333333,54.66666667,54.66666667,54.66666667,55,55,54.33333333,55,55,55.33333333,55.33333333,55,54.33333333,53.66666667,53.33333333,53,53,53,53.33333333,54,53.66666667,54,54,54.33333333,54.33333333,54.66666667,54.66666667,55.33333333,55,55,54.66666667,54.66666667,54.66666667,54.66666667,55,55.33333333,54.66666667,55,54.33333333,54.33333333,54.33333333,53.66666667,54,54.33333333,54.66666667,54.66666667,54,54.33333333,53.66666667,54,54.33333333,54,54.33333333,54,53.66666667,53.33333333,53,52.66666667,52.33333333,52.66666667,52.66666667,53,53.33333333,53.66666667,54.66666667,54.33333333,54.66666667,54,54,54.66666667,54.66666667,55.66666667,55,55,55.33333333,54.66666667,55,54.66666667,54.33333333,54,54.33333333,54,54.33333333,55,54.66666667
114+04469,1,52.33333333,51.66666667,52.33333333,52,52,52.66666667,53,53.33333333,54,54.66666667,54,53,52.66666667,53.33333333,53.66666667,53,52.66666667,51.66666667,51.66666667,52,52.66666667,53,53,53,53.33333333,54,53.66666667,54.66666667,54.33333333,54.33333333,55,54.33333333,54.33333333,54,54,54.33333333,53.66666667,54.33333333,54.33333333,54.33333333,54.33333333,54.66666667,54.33333333,54.33333333,54.33333333,54,53.66666667,54.33333333,54.66666667,54.66666667,55.33333333,54.66666667,54.33333333,54.66666667,54.33333333,54,54.66666667,54,54.33333333,53.66666667,53,53,53.33333333,53.33333333,54,53,52.66666667,52.33333333,51,51.33333333,51.66666667,51.66666667,51.66666667,52.33333333,53.33333333,54,53.66666667,53.66666667,53.33333333,52.66666667,52.66666667,53,53.33333333,53.33333333,54,55,54.66666667,55.33333333,55.33333333,54.66666667,54.66666667,54.33333333,53,52.66666667,52.33333333,52
114+04470,1,56.33333333,56.33333333,55.66666667,55.66666667,55.33333333,55.33333333,56,56,56.33333333,56.33333333,57,56,56.33333333,56.33333333,56.66666667,56.66666667,56.66666667,56.33333333,56.33333333,56,56,56,55.66666667,56,56.33333333,56,56.66666667,56,56,56.33333333,56.33333333,56.33333333,56,56,56,56,56,56,56.33333333,56,56.66666667,56.66666667,56.33333333,56.66666667,56.33333333,55.66666667,56,56.33333333,56.66666667,56.66666667,56.33333333,56,56,56,55.66666667,55.33333333,55.33333333,55,55,55.33333333,55,55,55,54.66666667,54.33333333,53,52,52,52,53,54,54.66666667,55,55.66666667,56,56.33333333,56,56.33333333,56,55.66666667,56,56,56.33333333,56.66666667,56.66666667,57,56.66666667,56.33333333,56.33333333,56.33333333,57,57.33333333,56.33333333,56.66666667,56.66666667,56.66666667
114+04471,1,62,62.66666667,62.66666667,62.66666667,62,62.33333333,62.66666667,62.33333333,62.66666667,62.33333333,62,62.33333333,62,62,62,61.66666667,62,62,61.66666667,61.66666667,61.33333333,61.33333333,61.33333333,61,61,60.66666667,61.33333333,61.33333333,61.33333333,61,61,61,61,61.33333333,61,60.66666667,60.66666667,60.66666667,60.66666667,61.33333333,61.33333333,61.66666667,61.33333333,61.33333333,61,61,61.33333333,61.33333333,61.33333333,61.33333333,61.33333333,61.33333333,61.66666667,61.33333333,61.33333333,61.33333333,61.33333333,61,61.33333333,61,60.66666667,61,61,61.33333333,61,60.66666667,60,60,60,59.66666667,60.66666667,60.66666667,61,61,61,61.33333333,61,61.33333333,61.33333333,61.33333333,62.33333333,62.33333333,62,62,62,61.66666667,62.33333333,62,62.33333333,62.66666667,61.66666667,62,62.33333333,62,61.66666667,62
114+04472,1,53.33333333,53,52.66666667,52.33333333,53,53,53.33333333,53.33333333,53.66666667,53.33333333,53.33333333,52.66666667,53,53.33333333,54,54,54.33333333,54,53.66666667,53.66666667,53.66666667,54.66666667,54.66666667,54.66666667,54.66666667,54.66666667,55,55.66666667,55.66666667,56,56.33333333,56,56,56,56,56,56,56,56.33333333,56.33333333,56.33333333,57,57,56.66666667,56.66666667,57,56.66666667,56,56.33333333,56.33333333,56.33333333,56,56,56.33333333,56.33333333,56.66666667,57,57,57.33333333,57,56.66666667,57.33333333,57.33333333,57.33333333,57.66666667,58,57,57,55.66666667,55,55.33333333,55,55,55.66666667,55.66666667,56,55.66666667,55.33333333,55,55,55,54.66666667,55,55.33333333,55.33333333,55.33333333,55.33333333,55.66666667,55.33333333,55,54.33333333,53.66666667,53.66666667,54,53.33333333,54
114+04473,1,59.66666667,59.66666667,59.66666667,59.66666667,59.66666667,59.66666667,59.66666667,60,59.66666667,59.66666667,59.66666667,60,59.66666667,59.66666667,60,60,59.66666667,59.66666667,59.33333333,59,59,59.33333333,59.33333333,59.66666667,59.66666667,59.33333333,59.33333333,59.66666667,60,60,60,60,59.66666667,59.66666667,60,59.66666667,60.33333333,60.33333333,60.33333333,60.66666667,60.66666667,60.33333333,60.33333333,60.33333333,59.66666667,60,60,59.66666667,60,59.66666667,59.66666667,59.66666667,59.66666667,60,59.66666667,59.66666667,60,60,60.33333333,60.33333333,60,60.66666667,60.33333333,60,60,60,60,60,60,59.66666667,59.33333333,59.33333333,59.33333333,59.33333333,59.66666667,59.66666667,59.66666667,59.66666667,59.66666667,59.66666667,59,59.66666667,59.66666667,60,60,60.66666667,60,60,59.66666667,59.66666667,59.66666667,59.66666667,59.33333333,59.66666667,59.33333333,59.66666667
