DTALite:
A Fast Open Source DTA Engine
Software Version =,1.1.0
Release Date=,Dec 10 2013
Simulation Date =,year: 2013,month:12,day:17,hour:10,min: 1
----------------------test1----------------------
Traffic Flow Model =,Newell's Cumulative Flow Count Model
Assignment method=,Fixed Switching Rate
Percentage of considering to switch routes=,15
Travel time difference for route switching=,5
Relative Travel Time Indifference Band (%) for route switching=,15
 
# of Nodes=,149
# of Prohibited Movements=,0
# of Pretimed Signals=,16
# of Actuated Signals=,0
# of Link Types=,11
# of Links=,378
# of Zones=,41
# of Activity Locations=,51
# of Vehicle Types=,5
# of Demand Types=,4
# of Pricing Types=,0
# of VOT Records=,47
Demand Load Mode=,demand meta database
# of incident records=0
# of link-based toll records=0
# of work zone records=0
# of VMS records=0
# of movement records=0
Reading demand file,input_demand.csv,cumulative # of agents=,12638,


Demand multiplier in setting file=,1
# of Vehicles to be simulated=,12638
# of Intra-zone Vehicles (not be simulated)=,377.973
Starting Time of Demand Loading (min)=,930
Ending Time of Demand Loading (min)=,1050
Output Emission data=,NO
# of assignment iterations=,0
# of CPU threads=,8
Iteration #,CPU Running Time,# of agents,Avg Travel Time (min),Avg Trip Time (min),Avg Waiting Time at Origin (min),Avg Trip Time Index=(Mean TT/Free-flow TT),Avg Speed (mph),% considering to switch,% switched,% completing trips,network clearance time (in min),Avg UE gap (min),Relative UE gap (%),ODME: number of data points,ODME: Absolute link count error,ODME: % link count error,ODME: slope,ODME: r_squared,ODME: avg_simulated_to_avg_obs,travel_time_15:30,travel_time_15:45,travel_time_16:00,travel_time_16:15,travel_time_16:30,travel_time_16:45,travel_time_17:00,travel_time_17:15,Avg UE gap_15:30,Avg UE gap_15:45,Avg UE gap_16:00,Avg UE gap_16:15,Avg UE gap_16:30,Avg UE gap_16:45,Avg UE gap_17:00,Avg UE gap_17:15,Relative UE gap_15:30,Relative UE gap_15:45,Relative UE gap_16:00,Relative UE gap_16:15,Relative UE gap_16:30,Relative UE gap_16:45,Relative UE gap_17:00,Relative UE gap_17:15,
1,00:00:01,12638,31.0575,36.502,5.44454,7.77064,5.75893,100,100,100,1175, , , , , , , , ,7.97694,15.4408,28.2392,39.3198,46.6769,41.4974,35.3419,29.2549, , , , , , , , , , , , , , , , ,

--Time Dependent Network MOE--,60 min interval
time_stamp_in_min,time_clock,cumulative_in_flow_count,cumulative_out_flow_count,number_vehicles_in_network,total_out_flow,total_vehicle_mile_traveled,avg_trip_time (departure_time_based),avg_trip_time_index = trip time/FFTT,avg_distance,avg_speed,avg_waiting_time_at_origin,
3000,3001,a,930,1050,1994,600.0000,1.6617,0.0000,35.0000,10.4248,30,F,0,0.0000,1994,0.0000,0.0000,19940.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1994,0,0,0,"<LineString><coordinates>-111.916209,40.581165,0.0 -111.916163,40.581148,0.0 -111.916116,40.581131,0.0 -111.916069,40.581113,0.0 -111.916022,40.581097,0.0 -111.915974,40.581080,0.0 -111.915926,40.581064,0.0 -111.915879,40.581047,0.0 -111.915831,40.581031,0.0 -111.915782,40.581016,0.0 -111.915734,40.581000,0.0 -111.915685,40.580985,0.0 -111.915636,40.580970,0.0 -111.915587,40.580955,0.0 -111.915537,40.580941,0.0 -111.915487,40.580926,0.0 -111.915437,40.580912,0.0 -111.915387,40.580898,0.0 -111.915336,40.580885,0.0 -111.915285,40.580871,0.0 -111.915234,40.580858,0.0 -111.915182,40.580846,0.0 -111.915130,40.580833,0.0 -111.915078,40.580821,0.0 -111.915026,40.580809,0.0 -111.914973,40.580797,0.0 -111.914919,40.580785,0.0 -111.914866,40.580774,0.0 -111.914812,40.580763,0.0 -111.914757,40.580752,0.0 -111.914702,40.580742,0.0 -111.914647,40.580731,0.0 -111.914592,40.580721,0.0 -111.914536,40.580712,0.0 -111.914479,40.580702,0.0 -111.914423,40.580693,0.0 -111.914365,40.580684,0.0 -111.914308,40.580676,0.0 -111.914250,40.580667,0.0 -111.914191,40.580659,0.0 -111.914132,40.580651,0.0 -111.914072,40.580644,0.0 -111.914013,40.580637,0.0 -111.913952,40.580630,0.0 -111.913891,40.580623,0.0 -111.913830,40.580617,0.0 -111.913768,40.580611,0.0 -111.913705,40.580605,0.0 -111.913642,40.580600,0.0 -111.913579,40.580595,0.0 -111.913515,40.580590,0.0 -111.913450,40.580585,0.0 -111.913385,40.580581,0.0 -111.913320,40.580577,0.0 -111.913254,40.580574,0.0 -111.913187,40.580570,0.0 -111.913120,40.580567,0.0 -111.913052,40.580564,0.0 -111.912983,40.580562,0.0 -111.912914,40.580560,0.0 -111.912844,40.580558,0.0 -111.912774,40.580557,0.0 -111.912703,40.580556,0.0 -111.912631,40.580555,0.0 -111.912559,40.580555,0.0 -111.912486,40.580554,0.0 -111.912413,40.580555,0.0 -111.912339,40.580555,0.0 -111.912264,40.580556,0.0 -111.912188,40.580557,0.0 -111.912112,40.580559,0.0 -111.912035,40.580560,0.0 -111.911958,40.580563,0.0 -111.911880,40.580565,0.0 -111.911801,40.580568,0.0 -111.911721,40.580571,0.0 -111.911641,40.580575,0.0 -111.911560,40.580579,0.0 -111.911478,40.580583,0.0 -111.911395,40.580587,0.0 -111.911312,40.580592,0.0 -111.911228,40.580598,0.0 -111.911143,40.580603,0.0 -111.911057,40.580609,0.0 -111.910971,40.580616,0.0 -111.910883,40.580622,0.0 -111.910795,40.580629,0.0 -111.910707,40.580637,0.0 -111.910617,40.580645,0.0 -111.910526,40.580653,0.0 -111.910435,40.580661,0.0 -111.910343,40.580670,0.0 -111.910250,40.580680,0.0 -111.910156,40.580689,0.0 -111.910062,40.580699,0.0 -111.909966,40.580710,0.0 -111.909870,40.580720,0.0 -111.909772,40.580732,0.0 -111.909674,40.580743,0.0 -111.909575,40.580755,0.0</coordinates></LineString>",3000,3001,
3001,8172,a,930,1050,1800,600.0000,1.5000,0.0000,35.0000,27.2280,78,B,0,0.0000,1800,0.0000,0.0000,18000.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1800,0,0,0,"<LineString><coordinates>-111.909573,40.580790,0.0 -111.905503,40.580699,0.0</coordinates></LineString>",3001,8172,
5175,11507,a,930,1050,1528,300.0000,1.2733,0.0000,35.0000,30.9954,89,B,1,0.0000,1528,1528.0000,152800.0000,15280.0000,0.0000,0.0000,0.0000,0.0000,0.0000,1528,0,0,0,"<LineString><coordinates>-111.904382,40.569688,0.0 -111.904385,40.569662,0.0 -111.904388,40.569635,0.0 -111.904390,40.569606,0.0 -111.904392,40.569577,0.0 -111.904393,40.569547,0.0 -111.904394,40.569516,0.0 -111.904395,40.569484,0.0 -111.904395,40.569451,0.0 -111.904394,40.569418,0.0 -111.904394,40.569383,0.0 -111.904392,40.569347,0.0 -111.904391,40.569310,0.0 -111.904388,40.569272,0.0 -111.904386,40.569233,0.0 -111.904383,40.569194,0.0 -111.904379,40.569153,0.0 -111.904376,40.569111,0.0 -111.904371,40.569069,0.0 -111.904366,40.569025,0.0 -111.904361,40.568980,0.0 -111.904356,40.568935,0.0 -111.904350,40.568888,0.0 -111.904343,40.568841,0.0 -111.904336,40.568792,0.0 -111.904329,40.568743,0.0 -111.904321,40.568692,0.0 -111.904313,40.568641,0.0 -111.904304,40.568589,0.0 -111.904295,40.568535,0.0 -111.904285,40.568481,0.0 -111.904275,40.568426,0.0 -111.904265,40.568369,0.0 -111.904254,40.568312,0.0 -111.904242,40.568254,0.0 -111.904230,40.568195,0.0 -111.904218,40.568134,0.0 -111.904206,40.568073,0.0 -111.904192,40.568011,0.0 -111.904179,40.567948,0.0 -111.904165,40.567884,0.0 -111.904150,40.567819,0.0 -111.904136,40.567753,0.0 -111.904120,40.567686,0.0 -111.904104,40.567618,0.0 -111.904088,40.567549,0.0 -111.904072,40.567479,0.0 -111.904055,40.567409,0.0 -111.904037,40.567337,0.0 -111.904019,40.567264,0.0 -111.904001,40.567190,0.0 -111.903982,40.567115,0.0 -111.903963,40.567040,0.0 -111.903943,40.566963,0.0 -111.903923,40.566885,0.0 -111.903902,40.566807,0.0 -111.903881,40.566727,0.0 -111.903860,40.566647,0.0 -111.903838,40.566565,0.0 -111.903815,40.566483,0.0 -111.903793,40.566399,0.0 -111.903769,40.566315,0.0 -111.903746,40.566229,0.0 -111.903722,40.566143,0.0 -111.903697,40.566055,0.0 -111.903672,40.565967,0.0 -111.903647,40.565878,0.0 -111.903621,40.565788,0.0 -111.903594,40.565696,0.0 -111.903568,40.565604,0.0 -111.903540,40.565511,0.0 -111.903513,40.565417,0.0 -111.903485,40.565321,0.0 -111.903456,40.565225,0.0 -111.903427,40.565128,0.0 -111.903398,40.565030,0.0 -111.903368,40.564931,0.0 -111.903338,40.564831,0.0 -111.903307,40.564730,0.0 -111.903276,40.564628,0.0 -111.903244,40.564525,0.0 -111.903212,40.564421,0.0 -111.903180,40.564317,0.0 -111.903147,40.564211,0.0 -111.903114,40.564104,0.0 -111.903080,40.563996,0.0 -111.903046,40.563887,0.0 -111.903011,40.563778,0.0 -111.902976,40.563667,0.0 -111.902940,40.563555,0.0 -111.902904,40.563443,0.0 -111.902868,40.563329,0.0 -111.902831,40.563214,0.0 -111.902794,40.563099,0.0 -111.902756,40.562982,0.0 -111.902718,40.562865,0.0 -111.902679,40.562746,0.0 -111.902640,40.562627,0.0 -111.902601,40.562506,0.0 -111.902561,40.562385,0.0</coordinates></LineString>",5175,11507,
5592,1,a,930,1050,3058,423.7000,1.8043,0.0000,32.0000,4.6855,15,F,0,0.0000,3058,0.0000,0.0000,30580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3058,0,0,0,"<LineString><coordinates>-111.922175,40.587707,0.0 -111.920178,40.587703,0.0</coordinates></LineString>",5592,1,
1,2,a,930,1050,3058,423.7000,1.8043,0.0000,32.0000,5.9779,19,F,0,0.0000,3058,0.0000,0.0000,30580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3058,0,0,0,"<LineString><coordinates>-111.920178,40.587703,0.0 -111.918417,40.587699,0.0</coordinates></LineString>",1,2,
2,3,a,930,1050,3058,423.7000,1.8043,0.0000,32.0000,5.7619,18,F,1,0.0000,3058,3058.0000,305800.0000,30580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3058,0,0,0,"<LineString><coordinates>-111.918417,40.587699,0.0 -111.916477,40.587695,0.0</coordinates></LineString>",2,3,
3,4,a,930,1050,3058,423.7000,1.8043,0.0000,32.0000,5.3706,17,F,0,0.0000,3058,0.0000,0.0000,30580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3058,0,0,0,"<LineString><coordinates>-111.916477,40.587695,0.0 -111.914379,40.587691,0.0</coordinates></LineString>",3,4,
4,5,a,930,1050,3058,423.7000,1.8043,0.0000,32.0000,5.1503,16,F,0,0.0000,3058,0.0000,0.0000,30580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3058,0,0,0,"<LineString><coordinates>-111.914379,40.587691,0.0 -111.912416,40.587687,0.0</coordinates></LineString>",4,5,
5,5117,a,930,1050,3058,423.7000,1.8043,0.0000,32.0000,4.8729,15,F,0,0.0000,3058,0.0000,0.0000,30580.0000,0.0000,0.0000,0.0000,0.0000,0.0000,3058,0,0,0,"<LineString><coordinates>-111.912416,40.587687,0.0 -111.910225,40.587683,0.0</coordinates></LineString>",5,5117,


--MOE Group 9--
Detailed Data:,output_ODMOE.csv
origin_zone_no,destination_zone_no,number_of_vehicles,number_of_vehicles_completing_trips,trip_time_in_min,distance_in_mile
1,9,67,67,108.7896,5.0020
1,11,90,90,107.1511,4.3679
1,14,56,56,33.9018,2.0324
1,21,51,51,110.3333,5.5385
1,24,67,67,108.2776,4.6581
1,41,89,89,31.4888,0.6245
2,9,50,50,71.8360,4.0723
2,11,68,68,69.9500,3.4382
2,24,51,51,71.1255,3.7284
2,41,67,67,17.4701,1.7046
3,9,101,101,38.6782,2.5652
3,11,136,136,36.6956,1.9311
3,13,68,68,27.3721,3.6667
3,14,84,84,28.2988,4.1601
3,21,78,78,39.9795,3.1017
3,24,102,102,37.7686,2.2213
3,34,68,68,22.6147,1.1703
3,41,134,134,26.1851,3.1999
6,11,62,62,69.0661,4.0729
6,41,61,61,58.7787,5.3417
17,9,51,51,93.7823,4.5702
17,11,68,68,92.0382,3.9361
17,24,51,51,7.2314,3.3243
17,41,67,67,23.5537,1.2065
34,11,51,51,37.1177,2.2907
34,41,51,51,5.1412,2.3851


--MOE Group 10--
Detailed Data:,output_PathMOE.csv
