agent_id,trip_id,from_zone_id,to_zone_id,origin_node_id,destination_node_id,start_time_in_min,end_time_in_min,travel_time_in_min,demand_type,pricing_type,information_type,value_of_time,vehicle_type,vehicle_age,distance
88,0,2,24,11123,1325,932.31,939.10,6.79,1,1,1,5.00,1,5,3.73,
89,0,34,11,1322,5119,932.31,935.60,3.29,1,1,1,20.00,1,5,1.65,
90,0,12,22,11151,3689,932.33,937.60,5.27,1,1,1,10.00,1,10,2.24,
91,0,3,24,11159,1325,932.33,936.90,4.57,1,1,1,30.00,1,5,2.22,
92,0,2,9,11123,5356,932.35,940.30,7.95,1,1,1,10.00,1,0,4.07,
93,0,3,9,11159,5356,932.35,937.30,4.95,1,1,1,60.00,1,5,2.57,
94,0,37,12,1353,11151,932.36,938.20,5.84,1,1,1,10.00,1,5,2.65,
95,0,7,30,11281,1360,932.37,938.10,5.73,1,1,1,30.00,1,5,2.77,
96,0,5,25,11282,1355,932.47,936.60,4.13,1,1,1,40.00,1,5,2.05,
97,0,6,35,5238,1290,932.49,941.40,8.91,1,1,1,5.00,1,5,5.16,
98,0,27,40,1348,1296,932.49,940.10,7.61,1,1,1,5.00,1,10,4.36,
99,0,5,11,11282,5119,932.50,940.10,7.60,1,1,1,15.00,1,15,3.70,
100,0,31,11,1314,5119,932.50,939.00,6.50,1,1,1,30.00,1,10,3.20,
101,0,31,41,1314,5578,932.50,935.80,3.30,1,1,1,15.00,1,0,1.97,
102,0,6,9,5238,5356,932.50,937.40,4.90,1,1,1,10.00,1,5,2.75,
103,0,6,24,5238,1325,932.50,941.40,8.90,1,1,1,20.00,1,5,4.36,
104,0,5,41,11282,5578,932.55,940.80,8.25,1,1,1,30.00,1,5,4.97,
105,0,37,11,1349,5119,932.55,937.10,4.55,1,1,1,5.00,1,5,2.21,
106,0,1,13,5577,5034,932.55,937.40,4.85,1,1,1,10.00,1,5,2.85,
107,0,18,1,1286,5577,932.56,934.60,2.04,1,1,1,15.00,1,5,0.90,
108,0,5,2,11282,11123,932.58,939.20,6.62,1,1,1,10.00,1,10,3.79,
109,0,37,41,1349,5578,932.61,939.10,6.49,1,1,1,10.00,1,10,3.92,
110,0,1,34,5577,1319,932.61,934.90,2.29,1,1,1,10.00,1,10,1.48,
111,0,3,11,11159,5119,932.63,936.00,3.37,1,1,1,30.00,1,5,1.93,
112,0,1,11,5577,5119,932.64,940.90,8.26,1,1,1,5.00,1,10,4.37,
113,0,15,14,4899,5037,932.64,933.80,1.16,1,1,1,15.00,1,5,0.57,
114,0,8,39,10847,1404,932.65,934.70,2.05,1,1,1,10.00,1,10,0.77,
115,0,1,41,5577,5578,932.67,933.80,1.13,1,1,1,15.00,1,5,0.62,
116,0,7,11,11281,5119,932.67,938.90,6.23,1,1,1,20.00,1,10,3.22,
117,0,3,41,11159,5578,932.67,937.40,4.73,1,1,1,20.00,1,5,3.20,
118,0,11,41,5119,5578,932.67,940.30,7.63,1,1,1,5.00,1,5,4.62,
119,0,41,11,5578,5119,932.67,941.90,9.23,1,1,1,40.00,1,15,4.62,
120,0,6,5,5238,11282,932.68,934.20,1.52,1,1,1,5.00,1,10,0.91,
121,0,14,1,5037,5577,932.71,936.40,3.69,1,1,1,30.00,1,5,2.03,
122,0,7,41,11281,5578,932.73,942.30,9.57,1,1,1,30.00,1,15,5.64,
123,0,17,14,1289,5037,932.73,936.80,4.07,1,1,1,10.00,1,0,2.10,
124,0,20,5,1356,11282,932.73,935.40,2.67,1,1,1,30.00,1,10,1.28,
125,0,27,11,1346,5119,932.79,936.90,4.11,1,1,1,10.00,1,5,2.17,
126,0,2,14,11123,5037,932.79,937.40,4.61,1,1,1,5.00,1,5,2.66,
127,0,3,31,11159,1316,932.79,935.20,2.41,1,1,1,15.00,1,10,1.30,
128,0,3,14,11159,5037,932.82,939.70,6.88,1,1,1,20.00,1,10,4.16,
129,0,27,41,1346,5578,932.86,938.20,5.34,1,1,1,20.00,1,5,3.44,
130,0,26,22,1323,3689,932.86,935.80,2.94,1,1,1,10.00,1,5,1.37,
131,0,32,41,1285,5578,932.93,935.00,2.07,1,1,1,10.00,1,15,1.18,
132,0,32,11,1285,5119,932.93,940.80,7.87,1,1,1,20.00,1,0,3.91,
133,0,17,21,1289,6253,932.93,943.80,10.87,1,1,1,10.00,1,10,5.11,
134,0,2,36,11123,1299,932.95,937.20,4.25,1,1,1,10.00,1,10,2.28,
135,0,41,26,5578,1323,932.96,938.50,5.54,1,1,1,20.00,1,5,3.25,
136,0,3,16,11159,11827,933.00,938.50,5.50,1,1,1,30.00,1,10,3.45,
137,0,34,24,1320,1325,933.00,939.40,6.40,1,1,1,30.00,1,5,3.00,
138,0,6,14,5238,5037,933.00,944.10,11.10,1,1,1,10.00,1,15,6.30,
139,0,2,21,11123,6253,933.00,942.40,9.40,1,1,1,1.00,1,5,4.61,
140,0,3,22,11159,3689,933.00,937.00,4.00,1,1,1,15.00,1,10,2.23,
141,0,3,19,11159,1352,933.00,936.40,3.40,1,1,1,10.00,1,15,1.87,
142,0,3,21,11159,6253,933.04,939.40,6.36,1,1,1,15.00,1,5,3.10,
143,0,13,1,5034,5577,933.07,938.10,5.03,1,1,1,20.00,1,10,2.85,
144,0,34,9,1320,5356,933.08,940.10,7.02,1,1,1,20.00,1,5,3.34,
145,0,37,26,1349,1323,933.09,936.00,2.91,1,1,1,30.00,1,15,1.29,
146,0,9,2,5356,11123,933.18,941.00,7.82,1,1,1,15.00,1,5,4.01,
147,0,39,16,1404,11827,933.22,941.90,8.68,1,1,1,1.00,1,5,4.30,
148,0,37,5,1349,11282,933.22,935.90,2.68,1,1,1,20.00,1,10,1.51,
149,0,17,7,1289,11281,933.23,941.20,7.97,1,1,1,20.00,1,5,4.96,
150,0,31,9,1318,5356,933.24,938.80,5.56,1,1,1,20.00,1,10,2.76,
151,0,31,24,1318,1325,933.24,938.90,5.66,1,1,1,20.00,1,10,2.42,
152,0,18,41,1286,5578,933.24,935.70,2.46,1,1,1,20.00,1,15,1.15,
153,0,6,21,5238,6253,933.24,937.60,4.36,1,1,1,20.00,1,5,2.51,
154,0,18,11,1286,5119,933.24,945.70,12.46,1,1,1,60.00,1,5,4.90,
155,0,28,5,1359,11282,933.26,938.80,5.54,1,1,1,5.00,1,5,2.97,
156,0,14,19,5037,1352,933.28,943.50,10.22,1,1,1,30.00,1,5,5.51,
157,0,4,22,11180,3689,933.29,938.50,5.21,1,1,1,10.00,1,5,2.33,
158,0,5,2,11282,11123,933.29,940.20,6.91,1,1,1,20.00,1,15,3.79,
159,0,4,31,11180,1318,933.33,936.80,3.47,1,1,1,20.00,1,10,1.76,
160,0,5,9,11282,5356,933.33,937.70,4.37,1,1,1,5.00,1,5,2.38,
161,0,37,24,1353,1325,933.33,937.70,4.37,1,1,1,30.00,1,5,1.98,
162,0,37,9,1353,5356,933.33,938.40,5.07,1,1,1,40.00,1,5,2.32,
163,0,17,34,1289,1320,933.33,936.50,3.17,1,1,1,60.00,1,10,1.74,
164,0,5,24,11282,1325,933.33,942.70,9.37,1,1,1,1.00,1,5,3.99,
165,0,28,16,1359,11827,933.38,940.10,6.72,1,1,1,1.00,1,5,3.59,
166,0,16,37,11827,1353,933.38,940.20,6.82,1,1,1,20.00,1,10,3.68,
167,0,15,36,4899,1299,933.38,934.80,1.42,1,1,1,20.00,1,5,0.65,
168,0,18,28,1286,1359,933.40,947.00,13.60,1,1,1,30.00,1,15,4.62,
169,0,2,34,11123,1322,933.43,935.90,2.47,1,1,1,10.00,1,10,1.59,
170,0,17,13,1289,5034,933.43,937.50,4.07,1,1,1,10.00,1,15,2.15,
171,0,2,13,11123,5034,933.43,937.20,3.77,1,1,1,5.00,1,5,2.17,
172,0,17,11,1289,5119,933.48,942.00,8.52,1,1,1,30.00,1,15,3.94,
173,0,2,11,11123,5119,933.48,940.70,7.22,1,1,1,20.00,1,0,3.44,
174,0,3,34,11159,1322,933.48,934.30,0.82,1,1,1,30.00,1,5,0.50,
175,0,3,13,11159,5034,933.48,939.30,5.82,1,1,1,10.00,1,5,3.67,
176,0,16,9,11827,5356,933.49,943.40,9.91,1,1,1,60.00,1,10,4.50,
177,0,3,24,11159,1325,933.50,938.00,4.50,1,1,1,20.00,1,5,2.22,
178,0,3,11,11159,5119,933.50,937.20,3.70,1,1,1,30.00,1,5,1.93,
179,0,21,37,6253,1353,933.53,939.40,5.87,1,1,1,10.00,1,10,2.80,
180,0,7,24,11281,1325,933.53,941.30,7.77,1,1,1,30.00,1,5,3.51,
181,0,1,24,5577,1325,933.53,944.30,10.77,1,1,1,15.00,1,5,4.66,
182,0,41,9,5578,5356,933.53,945.90,12.37,1,1,1,10.00,1,10,5.25,
183,0,41,24,5578,1325,933.53,945.50,11.97,1,1,1,20.00,1,5,4.91,
184,0,11,24,5119,1325,933.53,935.20,1.67,1,1,1,30.00,1,10,0.63,
185,0,9,11,5356,5119,933.53,936.70,3.17,1,1,1,10.00,1,5,1.54,
186,0,11,9,5119,5356,933.53,937.10,3.57,1,1,1,20.00,1,5,1.60,
187,0,3,9,11159,5356,933.53,938.70,5.17,1,1,1,10.00,1,5,2.57,
188,0,2,41,11123,5578,933.53,936.20,2.67,1,1,1,15.00,1,0,1.70,
189,0,17,41,1289,5578,933.53,935.80,2.27,1,1,1,15.00,1,15,1.21,
190,0,1,9,5577,5356,933.53,945.60,12.07,1,1,1,30.00,1,5,5.00,
191,0,7,9,11281,5356,933.53,937.60,4.07,1,1,1,30.00,1,5,2.06,
192,0,27,10,1348,5929,933.53,940.60,7.07,1,1,1,20.00,1,10,3.20,
193,0,3,41,11159,5578,933.56,938.50,4.94,1,1,1,20.00,1,10,3.20,
194,0,28,19,1359,1352,933.58,938.80,5.22,1,1,1,5.00,1,5,2.52,
195,0,27,24,1348,1325,933.64,940.50,6.86,1,1,1,30.00,1,5,2.96,
196,0,34,14,1322,5037,933.64,939.80,6.16,1,1,1,20.00,1,5,3.73,
197,0,9,41,5356,5578,933.64,943.60,9.96,1,1,1,15.00,1,5,5.19,
198,0,3,28,11159,1359,933.64,936.90,3.26,1,1,1,30.00,1,15,1.66,
199,0,3,37,11159,1353,933.64,935.40,1.76,1,1,1,5.00,1,0,0.74,
200,0,14,37,5037,1349,933.64,943.70,10.06,1,1,1,5.00,1,10,4.88,
201,0,38,27,1397,1346,933.65,938.90,5.25,1,1,1,20.00,1,5,2.59,
202,0,3,8,11159,10847,933.67,938.80,5.13,1,1,1,10.00,1,15,2.50,
203,0,27,9,1346,5356,933.75,939.60,5.85,1,1,1,10.00,1,15,2.81,
204,0,3,15,11159,4899,933.75,941.20,7.45,1,1,1,5.00,1,15,4.16,
205,0,6,13,5238,5034,933.75,944.60,10.85,1,1,1,10.00,1,10,5.81,
206,0,3,17,11159,1289,933.75,938.40,4.65,1,1,1,20.00,1,5,2.52,
207,0,6,34,5238,1319,933.75,940.80,7.05,1,1,1,10.00,1,5,3.68,
208,0,26,16,1323,11827,933.76,938.60,4.84,1,1,1,5.00,1,5,2.50,
209,0,17,35,1289,1290,933.80,935.20,1.40,1,1,1,30.00,1,5,0.49,
210,0,6,11,5238,5119,933.81,943.20,9.39,1,1,1,20.00,1,15,4.07,
211,0,35,2,1290,11123,933.84,936.90,3.06,1,1,1,10.00,1,10,1.52,
212,0,32,24,1285,1325,933.87,944.10,10.23,1,1,1,40.00,1,10,4.20,
213,0,34,21,1319,6253,933.87,942.50,8.63,1,1,1,5.00,1,15,4.13,
214,0,3,18,11159,1286,933.87,940.50,6.63,1,1,1,15.00,1,5,3.48,
215,0,31,14,1314,5037,933.87,939.20,5.33,1,1,1,10.00,1,15,2.93,
216,0,1,3,5577,11159,933.87,939.10,5.23,1,1,1,10.00,1,5,2.95,
217,0,6,41,5238,5578,933.87,943.60,9.73,1,1,1,5.00,1,5,5.34,
218,0,32,9,1285,5356,933.87,945.10,11.23,1,1,1,10.00,1,5,4.55,
219,0,3,1,11159,5577,933.87,939.00,5.13,1,1,1,10.00,1,5,2.95,
220,0,37,40,1349,1296,933.88,941.60,7.72,1,1,1,1.00,1,5,4.34,
221,0,33,22,1351,3689,933.93,939.60,5.67,1,1,1,5.00,1,10,2.90,
222,0,1,11,5577,5119,933.96,945.00,11.04,1,1,1,30.00,1,5,4.37,
223,0,20,19,1356,1352,933.99,935.50,1.51,1,1,1,30.00,1,10,0.52,
224,0,5,14,11282,5037,934.00,944.40,10.40,1,1,1,15.00,1,10,5.93,
225,0,1,41,5577,5578,934.00,935.10,1.10,1,1,1,20.00,1,5,0.62,
226,0,12,11,11151,5119,934.00,938.10,4.10,1,1,1,30.00,1,10,1.75,
227,0,12,41,11151,5578,934.00,939.80,5.80,1,1,1,30.00,1,10,3.22,
228,0,3,20,11159,1356,934.00,938.80,4.80,1,1,1,5.00,1,10,2.36,
229,0,37,14,1349,5037,934.00,942.60,8.60,1,1,1,10.00,1,5,4.88,
230,0,17,33,1289,1351,934.05,941.40,7.35,1,1,1,5.00,1,15,3.87,
231,0,41,2,5578,11123,934.06,936.80,2.74,1,1,1,30.00,1,5,1.70,
232,0,37,6,1349,5238,934.11,937.40,3.29,1,1,1,15.00,1,5,1.88,
233,0,14,11,5037,5119,934.14,940.20,6.06,1,1,1,10.00,1,15,2.88,
234,0,7,14,11281,5037,934.14,944.80,10.66,1,1,1,40.00,1,5,5.60,
235,0,28,11,1359,5119,934.14,935.50,1.36,1,1,1,20.00,1,10,0.69,
236,0,1,31,5577,1316,934.14,938.60,4.46,1,1,1,10.00,1,15,2.18,
237,0,3,38,11159,1397,934.14,939.60,5.46,1,1,1,5.00,1,10,2.84,
238,0,14,28,5037,1359,934.16,940.30,6.14,1,1,1,5.00,1,10,2.79,
239,0,1,14,5577,5037,934.21,937.70,3.49,1,1,1,10.00,1,0,2.03,
240,0,11,32,5119,1285,934.21,941.70,7.49,1,1,1,15.00,1,5,3.91,
241,0,18,7,1286,11281,934.22,947.10,12.88,1,1,1,15.00,1,5,5.92,
242,0,3,14,11159,5037,934.24,941.60,7.36,1,1,1,20.00,1,5,4.16,
243,0,11,36,5119,1299,934.28,940.10,5.82,1,1,1,10.00,1,5,2.39,
244,0,31,21,1318,6253,934.29,942.00,7.71,1,1,1,10.00,1,15,3.30,
245,0,18,24,1286,1325,934.29,942.80,8.51,1,1,1,15.00,1,0,4.05,
246,0,41,14,5578,5037,934.29,938.20,3.91,1,1,1,1.00,1,10,2.28,
247,0,18,9,1286,5356,934.29,952.90,18.61,1,1,1,5.00,1,10,5.53,
248,0,3,32,11159,1285,934.29,938.80,4.51,1,1,1,20.00,1,5,2.49,
249,0,14,41,5037,5578,934.29,938.30,4.01,1,1,1,20.00,1,5,2.28,
250,0,11,14,5119,5037,934.29,940.70,6.41,1,1,1,30.00,1,5,2.88,
251,0,28,41,1359,5578,934.29,941.80,7.51,1,1,1,1.00,1,5,4.34,
252,0,27,38,1348,1397,934.31,938.70,4.39,1,1,1,30.00,1,5,2.09,
253,0,32,38,1285,1397,934.36,943.80,9.44,1,1,1,10.00,1,10,4.82,
254,0,4,17,11180,1289,934.37,940.80,6.43,1,1,1,5.00,1,15,3.57,
255,0,3,11,11159,5119,934.38,938.40,4.02,1,1,1,15.00,1,0,1.93,
256,0,2,39,11123,1404,934.42,943.30,8.88,1,1,1,20.00,1,10,3.94,
257,0,14,7,5037,11281,934.43,945.10,10.67,1,1,1,10.00,1,5,5.60,
258,0,1,22,5577,3689,934.44,946.70,12.26,1,1,1,20.00,1,15,4.67,
259,0,34,13,1320,5034,934.44,938.60,4.16,1,1,1,10.00,1,5,2.17,
260,0,1,19,5577,1352,934.44,942.20,7.76,1,1,1,20.00,1,10,4.30,
261,0,3,41,11159,5578,934.44,939.90,5.46,1,1,1,10.00,1,15,3.20,
262,0,5,21,11282,6253,934.44,938.30,3.86,1,1,1,10.00,1,10,2.14,
263,0,27,14,1348,5037,934.44,943.30,8.86,1,1,1,10.00,1,15,4.90,
264,0,37,21,1353,6253,934.44,940.80,6.36,1,1,1,10.00,1,10,2.86,
265,0,1,16,5577,11827,934.44,936.20,1.76,1,1,1,20.00,1,5,0.87,
266,0,33,13,1351,5034,934.53,943.70,9.17,1,1,1,30.00,1,5,5.02,
267,0,3,21,11159,6253,934.56,941.40,6.84,1,1,1,5.00,1,10,3.10,
268,0,17,24,1289,1325,934.62,941.80,7.18,1,1,1,1.00,1,5,3.32,
269,0,1,21,5577,6253,934.62,949.70,15.08,1,1,1,10.00,1,15,5.54,
270,0,41,21,5578,6253,934.62,950.50,15.88,1,1,1,10.00,1,5,5.79,
271,0,31,13,8002,5034,934.62,940.10,5.48,1,1,1,20.00,1,0,3.22,
272,0,17,9,1289,5356,934.62,947.20,12.58,1,1,1,15.00,1,5,4.57,
273,0,32,14,1285,5037,934.62,939.20,4.58,1,1,1,20.00,1,5,2.59,
274,0,2,24,11123,1325,934.62,943.50,8.88,1,1,1,10.00,1,5,3.73,
275,0,7,21,11281,6253,934.62,938.20,3.58,1,1,1,10.00,1,5,1.81,
276,0,34,11,1322,5119,934.62,938.20,3.58,1,1,1,10.00,1,5,1.65,
277,0,34,41,1322,5578,934.62,938.70,4.08,1,1,1,1.00,1,10,2.77,
278,0,11,21,5119,6253,934.62,939.30,4.68,1,1,1,30.00,1,10,2.14,
279,0,9,24,5356,1325,934.62,938.80,4.18,1,1,1,15.00,1,0,1.83,
280,0,2,23,11123,1361,934.65,945.20,10.55,1,1,1,10.00,1,5,4.10,
281,0,3,24,11159,1325,934.66,939.80,5.14,1,1,1,30.00,1,10,2.22,
282,0,36,6,1299,5238,934.66,947.20,12.54,1,1,1,15.00,1,5,5.92,
283,0,21,12,6253,11151,934.67,941.50,6.83,1,1,1,30.00,1,5,3.05,
284,0,2,9,11123,5356,934.71,945.00,10.29,1,1,1,15.00,1,10,4.07,
285,0,3,9,11159,5356,934.71,940.50,5.79,1,1,1,20.00,1,5,2.57,
286,0,28,32,1359,1285,934.71,941.50,6.79,1,1,1,20.00,1,5,3.64,
287,0,16,2,11827,11123,934.76,938.60,3.84,1,1,1,30.00,1,15,1.95,
288,0,21,33,6253,1351,934.76,939.80,5.04,1,1,1,10.00,1,5,2.52,
289,0,37,36,1353,1299,934.79,941.90,7.11,1,1,1,15.00,1,5,3.52,
290,0,25,11,1355,5119,934.80,940.00,5.20,1,1,1,1.00,1,5,2.17,
291,0,31,34,8116,1322,934.80,936.90,2.10,1,1,1,10.00,1,10,1.15,
292,0,25,41,1355,5578,934.80,943.40,8.60,1,1,1,10.00,1,5,4.44,
293,0,19,41,1352,5578,934.80,943.10,8.30,1,1,1,1.00,1,10,4.55,
294,0,27,21,1348,6253,934.80,940.40,5.60,1,1,1,10.00,1,5,3.13,
295,0,5,34,11282,1322,934.80,939.50,4.70,1,1,1,1.00,1,5,2.27,
296,0,19,11,1352,5119,934.80,941.60,6.80,1,1,1,5.00,1,10,2.79,
297,0,6,40,5238,1296,934.97,946.20,11.23,1,1,1,20.00,1,10,5.76,
298,0,5,13,11282,5034,935.00,945.30,10.30,1,1,1,5.00,1,5,5.43,
299,0,31,41,8116,5578,935.00,938.60,3.60,1,1,1,5.00,1,10,2.26,
300,0,17,3,1289,11159,935.00,940.40,5.40,1,1,1,20.00,1,5,2.52,
301,0,3,2,11159,11123,935.00,938.20,3.20,1,1,1,5.00,1,15,2.02,
302,0,6,24,5238,1325,935.00,946.20,11.20,1,1,1,5.00,1,10,4.36,
303,0,31,11,1314,5119,935.00,942.90,7.90,1,1,1,15.00,1,15,3.20,
304,0,6,9,5238,5356,935.00,939.90,4.90,1,1,1,30.00,1,15,2.75,
305,0,37,13,1349,5034,935.00,943.00,8.00,1,1,1,1.00,1,10,4.39,
