Vehicle Selection Mode,--,Network-wide,--
,,1.4_1.6,18.41
,,1.6_1.8,17.30
,,1.8_2.0,21.81
,,2.0_2.2,20.31
,,2.2_2.4,24.49
,,2.4_2.6,27.45
,,2.6_2.8,25.10
,,2.8_3.0,29.97
,,3.0_3.2,32.55
,,3.2_3.4,29.56
,,3.4_3.6,36.11
,,3.6_3.8,39.68
,,3.8_4.0,51.39
,,4.0_4.2,45.43
,,4.2_4.4,62.60
,,4.4_4.6,54.66
,,4.6_4.8,65.05
,,4.8_5.0,64.32
,,5.0_5.2,65.85
,,5.2_5.4,75.47
,,5.4_5.6,61.52
,,5.6_5.8,64.18
,,5.8_6.0,64.26
,,6.0_6.2,85.17
,,6.2_6.4,62.16
,,6.4_6.6,42.88
Category,Distance Bin (0.2 ml Interval),Total Energy (KJ),
,,0.2_0.4,38241.44
,,0.4_0.6,1317265.25
,,0.6_0.8,4436295.00
,,0.8_1.0,7337797.00
,,1.0_1.2,7817806.50
,,1.2_1.4,7831767.50
,,1.4_1.6,9852884.00
,,1.6_1.8,11559367.00
,,1.8_2.0,14941716.00
,,2.0_2.2,21243540.00
,,2.2_2.4,24007642.00
,,2.4_2.6,25537832.00
,,2.6_2.8,23191042.00
,,2.8_3.0,21184872.00
,,3.0_3.2,25860936.00
,,3.2_3.4,21363156.00
,,3.4_3.6,21223460.00
,,3.6_3.8,29940162.00
,,3.8_4.0,30104672.00
,,4.0_4.2,25979670.00
,,4.2_4.4,35125884.00
,,4.4_4.6,22529638.00
,,4.6_4.8,27462062.00
,,4.8_5.0,26602302.00
,,5.0_5.2,25395126.00
,,5.2_5.4,17807260.00
,,5.4_5.6,19084202.00
,,5.6_5.8,10251024.00
,,5.8_6.0,11075834.00
,,6.0_6.2,2546651.25
,,6.2_6.4,4817428.00
,,6.4_6.6,630903.19
Category,Distance Bin (0.2 ml Interval),Total CO2 (g),
,,0.2_0.4,2748.28
,,0.4_0.6,94667.50
,,0.6_0.8,318821.69
,,0.8_1.0,527343.19
,,1.0_1.2,561839.44
,,1.2_1.4,562843.06
,,1.4_1.6,708093.88
,,1.6_1.8,830733.81
,,1.8_2.0,1073811.25
,,2.0_2.2,1526703.00
,,2.2_2.4,1725350.25
,,2.4_2.6,1835320.63
,,2.6_2.8,1666662.75
,,2.8_3.0,1522485.50
,,3.0_3.2,1858539.00
,,3.2_3.4,1535298.88
,,3.4_3.6,1525260.00
,,3.6_3.8,2151698.25
,,3.8_4.0,2163522.00
,,4.0_4.2,1867072.13
,,4.2_4.4,2524380.25
,,4.4_4.6,1619130.00
,,4.6_4.8,1973607.13
,,4.8_5.0,1911817.50
,,5.0_5.2,1825061.63
,,5.2_5.4,1279748.38
,,5.4_5.6,1371517.75
,,5.6_5.8,736706.75
,,5.8_6.0,795983.44
,,6.0_6.2,183019.31
,,6.2_6.4,346212.56
,,6.4_6.6,45340.91
Category,Distance Bin (0.2 ml Interval),Total NOx (g),
,,0.2_0.4, 1.09
,,0.4_0.6,37.32
,,0.6_0.8,160.59
,,0.8_1.0,263.54
,,1.0_1.2,292.95
,,1.2_1.4,313.62
,,1.4_1.6,445.98
,,1.6_1.8,578.48
,,1.8_2.0,766.19
,,2.0_2.2,1047.10
,,2.2_2.4,1074.27
,,2.4_2.6,1167.48
,,2.6_2.8,1156.78
,,2.8_3.0,996.79
,,3.0_3.2,1196.34
,,3.2_3.4,1113.33
,,3.4_3.6,1034.10
,,3.6_3.8,1481.94
,,3.8_4.0,1504.38
,,4.0_4.2,1227.48
,,4.2_4.4,1642.31
,,4.4_4.6,1086.19
,,4.6_4.8,1327.75
,,4.8_5.0,1200.46
,,5.0_5.2,1466.31
,,5.2_5.4,888.92
,,5.4_5.6,974.01
,,5.6_5.8,519.60
,,5.8_6.0,556.59
,,6.0_6.2,114.96
,,6.2_6.4,235.59
,,6.4_6.6,18.62
Category,Distance Bin (0.2 ml Interval),Total CO (g),
,,0.2_0.4,25.90
,,0.4_0.6,605.47
,,0.6_0.8,2728.71
,,0.8_1.0,4237.51
,,1.0_1.2,4841.41
,,1.2_1.4,5497.90
,,1.4_1.6,7763.38
,,1.6_1.8,10267.71
,,1.8_2.0,13663.48
,,2.0_2.2,17872.68
,,2.2_2.4,19856.52
,,2.4_2.6,21257.19
,,2.6_2.8,20752.81
,,2.8_3.0,18111.89
,,3.0_3.2,22200.29
,,3.2_3.4,19937.93
,,3.4_3.6,19544.50
,,3.6_3.8,27505.80
,,3.8_4.0,27547.14
,,4.0_4.2,23131.15
,,4.2_4.4,29967.55
,,4.4_4.6,20377.44
,,4.6_4.8,24014.69
,,4.8_5.0,21915.88
,,5.0_5.2,25361.37
,,5.2_5.4,15196.40
,,5.4_5.6,17213.81
,,5.6_5.8,9161.71
,,5.8_6.0,9743.95
,,6.0_6.2,1991.78
,,6.2_6.4,4204.41
,,6.4_6.6,464.97
Category,Distance Bin (0.2 ml Interval),Total HC (g),
,,0.2_0.4, 0.34
,,0.4_0.6,18.65
,,0.6_0.8,90.19
,,0.8_1.0,170.64
,,1.0_1.2,168.56
,,1.2_1.4,154.18
,,1.4_1.6,225.76
,,1.6_1.8,244.32
,,1.8_2.0,336.39
,,2.0_2.2,478.05
,,2.2_2.4,462.12
,,2.4_2.6,484.77
,,2.6_2.8,491.08
,,2.8_3.0,438.46
,,3.0_3.2,498.55
,,3.2_3.4,449.15
,,3.4_3.6,423.88
,,3.6_3.8,598.46
,,3.8_4.0,663.42
,,4.0_4.2,497.43
,,4.2_4.4,747.16
,,4.4_4.6,465.44
,,4.6_4.8,596.72
,,4.8_5.0,537.35
,,5.0_5.2,749.29
,,5.2_5.4,408.38
,,5.4_5.6,443.52
,,5.6_5.8,237.92
,,5.8_6.0,236.98
,,6.0_6.2,49.05
,,6.2_6.4,95.72
,,6.4_6.6, 5.41
Category,Distance Bin (0.2 ml Interval),Total Gallon,
,,0.2_0.4, 0.31
,,0.4_0.6,10.82
,,0.6_0.8,36.45
,,0.8_1.0,60.29
,,1.0_1.2,64.24
,,1.2_1.4,64.35
,,1.4_1.6,80.96
,,1.6_1.8,94.98
,,1.8_2.0,122.77
,,2.0_2.2,174.56
,,2.2_2.4,197.27
,,2.4_2.6,209.84
,,2.6_2.8,190.56
,,2.8_3.0,174.07
,,3.0_3.2,212.50
,,3.2_3.4,175.54
,,3.4_3.6,174.39
,,3.6_3.8,246.02
,,3.8_4.0,247.37
,,4.0_4.2,213.47
,,4.2_4.4,288.63
,,4.4_4.6,185.12
,,4.6_4.8,225.65
,,4.8_5.0,218.59
,,5.0_5.2,208.67
,,5.2_5.4,146.32
,,5.4_5.6,156.81
,,5.6_5.8,84.23
,,5.8_6.0,91.01
,,6.0_6.2,20.93
,,6.2_6.4,39.58
,,6.4_6.6, 5.18
Category,Distance Bin (0.2 ml Interval),Avg Energy (KJ/vehicle/mile),
,,0.2_0.4,5353.94
,,0.4_0.6,19394.81
,,0.6_0.8,22017.34
,,0.8_1.0,18724.63
,,1.0_1.2,19682.74
,,1.2_1.4,15349.24
,,1.4_1.6,14067.74
,,1.6_1.8,12829.98
,,1.8_2.0,14366.58
,,2.0_2.2,11819.99
,,2.2_2.4,13356.93
,,2.4_2.6,13527.77
,,2.6_2.8,12014.38
,,2.8_3.0,12956.60
,,3.0_3.2,13084.17
,,3.2_3.4,12021.94
,,3.4_3.6,13539.38
,,3.6_3.8,13817.61
,,3.8_4.0,16188.33
,,4.0_4.2,14128.46
,,4.2_4.4,17018.43
,,4.4_4.6,15131.95
,,4.6_4.8,16290.25
,,4.8_5.0,15508.11
,,5.0_5.2,15590.50
,,5.2_5.4,16364.85
,,5.4_5.6,13636.65
,,5.6_5.8,13878.94
,,5.8_6.0,13633.87
,,6.0_6.2,16157.33
,,6.2_6.4,12743.54
,,6.4_6.6,9727.00
Category,Distance Bin (0.2 ml Interval),Avg CO2 (g/vehicle/mile),
,,0.2_0.4,384.77
,,0.4_0.6,1393.84
,,0.6_0.8,1582.31
,,0.8_1.0,1345.68
,,1.0_1.2,1414.53
,,1.2_1.4,1103.10
,,1.4_1.6,1011.00
,,1.6_1.8,922.05
,,1.8_2.0,1032.48
,,2.0_2.2,849.46
,,2.2_2.4,959.92
,,2.4_2.6,972.20
,,2.6_2.8,863.43
,,2.8_3.0,931.15
,,3.0_3.2,940.32
,,3.2_3.4,863.98
,,3.4_3.6,973.03
,,3.6_3.8,993.02
,,3.8_4.0,1163.40
,,4.0_4.2,1015.37
,,4.2_4.4,1223.06
,,4.4_4.6,1087.48
,,4.6_4.8,1170.73
,,4.8_5.0,1114.52
,,5.0_5.2,1120.44
,,5.2_5.4,1176.09
,,5.4_5.6,980.02
,,5.6_5.8,997.43
,,5.8_6.0,979.82
,,6.0_6.2,1161.17
,,6.2_6.4,915.84
,,6.4_6.6,699.05
Category,Distance Bin (0.2 ml Interval),Avg NOx (g/vehicle/mile),
,,0.2_0.4, 0.15
,,0.4_0.6, 0.55
,,0.6_0.8, 0.80
,,0.8_1.0, 0.67
,,1.0_1.2, 0.74
,,1.2_1.4, 0.61
,,1.4_1.6, 0.64
,,1.6_1.8, 0.64
,,1.8_2.0, 0.74
,,2.0_2.2, 0.58
,,2.2_2.4, 0.60
,,2.4_2.6, 0.62
,,2.6_2.8, 0.60
,,2.8_3.0, 0.61
,,3.0_3.2, 0.61
,,3.2_3.4, 0.63
,,3.4_3.6, 0.66
,,3.6_3.8, 0.68
,,3.8_4.0, 0.81
,,4.0_4.2, 0.67
,,4.2_4.4, 0.80
,,4.4_4.6, 0.73
,,4.6_4.8, 0.79
,,4.8_5.0, 0.70
,,5.0_5.2, 0.90
,,5.2_5.4, 0.82
,,5.4_5.6, 0.70
,,5.6_5.8, 0.70
,,5.8_6.0, 0.69
,,6.0_6.2, 0.73
,,6.2_6.4, 0.62
,,6.4_6.6, 0.29
Category,Distance Bin (0.2 ml Interval),Avg CO (g/vehicle/mile),
,,0.2_0.4, 3.63
,,0.4_0.6, 8.91
,,0.6_0.8,13.54
,,0.8_1.0,10.81
,,1.0_1.2,12.19
,,1.2_1.4,10.78
,,1.4_1.6,11.08
,,1.6_1.8,11.40
,,1.8_2.0,13.14
,,2.0_2.2, 9.94
,,2.2_2.4,11.05
,,2.4_2.6,11.26
,,2.6_2.8,10.75
,,2.8_3.0,11.08
,,3.0_3.2,11.23
,,3.2_3.4,11.22
,,3.4_3.6,12.47
,,3.6_3.8,12.69
,,3.8_4.0,14.81
,,4.0_4.2,12.58
,,4.2_4.4,14.52
,,4.4_4.6,13.69
,,4.6_4.8,14.25
,,4.8_5.0,12.78
,,5.0_5.2,15.57
,,5.2_5.4,13.97
,,5.4_5.6,12.30
,,5.6_5.8,12.40
,,5.8_6.0,11.99
,,6.0_6.2,12.64
,,6.2_6.4,11.12
,,6.4_6.6, 7.17
Category,Distance Bin (0.2 ml Interval),Avg HC (g/vehicle/mile),
,,0.2_0.4, 0.05
,,0.4_0.6, 0.27
,,0.6_0.8, 0.45
,,0.8_1.0, 0.44
,,1.0_1.2, 0.42
,,1.2_1.4, 0.30
,,1.4_1.6, 0.32
,,1.6_1.8, 0.27
,,1.8_2.0, 0.32
,,2.0_2.2, 0.27
,,2.2_2.4, 0.26
,,2.4_2.6, 0.26
,,2.6_2.8, 0.25
,,2.8_3.0, 0.27
,,3.0_3.2, 0.25
,,3.2_3.4, 0.25
,,3.4_3.6, 0.27
,,3.6_3.8, 0.28
,,3.8_4.0, 0.36
,,4.0_4.2, 0.27
,,4.2_4.4, 0.36
,,4.4_4.6, 0.31
,,4.6_4.8, 0.35
,,4.8_5.0, 0.31
,,5.0_5.2, 0.46
,,5.2_5.4, 0.38
,,5.4_5.6, 0.32
,,5.6_5.8, 0.32
,,5.8_6.0, 0.29
,,6.0_6.2, 0.31
,,6.2_6.4, 0.25
,,6.4_6.6, 0.08
Category,Distance Bin (0.2 ml Interval),Avg Miles per Gallon,
,,0.2_0.4, 7.14
,,0.4_0.6, 6.27
,,0.6_0.8, 5.53
,,0.8_1.0, 6.50
,,1.0_1.2, 6.18
,,1.2_1.4, 7.93
,,1.4_1.6, 8.65
,,1.6_1.8, 9.49
,,1.8_2.0, 8.47
,,2.0_2.2,10.30
,,2.2_2.4, 9.11
,,2.4_2.6, 9.00
,,2.6_2.8,10.13
,,2.8_3.0, 9.39
,,3.0_3.2, 9.30
,,3.2_3.4,10.12
,,3.4_3.6, 8.99
,,3.6_3.8, 8.81
,,3.8_4.0, 7.52
,,4.0_4.2, 8.61
,,4.2_4.4, 7.15
,,4.4_4.6, 8.04
,,4.6_4.8, 7.47
,,4.8_5.0, 7.85
,,5.0_5.2, 7.81
,,5.2_5.4, 7.44
,,5.4_5.6, 8.92
,,5.6_5.8, 8.77
,,5.8_6.0, 8.93
,,6.0_6.2, 7.53
,,6.2_6.4, 9.55
,,6.4_6.6,12.51
Category,Distance Bin (1 ml Interval),Number of Vehicles,
,,0_1,872.00
,,1_2,2299.00
,,2_3,3670.00
,,3_4,2687.00
,,4_5,1967.00
,,5_6,1047.00
,,6_7,96.00
Category,Distance Bin (1 ml Interval),Cumulative Number of Vehicles,
,,0_1,872.00
,,1_2,3171.00
,,2_3,6841.00
,,3_4,9528.00
,,4_5,11495.00
,,5_6,12542.00
,,6_7,12638.00
Category,Distance Bin (1 ml Interval),Total Travel Time (min),
,,0_1,13256.82
,,1_2,44168.54
,,2_3,92032.33
,,3_4,100573.16
,,4_5,114326.77
,,5_6,69385.77
,,6_7,6372.66
Category,Distance Bin (1 ml Interval),Total Travel Distance (mile),
,,0_1,668.43
,,1_2,3548.83
,,2_3,9047.81
,,3_4,9347.51
,,4_5,8792.87
,,5_6,5667.49
,,6_7,600.51
Category,Distance Bin (1 ml Interval),Avg Travel Time (min),
,,0_1,15.20
,,1_2,19.21
,,2_3,25.08
,,3_4,37.43
,,4_5,58.12
,,5_6,66.27
,,6_7,66.38
Category,Distance Bin (1 ml Interval),Avg Travel Distance (mile),
,,0_1, 0.77
,,1_2, 1.54
,,2_3, 2.47
,,3_4, 3.48
,,4_5, 4.47
,,5_6, 5.41
,,6_7, 6.26
Category,Distance Bin (1 ml Interval),Avg Speed (mile/hour),
,,0_1, 3.03
,,1_2, 4.82
,,2_3, 5.90
,,3_4, 5.58
,,4_5, 4.61
,,5_6, 4.90
,,6_7, 5.65
Category,Distance Bin (1 ml Interval),Avg Travel Time Per Mile (min/mile),
,,0_1,20.11
,,1_2,12.90
,,2_3,10.19
,,3_4,10.68
,,4_5,12.97
,,5_6,12.30
,,6_7,10.66
Category,Distance Bin (1 ml Interval),Travel Time Index: mean/FFTT,
,,0_1, 9.82
,,1_2, 7.03
,,2_3, 5.82
,,3_4, 6.54
,,4_5, 8.28
,,5_6, 7.86
,,6_7, 6.65
Category,Distance Bin (1 ml Interval),Avg Travel Time STD (min),
,,0_1,25.93
,,1_2,24.61
,,2_3,28.35
,,3_4,34.27
,,4_5,41.21
,,5_6,40.31
,,6_7,34.11
Category,Distance Bin (1 ml Interval),95th Percentile Travel Time (min),
,,0_1,80.23
,,1_2,76.29
,,2_3,85.21
,,3_4,103.90
,,4_5,126.45
,,5_6,131.20
,,6_7,129.23
Category,Distance Bin (1 ml Interval),90th Percentile Travel Time (min),
,,0_1,67.87
,,1_2,52.86
,,2_3,72.75
,,3_4,92.77
,,4_5,116.62
,,5_6,123.55
,,6_7,110.57
Category,Distance Bin (1 ml Interval),80th Percentile Travel Time (min),
,,0_1,24.40
,,1_2,38.92
,,2_3,49.10
,,3_4,74.93
,,4_5,101.56
,,5_6,105.38
,,6_7,92.10
Category,Distance Bin (1 ml Interval),Planning Time Index: 95th percentile/FFTT,
,,0_1,51.82
,,1_2,27.90
,,2_3,19.79
,,3_4,18.15
,,4_5,18.02
,,5_6,15.56
,,6_7,12.95
Category,Distance Bin (1 ml Interval),Buffer Index: (95th percentile - mean)/mean,
,,0_1, 4.28
,,1_2, 2.97
,,2_3, 2.40
,,3_4, 1.78
,,4_5, 1.18
,,5_6, 0.98
,,6_7, 0.95
Category,Distance Bin (1 ml Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,0_1,70.36
,,1_2,23.21
,,2_3,16.44
,,3_4, 5.12
,,4_5, 1.74
,,5_6, 0.92
,,6_7, 0.71
Category,Distance Bin (1 ml Interval),Travel Time Per Mile STD (min/mile),
,,0_1,34.46
,,1_2,17.61
,,2_3,11.69
,,3_4, 9.66
,,4_5, 9.14
,,5_6, 7.59
,,6_7, 5.59
Category,Distance Bin (1 ml Interval),95th Percentile Travel Time Per Mile (min/mile),
,,0_1,105.65
,,1_2,51.27
,,2_3,37.31
,,3_4,29.10
,,4_5,27.77
,,5_6,24.49
,,6_7,21.30
Category,Distance Bin (1 ml Interval),90th Percentile Travel Time Per Mile (min/mile),
,,0_1,86.42
,,1_2,40.40
,,2_3,27.88
,,3_4,26.15
,,4_5,25.78
,,5_6,23.11
,,6_7,18.22
Category,Distance Bin (1 ml Interval),80th Percentile Travel Time Per Mile (min/mile),
,,0_1,33.90
,,1_2,24.64
,,2_3,19.60
,,3_4,21.14
,,4_5,22.62
,,5_6,19.97
,,6_7,14.75
Category,Distance Bin (1 ml Interval),Total Generalized Time:TT+Toll/VOT (min),
,,0_1,13256.82
,,1_2,44168.54
,,2_3,92032.33
,,3_4,100573.16
,,4_5,114326.77
,,5_6,69385.77
,,6_7,6372.66
Category,Distance Bin (1 ml Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),
,,0_1,15.20
,,1_2,19.21
,,2_3,25.08
,,3_4,37.43
,,4_5,58.12
,,5_6,66.27
,,6_7,66.38
Category,Distance Bin (1 ml Interval),Total Energy (KJ),
,,0_1,13129604.00
,,1_2,52003512.00
,,2_3,115164928.00
,,3_4,128492504.00
,,4_5,137699568.00
,,5_6,83613352.00
,,6_7,7994983.00
Category,Distance Bin (1 ml Interval),Total CO2 (g),
,,0_1,943580.31
,,1_2,3737319.50
,,2_3,8276532.00
,,3_4,9234321.00
,,4_5,9896009.00
,,5_6,6009023.50
,,6_7,574572.63
Category,Distance Bin (1 ml Interval),Total NOx (g),
,,0_1,462.55
,,1_2,2397.23
,,2_3,5442.42
,,3_4,6330.08
,,4_5,6484.19
,,5_6,4405.42
,,6_7,369.17
Category,Distance Bin (1 ml Interval),Total CO (g),
,,0_1,7597.59
,,1_2,42033.84
,,2_3,97851.16
,,3_4,116735.65
,,4_5,119406.64
,,5_6,76677.21
,,6_7,6661.16
Category,Distance Bin (1 ml Interval),Total HC (g),
,,0_1,279.82
,,1_2,1129.21
,,2_3,2354.47
,,3_4,2633.46
,,4_5,2844.09
,,5_6,2076.09
,,6_7,150.18
Category,Distance Bin (1 ml Interval),Total Gallon,
,,0_1,107.88
,,1_2,427.31
,,2_3,946.30
,,3_4,1055.81
,,4_5,1131.47
,,5_6,687.04
,,6_7,65.69
Category,Distance Bin (1 ml Interval),Avg Energy (KJ/vehicle/mile),
,,0_1,19642.39
,,1_2,14653.71
,,2_3,12728.49
,,3_4,13746.18
,,4_5,15660.37
,,5_6,14753.15
,,6_7,13313.75
Category,Distance Bin (1 ml Interval),Avg CO2 (g/vehicle/mile),
,,0_1,1411.63
,,1_2,1053.11
,,2_3,914.76
,,3_4,987.89
,,4_5,1125.46
,,5_6,1060.26
,,6_7,956.81
Category,Distance Bin (1 ml Interval),Avg NOx (g/vehicle/mile),
,,0_1, 0.69
,,1_2, 0.68
,,2_3, 0.60
,,3_4, 0.68
,,4_5, 0.74
,,5_6, 0.78
,,6_7, 0.61
Category,Distance Bin (1 ml Interval),Avg CO (g/vehicle/mile),
,,0_1,11.37
,,1_2,11.84
,,2_3,10.81
,,3_4,12.49
,,4_5,13.58
,,5_6,13.53
,,6_7,11.09
Category,Distance Bin (1 ml Interval),Avg HC (g/vehicle/mile),
,,0_1, 0.42
,,1_2, 0.32
,,2_3, 0.26
,,3_4, 0.28
,,4_5, 0.32
,,5_6, 0.37
,,6_7, 0.25
Category,Distance Bin (1 ml Interval),Avg Miles per Gallon,
,,0_1, 6.20
,,1_2, 8.31
,,2_3, 9.56
,,3_4, 8.85
,,4_5, 7.77
,,5_6, 8.25
,,6_7, 9.14
Category,Distance Bin (2 ml Interval),Number of Vehicles,
,,0_2,3171.00
,,2_4,6357.00
,,4_6,3014.00
,,6_8,96.00
Category,Distance Bin (2 ml Interval),Cumulative Number of Vehicles,
,,0_2,3171.00
,,2_4,9528.00
,,4_6,12542.00
,,6_8,12638.00
Category,Distance Bin (2 ml Interval),Total Travel Time (min),
,,0_2,57425.33
,,2_4,192605.16
,,4_6,183712.66
,,6_8,6372.66
Category,Distance Bin (2 ml Interval),Total Travel Distance (mile),
,,0_2,4217.26
,,2_4,18395.38
,,4_6,14460.35
,,6_8,600.51
Category,Distance Bin (2 ml Interval),Avg Travel Time (min),
,,0_2,18.11
,,2_4,30.30
,,4_6,60.95
,,6_8,66.38
Category,Distance Bin (2 ml Interval),Avg Travel Distance (mile),
,,0_2, 1.33
,,2_4, 2.89
,,4_6, 4.80
,,6_8, 6.26
Category,Distance Bin (2 ml Interval),Avg Speed (mile/hour),
,,0_2, 4.41
,,2_4, 5.73
,,4_6, 4.72
,,6_8, 5.65
Category,Distance Bin (2 ml Interval),Avg Travel Time Per Mile (min/mile),
,,0_2,14.89
,,2_4,10.40
,,4_6,12.74
,,6_8,10.66
Category,Distance Bin (2 ml Interval),Travel Time Index: mean/FFTT,
,,0_2, 7.52
,,2_4, 6.18
,,4_6, 8.12
,,6_8, 6.65
Category,Distance Bin (2 ml Interval),Avg Travel Time STD (min),
,,0_2,25.05
,,2_4,31.58
,,4_6,41.09
,,6_8,34.11
Category,Distance Bin (2 ml Interval),95th Percentile Travel Time (min),
,,0_2,78.00
,,2_4,97.30
,,4_6,129.30
,,6_8,129.23
Category,Distance Bin (2 ml Interval),90th Percentile Travel Time (min),
,,0_2,54.54
,,2_4,82.90
,,4_6,119.35
,,6_8,110.57
Category,Distance Bin (2 ml Interval),80th Percentile Travel Time (min),
,,0_2,37.05
,,2_4,55.26
,,4_6,102.65
,,6_8,92.10
Category,Distance Bin (2 ml Interval),Planning Time Index: 95th percentile/FFTT,
,,0_2,32.39
,,2_4,19.83
,,4_6,17.22
,,6_8,12.95
Category,Distance Bin (2 ml Interval),Buffer Index: (95th percentile - mean)/mean,
,,0_2, 3.31
,,2_4, 2.21
,,4_6, 1.12
,,6_8, 0.95
Category,Distance Bin (2 ml Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,0_2,22.26
,,2_4, 7.08
,,4_6, 1.23
,,6_8, 0.71
Category,Distance Bin (2 ml Interval),Travel Time Per Mile STD (min/mile),
,,0_2,23.70
,,2_4,10.88
,,4_6, 8.64
,,6_8, 5.59
Category,Distance Bin (2 ml Interval),95th Percentile Travel Time Per Mile (min/mile),
,,0_2,70.42
,,2_4,32.80
,,4_6,26.78
,,6_8,21.30
Category,Distance Bin (2 ml Interval),90th Percentile Travel Time Per Mile (min/mile),
,,0_2,44.61
,,2_4,26.84
,,4_6,24.71
,,6_8,18.22
Category,Distance Bin (2 ml Interval),80th Percentile Travel Time Per Mile (min/mile),
,,0_2,25.52
,,2_4,20.30
,,4_6,21.89
,,6_8,14.75
Category,Distance Bin (2 ml Interval),Total Generalized Time:TT+Toll/VOT (min),
,,0_2,57425.33
,,2_4,192605.16
,,4_6,183712.66
,,6_8,6372.66
Category,Distance Bin (2 ml Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),
,,0_2,18.11
,,2_4,30.30
,,4_6,60.95
,,6_8,66.38
Category,Distance Bin (2 ml Interval),Total Energy (KJ),
,,0_2,65133124.00
,,2_4,243656992.00
,,4_6,221313008.00
,,6_8,7994983.00
Category,Distance Bin (2 ml Interval),Total CO2 (g),
,,0_2,4680905.00
,,2_4,17510842.00
,,4_6,15905031.00
,,6_8,574572.63
Category,Distance Bin (2 ml Interval),Total NOx (g),
,,0_2,2859.77
,,2_4,11772.50
,,4_6,10889.63
,,6_8,369.17
Category,Distance Bin (2 ml Interval),Total CO (g),
,,0_2,49631.47
,,2_4,214586.34
,,4_6,196083.80
,,6_8,6661.16
Category,Distance Bin (2 ml Interval),Total HC (g),
,,0_2,1409.03
,,2_4,4987.93
,,4_6,4920.18
,,6_8,150.18
Category,Distance Bin (2 ml Interval),Total Gallon,
,,0_2,535.19
,,2_4,2002.11
,,4_6,1818.51
,,6_8,65.69
Category,Distance Bin (2 ml Interval),Avg Energy (KJ/vehicle/mile),
,,0_2,15444.42
,,2_4,13245.55
,,4_6,15304.81
,,6_8,13313.75
Category,Distance Bin (2 ml Interval),Avg CO2 (g/vehicle/mile),
,,0_2,1109.94
,,2_4,951.92
,,4_6,1099.91
,,6_8,956.81
Category,Distance Bin (2 ml Interval),Avg NOx (g/vehicle/mile),
,,0_2, 0.68
,,2_4, 0.64
,,4_6, 0.75
,,6_8, 0.61
Category,Distance Bin (2 ml Interval),Avg CO (g/vehicle/mile),
,,0_2,11.77
,,2_4,11.67
,,4_6,13.56
,,6_8,11.09
Category,Distance Bin (2 ml Interval),Avg HC (g/vehicle/mile),
,,0_2, 0.33
,,2_4, 0.27
,,4_6, 0.34
,,6_8, 0.25
Category,Distance Bin (2 ml Interval),Avg Miles per Gallon,
,,0_2, 7.88
,,2_4, 9.19
,,4_6, 7.95
,,6_8, 9.14
Category,Distance Bin (5 ml Interval),Number of Vehicles,
,,0_5,11495.00
,,5_10,1143.00
Category,Distance Bin (5 ml Interval),Cumulative Number of Vehicles,
,,0_5,11495.00
,,5_10,12638.00
Category,Distance Bin (5 ml Interval),Total Travel Time (min),
,,0_5,364357.69
,,5_10,75758.43
Category,Distance Bin (5 ml Interval),Total Travel Distance (mile),
,,0_5,31405.40
,,5_10,6268.00
Category,Distance Bin (5 ml Interval),Avg Travel Time (min),
,,0_5,31.70
,,5_10,66.28
Category,Distance Bin (5 ml Interval),Avg Travel Distance (mile),
,,0_5, 2.73
,,5_10, 5.48
Category,Distance Bin (5 ml Interval),Avg Speed (mile/hour),
,,0_5, 5.17
,,5_10, 4.96
Category,Distance Bin (5 ml Interval),Avg Travel Time Per Mile (min/mile),
,,0_5,12.08
,,5_10,12.16
Category,Distance Bin (5 ml Interval),Travel Time Index: mean/FFTT,
,,0_5, 6.92
,,5_10, 7.74
Category,Distance Bin (5 ml Interval),Avg Travel Time STD (min),
,,0_5,34.45
,,5_10,39.83
Category,Distance Bin (5 ml Interval),95th Percentile Travel Time (min),
,,0_5,104.16
,,5_10,131.17
Category,Distance Bin (5 ml Interval),90th Percentile Travel Time (min),
,,0_5,88.47
,,5_10,123.30
Category,Distance Bin (5 ml Interval),80th Percentile Travel Time (min),
,,0_5,63.40
,,5_10,104.66
Category,Distance Bin (5 ml Interval),Planning Time Index: 95th percentile/FFTT,
,,0_5,22.75
,,5_10,15.32
Category,Distance Bin (5 ml Interval),Buffer Index: (95th percentile - mean)/mean,
,,0_5, 2.29
,,5_10, 0.98
Category,Distance Bin (5 ml Interval),Skew Index: (90th %ile-median)/(median-10th %ile),
,,0_5, 6.61
,,5_10, 0.92
Category,Distance Bin (5 ml Interval),Travel Time Per Mile STD (min/mile),
,,0_5,15.45
,,5_10, 7.46
Category,Distance Bin (5 ml Interval),95th Percentile Travel Time Per Mile (min/mile),
,,0_5,38.49
,,5_10,24.33
Category,Distance Bin (5 ml Interval),90th Percentile Travel Time Per Mile (min/mile),
,,0_5,28.03
,,5_10,22.88
Category,Distance Bin (5 ml Interval),80th Percentile Travel Time Per Mile (min/mile),
,,0_5,21.57
,,5_10,19.70
Category,Distance Bin (5 ml Interval),Total Generalized Time:TT+Toll/VOT (min),
,,0_5,364357.69
,,5_10,75758.43
Category,Distance Bin (5 ml Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),
,,0_5,31.70
