Vehicle Selection Mode,--,Network-wide,--
Category,Travel Time Bin (2 min Interval),Travel Time Per Mile STD (min/mile),
,,0_2, 0.49
,,2_4, 0.49
,,4_6, 0.62
,,6_8, 1.50
,,8_10, 1.84
,,10_12, 2.23
,,12_14, 2.89
,,14_16, 3.11
,,16_18, 4.00
,,18_20, 3.66
,,20_22, 5.19
,,22_24, 4.87
,,24_26, 8.04
,,26_28, 5.59
,,28_30, 5.73
,,30_32, 5.21
,,32_34,12.82
,,34_36, 9.04
,,36_38, 6.16
,,38_40, 6.46
,,40_42, 6.35
,,42_44, 7.46
,,44_46, 9.58
,,46_48,13.07
,,48_50,14.50
,,50_52,15.81
,,52_54,12.65
,,54_56,13.96
,,56_58,20.36
,,58_60,14.10
,,60_62,15.90
,,62_64,11.32
,,64_66,11.65
,,66_68,20.45
,,68_70,18.51
,,70_72,19.06
,,72_74,22.39
,,74_76,25.03
,,76_78,18.76
,,78_80,27.33
,,80_82,32.67
,,82_84,16.91
,,84_86,17.60
,,86_88,16.41
,,88_90,14.63
,,90_92,16.47
,,92_94,16.60
,,94_96,19.82
,,96_98,17.21
,,98_100,20.22
,,100_102,17.65
,,102_104,14.13
,,104_106,11.96
,,106_108, 9.54
,,108_110, 9.81
,,110_112,11.00
,,112_114,12.45
,,114_116,14.44
,,116_118, 8.43
,,118_120, 9.38
,,120_122, 8.45
,,122_124, 4.81
,,124_126, 7.12
,,126_128, 6.83
,,128_130, 5.96
,,130_132, 3.94
,,132_134, 2.35
,,134_136, 2.67
,,136_138, 1.83
,,138_140, 0.48
Category,Travel Time Bin (2 min Interval),95th Percentile Travel Time Per Mile (min/mile),
,,0_2, 3.04
,,2_4, 2.88
,,4_6, 3.16
,,6_8, 5.57
,,8_10, 6.70
,,10_12, 7.14
,,12_14, 9.51
,,14_16, 8.83
,,16_18,11.20
,,18_20,13.53
,,20_22,16.74
,,22_24,17.63
,,24_26,26.49
,,26_28,21.09
,,28_30,23.13
,,30_32,24.60
,,32_34,44.71
,,34_36,29.51
,,36_38,28.57
,,38_40,23.22
,,40_42,25.42
,,42_44,27.63
,,44_46,44.12
,,46_48,39.00
,,48_50,46.52
,,50_52,54.08
,,52_54,44.36
,,54_56,46.57
,,56_58,63.61
,,58_60,49.60
,,60_62,65.41
,,62_64,51.33
,,64_66,44.34
,,66_68,67.24
,,68_70,66.61
,,70_72,70.35
,,72_74,80.68
,,74_76,86.60
,,76_78,74.15
,,78_80,91.38
,,80_82,129.38
,,82_84,71.69
,,84_86,73.58
,,86_88,71.71
,,88_90,52.16
,,90_92,40.80
,,92_94,77.53
,,94_96,82.47
,,96_98,81.55
,,98_100,83.34
,,100_102,83.88
,,102_104,51.53
,,104_106,52.48
,,106_108,44.05
,,108_110,43.66
,,110_112,51.23
,,112_114,57.22
,,114_116,67.13
,,116_118,48.27
,,118_120,52.83
,,120_122,56.10
,,122_124,38.57
,,124_126,46.18
,,126_128,42.81
,,128_130,43.51
,,130_132,35.46
,,132_134,30.48
,,134_136,31.03
,,136_138,29.22
,,138_140,23.86
Category,Travel Time Bin (2 min Interval),90th Percentile Travel Time Per Mile (min/mile),
,,0_2, 2.98
,,2_4, 2.64
,,4_6, 2.60
,,6_8, 3.53
,,8_10, 5.21
,,10_12, 5.61
,,12_14, 7.03
,,14_16, 7.43
,,16_18, 9.49
,,18_20,11.07
,,20_22,12.98
,,22_24,13.66
,,24_26,18.87
,,26_28,15.76
,,28_30,18.92
,,30_32,16.36
,,32_34,27.16
,,34_36,26.97
,,36_38,23.64
,,38_40,20.28
,,40_42,19.61
,,42_44,25.72
,,44_46,30.30
,,46_48,28.39
,,48_50,40.42
,,50_52,42.65
,,52_54,43.21
,,54_56,34.07
,,56_58,61.23
,,58_60,40.66
,,60_62,38.47
,,62_64,34.45
,,64_66,40.68
,,66_68,43.62
,,68_70,43.34
,,70_72,46.26
,,72_74,49.77
,,74_76,66.30
,,76_78,44.48
,,78_80,76.41
,,80_82,93.09
,,82_84,41.37
,,84_86,42.52
,,86_88,43.67
,,88_90,44.43
,,90_92,34.86
,,92_94,40.94
,,94_96,65.30
,,96_98,42.42
,,98_100,57.47
,,100_102,49.10
,,102_104,41.31
,,104_106,42.43
,,106_108,42.70
,,108_110,34.37
,,110_112,37.43
,,112_114,51.82
,,114_116,57.53
,,116_118,39.65
,,118_120,47.45
,,120_122,40.80
,,122_124,31.35
,,124_126,39.10
,,126_128,39.94
,,128_130,40.44
,,130_132,33.33
,,132_134,30.42
,,134_136,30.91
,,136_138,28.05
,,138_140,23.86
Category,Travel Time Bin (2 min Interval),80th Percentile Travel Time Per Mile (min/mile),
,,0_2, 2.89
,,2_4, 2.42
,,4_6, 2.39
,,6_8, 2.77
,,8_10, 3.45
,,10_12, 4.48
,,12_14, 5.48
,,14_16, 6.04
,,16_18, 7.52
,,18_20, 9.35
,,20_22,11.02
,,22_24,11.12
,,24_26,12.48
,,26_28,12.08
,,28_30,14.72
,,30_32,14.35
,,32_34,20.71
,,34_36,18.29
,,36_38,18.84
,,38_40,15.91
,,40_42,16.11
,,42_44,22.23
,,44_46,26.30
,,46_48,23.24
,,48_50,30.16
,,50_52,30.87
,,52_54,23.88
,,54_56,21.62
,,56_58,47.70
,,58_60,23.54
,,60_62,25.86
,,62_64,23.44
,,64_66,24.83
,,66_68,29.25
,,68_70,30.22
,,70_72,30.96
,,72_74,35.53
,,74_76,37.24
,,76_78,37.74
,,78_80,39.33
,,80_82,39.81
,,82_84,39.47
,,84_86,34.04
,,86_88,31.72
,,88_90,30.49
,,90_92,26.66
,,92_94,30.27
,,94_96,29.44
,,96_98,31.11
,,98_100,41.77
,,100_102,32.36
,,102_104,31.63
,,104_106,35.45
,,106_108,35.28
,,108_110,28.13
,,110_112,28.40
,,112_114,35.73
,,114_116,42.60
,,116_118,35.88
,,118_120,34.36
,,120_122,30.93
,,122_124,28.09
,,124_126,32.08
,,126_128,34.75
,,128_130,31.59
,,130_132,31.18
,,132_134,28.99
,,134_136,30.69
,,136_138,27.89
,,138_140,23.86
Category,Travel Time Bin (2 min Interval),Total Generalized Time:TT+Toll/VOT (min),
,,0_2,522.62
,,2_4,4012.22
,,4_6,8642.71
,,6_8,6808.43
,,8_10,5111.37
,,10_12,4586.86
,,12_14,4510.83
,,14_16,5227.72
,,16_18,5202.95
,,18_20,5280.20
,,20_22,4604.42
,,22_24,3559.03
,,24_26,3793.43
,,26_28,3671.62
,,28_30,3505.92
,,30_32,3293.04
,,32_34,4462.85
,,34_36,5539.03
,,36_38,6397.08
,,38_40,9775.09
,,40_42,7853.60
,,42_44,5373.29
,,44_46,4503.57
,,46_48,4354.46
,,48_50,4750.41
,,50_52,10401.68
,,52_54,11328.65
,,54_56,5976.75
,,56_58,3872.16
,,58_60,4539.10
,,60_62,3779.36
,,62_64,3658.74
,,64_66,4936.52
,,66_68,4557.93
,,68_70,6133.87
,,70_72,7454.57
,,72_74,8392.09
,,74_76,8918.70
,,76_78,10318.19
,,78_80,9080.27
,,80_82,11901.85
,,82_84,11626.44
,,84_86,11554.45
,,86_88,10435.31
,,88_90,9168.67
,,90_92,9736.56
,,92_94,9386.47
,,94_96,7695.30
,,96_98,9013.77
,,98_100,9103.64
,,100_102,8073.01
,,102_104,7410.14
,,104_106,7343.34
,,106_108,7162.99
,,108_110,6652.52
,,110_112,6656.25
,,112_114,6212.57
,,114_116,4597.01
,,116_118,5614.16
,,118_120,6306.08
,,120_122,7135.27
,,122_124,5406.39
,,124_126,4125.28
,,126_128,3681.92
,,128_130,5936.90
,,130_132,5633.86
,,132_134,5846.05
,,134_136,4587.11
,,136_138,3144.27
,,138_140,277.13
Category,Travel Time Bin (2 min Interval),Avg Generalized Travel Time:TT+Toll/VOT (min),
,,0_2, 1.49
,,2_4, 3.00
,,4_6, 4.86
,,6_8, 6.89
,,8_10, 8.92
,,10_12,10.92
,,12_14,13.00
,,14_16,14.98
,,16_18,17.00
,,18_20,18.93
,,20_22,20.93
,,22_24,22.96
,,24_26,24.96
,,26_28,27.00
,,28_30,28.97
,,30_32,31.07
,,32_34,33.06
,,34_36,35.06
,,36_38,36.98
,,38_40,39.10
,,40_42,40.90
,,42_44,42.99
,,44_46,45.04
,,46_48,46.82
,,48_50,48.97
,,50_52,51.24
,,52_54,52.94
,,54_56,54.83
,,56_58,56.94
,,58_60,58.95
,,60_62,60.96
,,62_64,63.08
,,64_66,64.95
,,66_68,67.03
,,68_70,68.92
,,70_72,71.00
,,72_74,72.97
,,74_76,74.95
,,76_78,77.00
,,78_80,78.96
,,80_82,80.96
,,82_84,83.05
,,84_86,84.96
,,86_88,86.96
,,88_90,89.02
,,90_92,91.00
,,92_94,92.94
,,94_96,95.00
,,96_98,96.92
,,98_100,98.95
,,100_102,100.91
,,102_104,102.92
,,104_106,104.90
,,106_108,106.91
,,108_110,109.06
,,110_112,110.94
,,112_114,112.96
,,114_116,114.93
,,116_118,116.96
,,118_120,118.98
,,120_122,120.94
,,122_124,122.87
,,124_126,125.01
,,126_128,126.96
,,128_130,129.06
,,130_132,131.02
,,132_134,132.86
,,134_136,134.91
,,136_138,136.71
,,138_140,138.57
Category,Travel Time Bin (2 min Interval),Total Energy (KJ),
,,0_2,1163494.13
,,2_4,9151013.00
,,4_6,19716868.00
,,6_8,14953867.00
,,8_10,10891088.00
,,10_12,9384750.00
,,12_14,8578053.00
,,14_16,9621171.00
,,16_18,8811802.00
,,18_20,8549966.00
,,20_22,7211566.00
,,22_24,5334933.50
,,24_26,5561940.50
,,26_28,5246735.50
,,28_30,4880181.50
,,30_32,4589842.00
,,32_34,5834120.50
,,34_36,6882834.00
,,36_38,8036663.50
,,38_40,12369107.00
,,40_42,9788091.00
,,42_44,6656676.00
,,44_46,5196000.00
,,46_48,5306711.50
,,48_50,5566319.50
,,50_52,11684406.00
,,52_54,12968493.00
,,54_56,7218529.00
,,56_58,4373996.00
,,58_60,5606668.50
,,60_62,4461283.50
,,62_64,4462161.50
,,64_66,5871022.50
,,66_68,5258760.00
,,68_70,6975344.00
,,70_72,8369014.50
,,72_74,9300833.00
,,74_76,9773188.00
,,76_78,11308291.00
,,78_80,9736913.00
,,80_82,12661187.00
,,82_84,12444919.00
,,84_86,12419072.00
,,86_88,11156463.00
,,88_90,9701123.00
,,90_92,10376695.00
,,92_94,9924675.00
,,94_96,8171866.50
,,96_98,9430009.00
,,98_100,9234730.00
,,100_102,8490136.00
,,102_104,7746992.50
,,104_106,7659504.00
,,106_108,7293165.00
,,108_110,6862244.00
,,110_112,6758309.00
,,112_114,6539769.50
,,114_116,4684506.00
,,116_118,5787570.50
,,118_120,6550611.00
,,120_122,7336603.00
,,122_124,5832338.50
,,124_126,4246130.00
,,126_128,3777497.75
,,128_130,5958695.00
,,130_132,5659296.50
,,132_134,6000586.50
,,134_136,4946881.50
,,136_138,3495886.00
,,138_140,298253.81
Category,Travel Time Bin (2 min Interval),Total CO2 (g),
,,0_2,83616.42
,,2_4,657652.88
,,4_6,1416987.38
,,6_8,1074685.38
,,8_10,782706.50
,,10_12,674450.50
,,12_14,616476.25
,,14_16,691441.88
,,16_18,633274.81
,,18_20,614457.44
,,20_22,518271.28
,,22_24,383403.88
,,24_26,399718.16
,,26_28,377065.28
,,28_30,350722.34
,,30_32,329856.66
,,32_34,419278.97
,,34_36,494646.44
,,36_38,577568.00
,,38_40,888926.69
,,40_42,703437.13
,,42_44,478392.88
,,44_46,373419.22
,,46_48,381375.50
,,48_50,400032.94
,,50_52,839719.38
,,52_54,932002.13
,,54_56,518771.66
,,56_58,314344.56
,,58_60,402932.34
,,60_62,320617.69
,,62_64,320680.53
,,64_66,421930.88
,,66_68,377929.56
,,68_70,501294.72
,,70_72,601453.13
,,72_74,668419.75
,,74_76,702366.13
,,76_78,812689.13
,,78_80,699759.38
,,80_82,909917.00
,,82_84,894375.00
,,84_86,892517.00
,,86_88,801778.00
,,88_90,697187.56
,,90_92,745738.31
,,92_94,713253.25
,,94_96,587284.81
,,96_98,677703.38
,,98_100,663669.19
,,100_102,610157.81
,,102_104,556750.44
,,104_106,550462.94
,,106_108,524135.47
,,108_110,493166.72
,,110_112,485697.16
,,112_114,469991.31
,,114_116,336659.78
,,116_118,415933.31
,,118_120,470770.56
,,120_122,527257.38
,,122_124,419150.78
,,124_126,305155.22
,,126_128,271476.19
,,128_130,428231.56
,,130_132,406714.88
,,132_134,431242.25
,,134_136,355515.81
,,136_138,251237.70
,,138_140,21434.50
Category,Travel Time Bin (2 min Interval),Total NOx (g),
,,0_2,64.98
,,2_4,540.51
,,4_6,1226.22
,,6_8,970.62
,,8_10,676.88
,,10_12,562.69
,,12_14,602.86
,,14_16,619.82
,,16_18,616.86
,,18_20,500.01
,,20_22,448.76
,,22_24,287.38
,,24_26,338.66
,,26_28,230.67
,,28_30,241.98
,,30_32,262.61
,,32_34,272.75
,,34_36,288.09
,,36_38,346.51
,,38_40,624.48
,,40_42,541.08
,,42_44,317.84
,,44_46,228.27
,,46_48,225.05
,,48_50,290.89
,,50_52,588.55
,,52_54,666.20
,,54_56,341.54
,,56_58,211.27
,,58_60,262.52
,,60_62,210.73
,,62_64,253.70
,,64_66,302.14
,,66_68,183.08
,,68_70,251.38
,,70_72,384.78
,,72_74,443.27
,,74_76,421.91
,,76_78,545.66
,,78_80,431.01
,,80_82,466.32
,,82_84,621.42
,,84_86,511.81
,,86_88,400.49
,,88_90,422.25
,,90_92,507.26
,,92_94,408.12
,,94_96,264.08
,,96_98,371.08
,,98_100,389.73
,,100_102,329.18
,,102_104,308.81
,,104_106,404.26
,,106_108,258.95
,,108_110,238.48
,,110_112,310.42
,,112_114,259.48
,,114_116,192.15
,,116_118,239.60
,,118_120,272.71
,,120_122,272.08
,,122_124,269.50
,,124_126,225.78
,,126_128,192.05
,,128_130,176.61
,,130_132,173.35
,,132_134,161.70
,,134_136,216.77
,,136_138,180.94
,,138_140,21.49
Category,Travel Time Bin (2 min Interval),Total CO (g),
,,0_2,1221.03
,,2_4,9833.62
,,4_6,21955.67
,,6_8,17328.75
,,8_10,12610.13
,,10_12,11014.67
,,12_14,11178.71
,,14_16,11802.75
,,16_18,10842.22
,,18_20,9578.19
,,20_22,8288.89
,,22_24,5533.27
,,24_26,6154.77
,,26_28,4792.29
,,28_30,4682.50
,,30_32,4808.27
,,32_34,5313.06
,,34_36,5596.44
,,36_38,6814.57
,,38_40,11569.34
,,40_42,9428.60
,,42_44,5859.86
,,44_46,4057.97
,,46_48,4351.31
,,48_50,5004.63
,,50_52,9971.06
,,52_54,11289.52
,,54_56,6150.09
,,56_58,3601.94
,,58_60,4883.83
,,60_62,3770.77
,,62_64,4312.11
,,64_66,5137.63
,,66_68,3611.83
,,68_70,4659.45
,,70_72,6531.77
,,72_74,7504.23
,,74_76,7409.02
,,76_78,9191.23
,,78_80,7316.86
,,80_82,8569.25
,,82_84,10278.76
,,84_86,9215.35
,,86_88,7683.64
,,88_90,7269.10
,,90_92,8532.48
,,92_94,7452.00
,,94_96,5246.55
,,96_98,6778.52
,,98_100,6645.29
,,100_102,6180.66
,,102_104,5641.47
,,104_106,6644.16
,,106_108,4739.24
,,108_110,4488.53
,,110_112,5192.25
,,112_114,4715.00
,,114_116,3375.70
,,116_118,4328.80
,,118_120,4794.22
,,120_122,4984.51
,,122_124,4790.12
,,124_126,3719.41
,,126_128,3222.31
,,128_130,3498.60
,,130_132,3360.21
,,132_134,3406.27
,,134_136,3934.89
,,136_138,2994.14
,,138_140,319.02
Category,Travel Time Bin (2 min Interval),Total HC (g),
,,0_2,19.65
,,2_4,165.34
,,4_6,372.15
,,6_8,303.58
,,8_10,214.26
,,10_12,174.19
,,12_14,211.40
,,14_16,218.37
,,16_18,228.34
,,18_20,172.63
,,20_22,171.10
,,22_24,109.57
,,24_26,132.22
,,26_28,82.71
,,28_30,93.16
,,30_32,106.48
,,32_34,106.33
,,34_36,110.23
,,36_38,135.15
,,38_40,266.41
,,40_42,236.55
,,42_44,137.24
,,44_46,99.75
,,46_48,92.56
,,48_50,132.08
,,50_52,292.04
,,52_54,323.13
,,54_56,158.57
,,56_58,101.90
,,58_60,111.82
,,60_62,91.01
,,62_64,122.00
,,64_66,131.89
,,66_68,69.05
,,68_70,99.03
,,70_72,181.86
,,72_74,219.46
,,74_76,202.69
,,76_78,282.92
,,78_80,205.67
,,80_82,224.28
,,82_84,343.45
,,84_86,257.23
,,86_88,211.79
,,88_90,202.88
,,90_92,267.14
,,92_94,224.10
,,94_96,107.62
,,96_98,196.17
,,98_100,209.48
,,100_102,177.85
,,102_104,168.82
,,104_106,236.93
,,106_108,136.69
,,108_110,125.99
,,110_112,190.00
,,112_114,124.33
,,114_116,111.44
,,116_118,148.67
,,118_120,140.03
,,120_122,132.64
,,122_124,125.18
,,124_126,133.41
,,126_128,101.48
,,128_130,87.80
,,130_132,87.21
,,132_134,77.14
,,134_136,128.74
,,136_138,89.49
,,138_140,14.83
Category,Travel Time Bin (2 min Interval),Total Gallon,
,,0_2, 9.56
,,2_4,75.19
,,4_6,162.01
,,6_8,122.87
,,8_10,89.49
,,10_12,77.11
,,12_14,70.49
,,14_16,79.06
,,16_18,72.41
,,18_20,70.25
,,20_22,59.26
,,22_24,43.84
,,24_26,45.70
,,26_28,43.11
,,28_30,40.10
,,30_32,37.71
,,32_34,47.94
,,34_36,56.56
,,36_38,66.04
,,38_40,101.64
,,40_42,80.43
,,42_44,54.70
,,44_46,42.70
,,46_48,43.60
,,48_50,45.74
,,50_52,96.01
,,52_54,106.56
,,54_56,59.31
,,56_58,35.94
,,58_60,46.07
,,60_62,36.66
,,62_64,36.67
,,64_66,48.24
,,66_68,43.21
,,68_70,57.32
,,70_72,68.77
,,72_74,76.42
,,74_76,80.31
,,76_78,92.92
,,78_80,80.01
,,80_82,104.04
,,82_84,102.26
,,84_86,102.05
,,86_88,91.67
,,88_90,79.71
,,90_92,85.26
,,92_94,81.55
,,94_96,67.15
,,96_98,77.49
,,98_100,75.88
,,100_102,69.76
,,102_104,63.66
,,104_106,62.94
,,106_108,59.93
,,108_110,56.39
,,110_112,55.53
,,112_114,53.74
,,114_116,38.49
,,116_118,47.56
,,118_120,53.83
,,120_122,60.28
,,122_124,47.92
,,124_126,34.89
,,126_128,31.04
,,128_130,48.96
,,130_132,46.50
,,132_134,49.31
,,134_136,40.65
,,136_138,28.73
,,138_140, 2.45
Category,Travel Time Bin (2 min Interval),Avg Energy (KJ/vehicle/mile),
,,0_2,4999.89
,,2_4,4757.92
,,4_6,4828.77
,,6_8,5155.12
,,8_10,5563.19
,,10_12,6141.10
,,12_14,7097.18
,,14_16,7359.15
,,16_18,8452.88
,,18_20,9660.12
,,20_22,10219.84
,,22_24,10977.11
,,24_26,11561.46
,,26_28,11550.11
,,28_30,12621.21
,,30_32,12449.32
,,32_34,14758.38
,,34_36,15360.84
,,36_38,15257.78
,,38_40,15253.90
,,40_42,14362.63
,,42_44,16875.41
,,44_46,18966.61
,,46_48,18429.63
,,48_50,19811.02
,,50_52,23738.95
,,52_54,22018.03
,,54_56,20229.33
,,56_58,22981.37
,,58_60,20081.91
,,60_62,21124.72
,,62_64,21196.50
,,64_66,21719.04
,,66_68,21774.70
,,68_70,21598.14
,,70_72,22717.85
,,72_74,24279.64
,,74_76,23686.20
,,76_78,24180.17
,,78_80,24375.57
,,80_82,25667.75
,,82_84,24062.18
,,84_86,24520.62
,,86_88,24020.53
,,88_90,24364.41
,,90_92,23253.01
,,92_94,23783.03
,,94_96,25450.46
,,96_98,26356.12
,,98_100,27382.16
,,100_102,27558.89
,,102_104,26907.47
,,104_106,27240.78
,,106_108,27077.78
,,108_110,26091.69
,,110_112,25718.13
,,112_114,28743.49
,,114_116,28991.89
,,116_118,28576.31
,,118_120,29302.00
,,120_122,28819.21
,,122_124,28121.78
,,124_126,27530.94
,,126_128,28608.12
,,128_130,28299.28
,,130_132,27832.04
,,132_134,27590.89
,,134_136,29357.08
,,136_138,29176.41
,,138_140,25153.39
Category,Travel Time Bin (2 min Interval),Avg CO2 (g/vehicle/mile),
,,0_2,359.33
,,2_4,341.94
,,4_6,347.03
,,6_8,370.48
,,8_10,399.81
,,10_12,441.34
,,12_14,510.05
,,14_16,528.88
,,16_18,607.48
,,18_20,694.24
,,20_22,734.47
,,22_24,788.89
,,24_26,830.88
,,26_28,830.07
,,28_30,907.04
,,30_32,894.69
,,32_34,1060.64
,,34_36,1103.93
,,36_38,1096.53
,,38_40,1096.25
,,40_42,1032.19
,,42_44,1212.78
,,44_46,1363.07
,,46_48,1324.48
,,48_50,1423.75
,,50_52,1706.04
,,52_54,1582.36
,,54_56,1453.81
,,56_58,1651.59
,,58_60,1443.22
,,60_62,1518.16
,,62_64,1523.32
,,64_66,1560.88
,,66_68,1564.87
,,68_70,1552.19
,,70_72,1632.66
,,72_74,1744.90
,,74_76,1702.25
,,76_78,1737.75
,,78_80,1751.79
,,80_82,1844.66
,,82_84,1729.27
,,84_86,1762.21
,,86_88,1726.28
,,88_90,1750.99
,,90_92,1671.12
,,92_94,1709.21
,,94_96,1829.04
,,96_98,1894.13
,,98_100,1967.86
,,100_102,1980.57
,,102_104,1933.75
,,104_106,1957.70
,,106_108,1945.99
,,108_110,1875.12
,,110_112,1848.28
,,112_114,2065.70
,,114_116,2083.55
,,116_118,2053.68
,,118_120,2105.84
,,120_122,2071.14
,,122_124,2021.02
,,124_126,1978.56
,,126_128,2055.97
,,128_130,2033.77
,,130_132,2000.20
,,132_134,1982.87
,,134_136,2109.80
,,136_138,2096.81
,,138_140,1807.69
Category,Travel Time Bin (2 min Interval),Avg NOx (g/vehicle/mile),
,,0_2, 0.28
,,2_4, 0.28
,,4_6, 0.30
,,6_8, 0.33
,,8_10, 0.35
,,10_12, 0.37
,,12_14, 0.50
,,14_16, 0.47
,,16_18, 0.59
,,18_20, 0.56
,,20_22, 0.64
,,22_24, 0.59
,,24_26, 0.70
,,26_28, 0.51
,,28_30, 0.63
,,30_32, 0.71
,,32_34, 0.69
,,34_36, 0.64
,,36_38, 0.66
,,38_40, 0.77
,,40_42, 0.79
,,42_44, 0.81
,,44_46, 0.83
,,46_48, 0.78
,,48_50, 1.04
,,50_52, 1.20
,,52_54, 1.13
,,54_56, 0.96
,,56_58, 1.11
,,58_60, 0.94
,,60_62, 1.00
,,62_64, 1.21
,,64_66, 1.12
,,66_68, 0.76
,,68_70, 0.78
,,70_72, 1.04
,,72_74, 1.16
,,74_76, 1.02
,,76_78, 1.17
,,78_80, 1.08
,,80_82, 0.95
,,82_84, 1.20
,,84_86, 1.01
,,86_88, 0.86
,,88_90, 1.06
,,90_92, 1.14
,,92_94, 0.98
,,94_96, 0.82
,,96_98, 1.04
,,98_100, 1.16
,,100_102, 1.07
,,102_104, 1.07
,,104_106, 1.44
,,106_108, 0.96
,,108_110, 0.91
,,110_112, 1.18
,,112_114, 1.14
,,114_116, 1.19
,,116_118, 1.18
,,118_120, 1.22
,,120_122, 1.07
,,122_124, 1.30
,,124_126, 1.46
,,126_128, 1.45
,,128_130, 0.84
,,130_132, 0.85
,,132_134, 0.74
,,134_136, 1.29
,,136_138, 1.51
,,138_140, 1.81
Category,Travel Time Bin (2 min Interval),Avg CO (g/vehicle/mile),
,,0_2, 5.25
,,2_4, 5.11
,,4_6, 5.38
,,6_8, 5.97
,,8_10, 6.44
,,10_12, 7.21
,,12_14, 9.25
,,14_16, 9.03
,,16_18,10.40
,,18_20,10.82
,,20_22,11.75
,,22_24,11.39
,,24_26,12.79
,,26_28,10.55
,,28_30,12.11
,,30_32,13.04
,,32_34,13.44
,,34_36,12.49
,,36_38,12.94
,,38_40,14.27
,,40_42,13.84
,,42_44,14.86
,,44_46,14.81
,,46_48,15.11
,,48_50,17.81
,,50_52,20.26
,,52_54,19.17
,,54_56,17.24
,,56_58,18.92
,,58_60,17.49
,,60_62,17.86
,,62_64,20.48
,,64_66,19.01
,,66_68,14.96
,,68_70,14.43
,,70_72,17.73
,,72_74,19.59
,,74_76,17.96
,,76_78,19.65
,,78_80,18.32
,,80_82,17.37
,,82_84,19.87
,,84_86,18.20
,,86_88,16.54
,,88_90,18.26
,,90_92,19.12
,,92_94,17.86
,,94_96,16.34
,,96_98,18.95
,,98_100,19.70
,,100_102,20.06
,,102_104,19.59
,,104_106,23.63
,,106_108,17.60
,,108_110,17.07
,,110_112,19.76
,,112_114,20.72
,,114_116,20.89
,,116_118,21.37
,,118_120,21.45
,,120_122,19.58
,,122_124,23.10
,,124_126,24.12
,,126_128,24.40
,,128_130,16.62
,,130_132,16.53
,,132_134,15.66
,,134_136,23.35
,,136_138,24.99
,,138_140,26.90
Category,Travel Time Bin (2 min Interval),Avg HC (g/vehicle/mile),
,,0_2, 0.08
,,2_4, 0.09
,,4_6, 0.09
,,6_8, 0.10
,,8_10, 0.11
,,10_12, 0.11
,,12_14, 0.17
,,14_16, 0.17
,,16_18, 0.22
,,18_20, 0.20
,,20_22, 0.24
,,22_24, 0.23
,,24_26, 0.27
,,26_28, 0.18
,,28_30, 0.24
,,30_32, 0.29
,,32_34, 0.27
,,34_36, 0.25
,,36_38, 0.26
,,38_40, 0.33
,,40_42, 0.35
,,42_44, 0.35
,,44_46, 0.36
,,46_48, 0.32
,,48_50, 0.47
,,50_52, 0.59
,,52_54, 0.55
,,54_56, 0.44
,,56_58, 0.54
,,58_60, 0.40
,,60_62, 0.43
,,62_64, 0.58
,,64_66, 0.49
,,66_68, 0.29
,,68_70, 0.31
,,70_72, 0.49
,,72_74, 0.57
,,74_76, 0.49
,,76_78, 0.60
,,78_80, 0.51
,,80_82, 0.45
,,82_84, 0.66
,,84_86, 0.51
,,86_88, 0.46
,,88_90, 0.51
,,90_92, 0.60
,,92_94, 0.54
,,94_96, 0.34
,,96_98, 0.55
,,98_100, 0.62
,,100_102, 0.58
,,102_104, 0.59
,,104_106, 0.84
,,106_108, 0.51
,,108_110, 0.48
,,110_112, 0.72
,,112_114, 0.55
,,114_116, 0.69
,,116_118, 0.73
,,118_120, 0.63
,,120_122, 0.52
,,122_124, 0.60
,,124_126, 0.87
,,126_128, 0.77
,,128_130, 0.42
,,130_132, 0.43
,,132_134, 0.35
,,134_136, 0.76
,,136_138, 0.75
,,138_140, 1.25
Category,Travel Time Bin (2 min Interval),Avg Miles per Gallon,
,,0_2,24.34
,,2_4,25.58
,,4_6,25.20
,,6_8,23.61
,,8_10,21.88
,,10_12,19.82
,,12_14,17.15
,,14_16,16.54
,,16_18,14.40
,,18_20,12.60
,,20_22,11.91
,,22_24,11.09
,,24_26,10.53
,,26_28,10.54
,,28_30, 9.64
,,30_32, 9.78
,,32_34, 8.25
,,34_36, 7.92
,,36_38, 7.98
,,38_40, 7.98
,,40_42, 8.47
,,42_44, 7.21
,,44_46, 6.42
,,46_48, 6.60
,,48_50, 6.14
,,50_52, 5.13
,,52_54, 5.53
,,54_56, 6.02
,,56_58, 5.30
,,58_60, 6.06
,,60_62, 5.76
,,62_64, 5.74
,,64_66, 5.60
,,66_68, 5.59
,,68_70, 5.63
,,70_72, 5.36
,,72_74, 5.01
,,74_76, 5.14
,,76_78, 5.03
,,78_80, 4.99
,,80_82, 4.74
,,82_84, 5.06
,,84_86, 4.96
,,86_88, 5.07
,,88_90, 4.99
,,90_92, 5.23
,,92_94, 5.12
,,94_96, 4.78
,,96_98, 4.62
,,98_100, 4.44
,,100_102, 4.42
,,102_104, 4.52
,,104_106, 4.47
,,106_108, 4.49
,,108_110, 4.66
,,110_112, 4.73
,,112_114, 4.23
,,114_116, 4.20
,,116_118, 4.26
,,118_120, 4.15
,,120_122, 4.22
,,122_124, 4.33
,,124_126, 4.42
,,126_128, 4.25
,,128_130, 4.30
,,130_132, 4.37
,,132_134, 4.41
,,134_136, 4.15
,,136_138, 4.17
